acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.08,0.19,1.02,-1.85,2.95,-1.22
0.08,0.19,1.01,-2.03,2.85,-1.34
0.07,0.19,1.01,-2.32,2.87,-1.25
0.07,0.19,1.02,-2.35,2.67,-1.45
0.07,0.19,1.02,-2.56,2.61,-1.31
0.07,0.19,1.01,-2.44,2.43,-1.19
0.06,0.20,1.01,-2.50,2.03,-1.18
0.07,0.20,1.01,-2.34,1.69,-1.16
0.07,0.19,1.01,-2.12,1.71,-1.37
0.07,0.19,1.00,-2.12,1.36,-1.80
0.08,0.19,1.02,-2.11,1.37,-1.77
0.07,0.19,1.01,-2.08,1.77,-2.12
0.07,0.19,1.01,-2.34,1.68,-2.08
0.08,0.19,1.02,-2.00,2.24,-1.91
0.08,0.19,1.01,-2.56,2.32,-1.60
0.08,0.19,1.01,-2.78,2.66,-1.18
0.08,0.20,1.01,-2.69,3.01,-0.52
0.07,0.19,1.01,-2.38,2.92,-0.31
0.07,0.19,1.01,-2.31,3.37,0.02
0.07,0.19,1.00,-2.17,3.24,0.26
0.07,0.19,1.01,-2.14,3.39,0.20
0.08,0.19,1.01,-1.98,3.48,-0.05
0.08,0.19,1.00,-1.91,3.19,-0.14
0.07,0.19,1.01,-2.18,2.73,-0.41
0.07,0.19,1.01,-2.03,2.61,-0.53
0.07,0.19,1.02,-2.12,2.11,-0.44
0.07,0.19,1.02,-2.14,2.14,-0.58
0.06,0.20,1.01,-2.50,2.29,-0.27
0.07,0.20,1.01,-2.55,2.24,-0.21
0.06,0.20,1.02,-2.46,2.50,-0.21
0.07,0.19,1.02,-2.64,2.53,-0.02
0.07,0.19,1.01,-2.78,2.76,-0.31
0.07,0.19,1.01,-2.72,2.78,-0.52
0.07,0.20,1.02,-2.67,2.56,-0.81
0.07,0.19,1.01,-2.69,2.26,-1.05
0.07,0.19,1.01,-2.55,2.00,-1.28
0.08,0.19,1.02,-2.50,1.76,-1.56
0.08,0.19,1.02,-2.47,1.53,-1.62
0.08,0.19,1.00,-2.67,1.08,-1.71
0.08,0.19,1.01,-2.55,1.21,-1.65
0.08,0.19,1.00,-2.58,1.39,-1.40
0.09,0.19,1.01,-2.43,1.86,-0.99
0.09,0.19,1.01,-2.58,1.91,-0.31
0.08,0.18,1.01,-2.67,2.35,0.26
0.08,0.19,1.01,-2.66,2.60,0.35
0.08,0.19,1.01,-3.07,3.08,0.55
0.07,0.19,1.02,-2.98,3.16,0.29
0.07,0.19,1.02,-2.95,3.59,0.34
0.07,0.19,1.01,-2.85,3.42,-0.18
0.06,0.19,1.01,-2.55,3.56,-0.47
0.06,0.19,1.02,-2.50,3.31,-1.02
0.06,0.19,1.02,-1.86,3.34,-1.13
0.06,0.19,1.01,-1.79,3.19,-1.47
0.06,0.18,1.02,-1.54,2.95,-1.71
0.07,0.18,1.01,-1.77,2.58,-1.73
0.07,0.19,1.02,-1.89,2.61,-1.85
0.06,0.19,1.01,-2.09,2.23,-1.74
0.07,0.18,1.01,-2.41,2.35,-1.47
0.06,0.19,1.02,-2.61,2.27,-0.85
0.07,0.19,1.01,-2.84,2.72,-0.70
0.07,0.19,1.01,-2.85,2.73,-0.46
0.07,0.19,1.02,-2.84,3.08,-0.34
0.06,0.19,1.01,-2.78,3.31,-0.32
0.06,0.19,1.01,-2.84,3.27,-0.18
0.07,0.20,1.02,-2.64,3.24,-0.17
0.07,0.20,1.02,-2.78,3.08,-0.26
0.07,0.19,1.01,-2.44,2.95,-0.43
0.07,0.20,1.01,-2.43,2.63,-0.44
0.07,0.20,1.02,-2.44,2.26,-0.38
0.08,0.20,1.02,-2.40,2.06,-0.55
0.07,0.19,1.01,-2.09,1.86,-0.43
0.07,0.19,1.02,-2.15,2.00,-0.58
0.07,0.19,1.01,-1.80,1.80,-0.55
0.07,0.19,1.02,-1.95,2.14,-0.49
0.07,0.19,1.01,-2.03,2.27,-0.63
0.08,0.20,1.01,-2.21,2.37,-0.61
0.07,0.19,1.01,-2.17,2.63,-0.35
0.07,0.19,1.01,-2.44,2.60,-0.44
0.07,0.18,1.01,-2.53,2.67,-0.58
0.07,0.19,1.02,-2.63,2.67,-0.17
0.07,0.19,1.02,-2.75,2.70,-0.63
0.08,0.20,1.01,-2.60,2.67,-0.82
0.07,0.19,1.01,-2.63,2.81,-0.98
0.07,0.19,1.01,-2.70,2.56,-0.81
0.07,0.19,1.01,-2.56,2.38,-1.13
0.08,0.18,1.01,-2.27,2.53,-1.08
0.07,0.19,1.01,-2.43,2.20,-1.31
0.07,0.19,1.01,-2.23,2.15,-1.24
0.07,0.18,1.01,-2.37,2.00,-1.28
0.07,0.19,1.00,-2.29,2.23,-1.42
0.07,0.19,1.01,-2.20,2.35,-1.40
0.08,0.18,1.01,-2.09,2.34,-1.60
0.07,0.19,1.01,-2.03,2.64,-1.62
0.07,0.19,1.01,-2.24,2.66,-1.56
0.08,0.18,1.01,-2.24,2.87,-1.66
0.08,0.18,1.00,-2.50,2.95,-1.34
0.07,0.19,1.00,-2.78,3.11,-1.25
0.08,0.18,1.01,-2.81,3.27,-1.51
0.08,0.19,1.01,-2.58,3.30,-1.16
0.07,0.20,1.01,-2.49,3.34,-1.21
0.08,0.19,1.01,-2.40,3.28,-1.30
0.08,0.20,1.01,-2.02,3.40,-1.24
0.08,0.19,1.01,-2.03,3.47,-1.10
0.08,0.19,1.01,-2.27,3.50,-1.19
0.09,0.19,1.01,-1.92,3.27,-1.07
0.08,0.19,1.01,-1.98,3.47,-0.72
0.08,0.19,1.02,-1.69,3.57,-0.82
0.07,0.19,1.01,-2.03,3.30,-0.43
0.07,0.19,1.02,-2.09,3.33,-0.58
0.07,0.19,1.02,-2.32,3.27,-0.46
0.07,0.19,1.01,-2.31,3.45,-0.44
0.07,0.19,1.02,-2.60,3.59,-0.87
0.07,0.20,1.02,-2.49,3.73,-0.95
0.07,0.20,1.02,-2.58,3.76,-1.44
0.07,0.19,1.01,-2.32,3.85,-1.80
0.07,0.19,1.01,-2.49,3.92,-2.15
0.07,0.19,1.00,-2.03,3.42,-2.34
0.08,0.19,1.01,-2.17,3.27,-2.49
0.08,0.20,1.02,-2.41,3.01,-2.15
0.08,0.19,1.01,-2.40,2.79,-2.06
0.08,0.19,1.01,-2.50,2.98,-1.40
0.08,0.19,1.02,-2.58,2.90,-1.42
0.08,0.20,1.01,-2.63,2.98,-0.98
0.08,0.19,1.01,-2.70,3.22,-0.61
0.08,0.20,1.00,-2.55,3.07,-0.55
