acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.07,0.17,1.01,-1.94,2.85,-0.37
0.06,0.16,1.01,-1.92,2.89,-0.21
0.06,0.17,1.00,-1.91,2.69,-0.31
0.07,0.17,1.02,-2.18,2.43,-0.32
0.07,0.18,1.02,-2.09,2.50,-0.21
0.06,0.17,1.02,-2.56,2.64,-0.53
0.07,0.18,1.01,-2.76,2.43,-0.32
0.06,0.18,1.01,-2.61,2.49,-0.31
0.06,0.17,1.01,-2.35,2.72,-0.29
0.07,0.17,1.01,-2.27,2.72,-0.44
0.06,0.18,1.01,-2.14,2.76,-0.49
0.07,0.17,1.01,-1.71,2.61,-0.69
0.07,0.17,1.01,-1.80,2.90,-0.41
0.07,0.17,1.02,-1.65,2.64,-0.55
0.07,0.17,1.02,-1.85,2.79,-0.44
0.07,0.17,1.02,-1.74,2.87,-0.15
0.06,0.17,1.01,-1.85,2.78,-0.35
0.07,0.17,1.01,-1.97,3.04,-0.37
0.07,0.17,1.00,-1.91,3.15,-0.21
0.07,0.17,1.02,-2.05,2.76,-0.03
0.07,0.17,1.01,-2.06,2.99,-0.15
0.07,0.17,1.02,-2.12,2.98,-0.20
0.07,0.18,1.01,-2.06,2.76,-0.34
0.06,0.18,1.02,-1.98,2.67,-0.29
0.07,0.18,1.02,-2.27,2.52,-0.35
0.07,0.18,1.02,-1.86,2.47,-0.27
0.07,0.18,1.02,-1.89,2.44,-0.58
0.07,0.17,1.02,-1.79,2.41,-0.24
0.07,0.17,1.00,-1.80,2.52,-0.38
0.07,0.17,1.01,-1.83,2.60,-0.38
0.07,0.16,1.01,-1.71,2.52,-0.27
0.06,0.17,1.01,-1.74,2.84,-0.12
0.07,0.17,1.02,-1.74,2.69,-0.55
0.07,0.17,1.01,-1.76,2.70,-0.34
0.07,0.17,1.01,-2.08,2.47,-0.60
0.07,0.17,1.01,-2.40,2.56,-0.46
0.07,0.17,1.02,-2.46,2.64,-0.24
0.06,0.17,1.01,-2.72,2.53,-0.46
0.07,0.17,1.02,-2.55,2.81,-0.41
0.06,0.17,1.01,-2.35,2.70,-0.44
0.06,0.17,1.02,-2.05,2.79,-0.46
0.07,0.17,1.01,-2.15,2.76,-0.58
0.07,0.16,1.00,-1.68,2.52,-0.47
0.07,0.17,1.01,-1.68,2.70,-0.52
0.06,0.17,1.00,-1.74,2.79,-0.53
0.07,0.16,1.01,-1.53,2.84,-0.60
0.07,0.17,1.01,-1.74,2.92,-0.43
0.07,0.17,1.01,-1.80,2.93,-0.35
0.07,0.17,1.01,-2.24,2.85,-0.34
0.07,0.18,1.02,-2.24,3.02,-0.21
0.07,0.18,1.01,-2.60,2.79,-0.27
0.07,0.18,1.01,-2.47,2.95,-0.12
0.07,0.18,1.02,-2.52,2.98,-0.12
0.07,0.18,1.02,-2.38,2.89,-0.14
0.06,0.18,1.03,-2.32,2.78,-0.23
0.07,0.18,1.01,-2.11,2.50,-0.35
0.07,0.18,1.01,-2.14,2.38,-0.72
0.07,0.17,1.02,-1.91,2.15,-0.82
0.07,0.17,1.02,-1.82,2.09,-1.08
0.07,0.17,1.02,-1.65,2.12,-1.08
0.07,0.16,1.02,-1.79,2.11,-1.11
0.07,0.17,1.02,-1.44,2.06,-1.21
0.07,0.17,1.01,-1.30,2.38,-0.53
0.08,0.17,1.01,-1.47,2.84,-0.61
0.07,0.17,1.01,-1.54,3.04,-0.46
0.07,0.17,1.01,-1.44,3.08,0.00
0.07,0.17,1.01,-1.59,3.08,-0.05
0.07,0.18,1.02,-1.60,3.19,0.08
0.07,0.18,1.02,-1.71,3.19,-0.08
0.07,0.18,1.01,-1.80,3.07,-0.03
0.07,0.18,1.02,-1.63,2.96,-0.21
0.07,0.18,1.02,-1.73,2.75,-0.60
0.06,0.18,1.02,-1.44,2.55,-0.67
0.07,0.17,1.02,-1.77,2.17,-0.90
0.06,0.18,1.01,-1.27,2.03,-0.95
0.06,0.17,1.01,-1.25,2.15,-0.99
0.06,0.17,1.01,-1.22,2.32,-1.21
0.06,0.17,1.01,-1.28,2.46,-1.05
0.06,0.17,1.03,-1.28,2.52,-1.30
0.06,0.17,1.02,-1.40,2.66,-1.39
0.06,0.17,1.02,-1.74,2.81,-1.57
0.06,0.17,1.02,-1.62,3.04,-1.94
0.05,0.17,1.01,-1.62,3.04,-1.98
0.06,0.18,1.02,-1.63,3.27,-2.09
0.06,0.17,1.02,-1.51,3.16,-1.66
0.07,0.17,1.01,-1.34,3.27,-1.13
0.06,0.17,1.01,-1.42,3.28,-0.72
0.07,0.17,1.02,-1.08,3.44,-0.27
0.07,0.16,1.01,-0.81,3.76,0.47
0.07,0.16,1.02,-0.92,3.91,0.79
0.07,0.17,1.01,-0.78,4.26,1.42
0.07,0.16,1.01,-0.75,4.06,1.65
0.07,0.15,1.01,-0.95,4.09,1.98
0.07,0.16,1.00,-1.15,3.94,2.31
0.06,0.17,1.01,-1.47,3.74,2.32
0.06,0.16,1.01,-1.08,3.56,2.44
0.06,0.17,1.02,-1.40,3.51,2.35
0.06,0.17,1.02,-1.54,3.48,2.11
0.06,0.18,1.02,-1.62,3.31,2.18
0.06,0.17,1.02,-1.65,3.05,1.76
0.06,0.17,1.02,-1.62,2.95,1.76
0.07,0.17,1.03,-1.44,3.07,1.62
0.06,0.18,1.03,-1.21,3.05,1.59
0.07,0.18,1.01,-1.50,2.93,1.50
0.07,0.18,1.03,-1.51,2.99,1.59
0.07,0.19,1.01,-1.34,2.75,1.39
0.06,0.18,1.02,-1.60,2.69,1.51
0.07,0.18,1.01,-1.68,2.85,1.69
0.07,0.17,1.02,-1.56,2.73,1.69
0.06,0.18,1.02,-1.56,2.99,1.97
0.06,0.18,1.01,-1.56,2.93,1.54
0.05,0.17,1.02,-1.73,3.11,1.45
0.06,0.18,1.01,-1.83,3.25,1.25
0.06,0.17,1.01,-1.80,3.53,0.78
0.06,0.17,1.01,-1.85,3.50,0.70
0.07,0.17,1.01,-1.88,3.62,0.95
0.07,0.17,1.01,-1.63,3.74,0.81
0.08,0.17,1.02,-1.68,3.66,1.10
0.07,0.18,1.02,-1.80,3.83,1.10
0.07,0.18,1.01,-2.00,3.51,1.15
0.07,0.18,1.02,-2.15,3.71,0.84
0.07,0.19,1.02,-2.06,3.53,0.72
0.07,0.19,1.02,-1.89,3.53,0.67
0.06,0.17,1.01,-1.34,3.74,0.73
0.05,0.17,1.01,-1.24,4.05,0.98
0.05,0.17,1.02,-0.95,4.26,0.61
0.05,0.17,1.02,-1.27,4.46,-0.17
0.05,0.18,1.03,-1.39,4.96,-0.41
0.06,0.17,1.02,-1.59,5.25,-0.64
0.06,0.18,1.01,-2.20,5.48,-0.79
0.06,0.17,1.01,-2.34,5.73,-1.05
0.07,0.16,1.02,-2.21,6.03,-0.64
0.07,0.16,1.01,-2.02,6.44,-0.15
0.07,0.17,1.01,-2.20,6.47,-0.38
0.07,0.17,1.02,-2.14,6.61,-0.69
0.07,0.18,1.01,-1.82,6.98,-0.32
0.07,0.17,1.02,-1.13,7.05,-0.06
0.06,0.17,1.02,-1.11,7.42,0.17
0.07,0.17,1.03,-0.69,7.16,-0.32
0.07,0.18,1.03,-0.52,7.19,-0.44
0.07,0.17,1.03,-0.29,7.04,-0.18
0.08,0.17,1.01,0.32,7.07,0.34
0.07,0.17,1.00,0.58,7.19,0.78
0.07,0.17,1.01,1.07,7.15,1.21
0.06,0.17,1.02,0.78,7.69,1.53
0.06,0.18,1.01,0.72,7.24,1.45
0.06,0.17,1.01,0.31,7.01,1.22
0.06,0.17,1.01,0.26,6.85,1.30
0.07,0.17,1.02,0.02,6.63,1.18
0.08,0.18,1.01,0.03,6.53,1.33
0.08,0.17,1.01,-0.14,5.95,1.18
0.08,0.18,1.01,0.06,5.88,0.85
0.07,0.18,1.01,0.43,5.94,0.87
0.08,0.17,1.01,0.56,5.69,0.85
0.08,0.17,1.00,1.11,5.33,0.60
0.07,0.17,1.01,1.91,4.79,1.02
0.07,0.17,1.00,2.18,3.83,0.61
0.08,0.17,1.02,1.22,4.09,1.22
0.08,0.16,1.01,3.94,4.09,1.51
0.07,0.17,1.01,5.42,6.17,1.79
0.07,0.18,1.02,5.27,7.31,2.11
0.05,0.18,1.01,4.41,8.09,2.76
0.05,0.18,1.03,2.70,8.52,2.50
0.05,0.18,1.03,1.01,8.55,2.29
0.05,0.18,1.01,0.38,8.06,2.40
0.06,0.18,1.02,-0.99,7.65,2.12
0.06,0.19,1.01,-1.33,7.04,1.66
0.06,0.19,1.01,-1.68,5.53,1.15
0.06,0.19,1.01,-1.73,4.24,0.76
0.06,0.18,1.00,-1.21,2.75,0.78
0.07,0.17,0.99,0.40,1.66,0.72
