acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.11,0.22,0.99,-1.40,2.64,-0.52
0.11,0.23,1.00,-1.22,2.31,-0.27
0.11,0.22,1.00,-1.44,2.40,-0.37
0.11,0.22,1.01,-1.34,2.58,-0.21
0.10,0.22,1.00,-1.37,2.46,-0.23
0.10,0.22,0.99,-1.25,2.43,-0.18
0.11,0.22,1.00,-1.47,2.58,-0.14
0.11,0.22,1.01,-1.36,2.66,0.20
0.11,0.22,1.00,-1.48,2.50,-0.03
0.11,0.22,1.00,-1.44,2.58,0.00
0.11,0.22,1.00,-1.37,3.13,0.11
0.10,0.23,1.00,-1.51,2.56,0.27
0.11,0.22,1.00,-1.63,2.89,0.24
0.10,0.22,1.00,-1.62,3.13,0.27
0.10,0.23,1.00,-1.63,3.01,0.23
0.10,0.22,1.00,-1.66,3.24,0.38
0.10,0.22,1.00,-1.66,3.42,0.40
0.10,0.22,1.00,-1.71,3.34,0.60
0.10,0.23,0.99,-1.57,3.36,0.23
0.11,0.23,1.00,-1.47,3.21,0.37
0.10,0.22,1.00,-1.31,3.44,0.60
0.10,0.22,1.00,-1.50,3.28,0.35
0.11,0.21,1.01,-1.51,3.44,0.46
0.11,0.22,1.01,-1.50,3.27,0.47
0.11,0.22,1.01,-1.44,3.50,0.47
0.11,0.23,1.01,-1.37,3.42,0.52
0.11,0.22,1.01,-1.30,3.57,0.38
0.10,0.22,1.00,-1.45,3.54,0.32
0.11,0.22,1.01,-1.33,3.50,0.34
0.11,0.22,1.01,-1.54,3.50,0.38
0.11,0.22,1.01,-1.57,3.31,0.27
0.11,0.22,1.00,-1.39,3.42,0.34
0.11,0.23,1.00,-1.39,3.30,0.27
0.11,0.22,1.01,-1.56,3.30,0.27
0.11,0.23,1.00,-1.36,3.30,-0.05
0.11,0.22,1.00,-1.37,3.16,-0.11
0.11,0.22,1.00,-1.48,3.37,-0.24
0.11,0.22,1.01,-1.37,3.05,-0.23
0.11,0.22,1.00,-1.24,3.28,-0.23
0.10,0.22,1.00,-1.18,3.07,-0.35
0.11,0.22,1.00,-1.16,2.89,-0.40
0.10,0.22,1.00,-1.10,3.19,-0.40
0.11,0.23,1.01,-1.13,2.81,-0.24
0.11,0.22,1.00,-1.22,2.96,-0.37
0.11,0.22,1.00,-1.21,2.89,-0.27
0.11,0.22,1.01,-1.62,2.82,-0.31
0.11,0.22,1.01,-1.30,2.82,-0.50
0.11,0.22,1.00,-1.40,2.96,-0.56
0.10,0.23,1.01,-1.31,2.98,-0.55
0.11,0.22,1.01,-1.37,2.96,-0.23
0.11,0.22,1.01,-1.08,2.99,-0.47
0.11,0.23,1.00,-1.18,2.81,-0.47
0.11,0.23,1.00,-1.05,3.05,-0.37
0.11,0.22,1.02,-1.07,2.89,-0.49
0.11,0.22,1.01,-1.11,2.82,-0.49
0.11,0.22,1.01,-1.07,2.87,-0.56
0.11,0.23,1.01,-1.02,3.15,-0.49
0.11,0.22,1.01,-1.13,2.67,-0.43
0.11,0.22,1.01,-1.04,2.92,-0.44
0.09,0.23,1.01,-0.99,2.79,-0.40
0.10,0.22,1.01,-1.15,2.76,-0.44
0.10,0.22,1.00,-1.21,2.75,-0.40
0.11,0.23,1.01,-1.15,2.78,-0.56
0.10,0.22,1.00,-1.05,2.95,-0.44
0.11,0.22,1.00,-1.02,2.93,-0.58
0.11,0.22,1.00,-1.27,2.93,-0.72
0.11,0.22,1.00,-1.25,3.15,-0.58
0.10,0.22,1.01,-1.21,3.07,-0.70
0.11,0.22,1.01,-1.24,3.07,-0.55
0.11,0.22,1.01,-1.51,3.37,-0.58
0.10,0.21,1.00,-1.16,3.04,-0.41
0.10,0.22,1.01,-1.18,3.24,-0.49
0.11,0.22,1.01,-1.18,3.10,-0.61
0.11,0.23,1.00,-1.18,3.07,-0.60
0.11,0.22,1.01,-1.27,3.08,-0.55
0.11,0.22,1.01,-1.16,3.11,-0.61
0.11,0.23,1.01,-1.24,3.08,-0.47
0.11,0.23,1.01,-0.99,3.01,-0.69
0.11,0.22,1.01,-1.07,3.21,-0.53
0.11,0.22,1.00,-1.02,2.76,-0.66
0.12,0.22,1.00,-0.96,3.07,-0.50
0.11,0.23,1.01,-0.82,3.02,-0.55
0.11,0.23,1.00,-0.87,2.96,-0.43
0.11,0.23,1.00,-1.08,2.93,-0.32
0.11,0.23,1.01,-1.04,2.87,-0.35
0.11,0.23,1.01,-1.34,2.58,-0.34
0.10,0.23,1.00,-1.54,2.53,-0.53
0.10,0.23,1.01,-1.33,2.26,-0.69
0.10,0.23,1.00,-1.42,2.23,-0.72
0.10,0.22,1.00,-1.16,1.91,-0.96
0.11,0.22,1.00,-1.30,1.98,-1.10
0.11,0.23,1.00,-1.27,2.12,-1.13
0.11,0.23,1.00,-1.33,2.09,-1.08
0.12,0.23,1.00,-1.13,2.27,-0.67
0.12,0.23,0.99,-1.22,2.56,-0.50
0.11,0.24,1.01,-1.22,2.66,0.06
0.12,0.23,1.00,-1.13,2.95,0.32
0.11,0.23,0.99,-1.39,3.07,0.75
0.10,0.23,0.99,-1.07,3.31,0.73
0.11,0.23,0.99,-1.08,3.15,0.70
0.11,0.23,1.00,-1.15,3.07,0.67
0.11,0.23,1.00,-1.22,2.96,0.27
0.10,0.23,1.01,-1.22,2.81,-0.06
0.11,0.23,1.00,-1.25,2.34,-0.11
0.11,0.23,1.00,-1.25,2.21,0.02
0.09,0.22,1.00,-1.21,2.38,0.08
0.10,0.23,1.01,-1.50,2.50,0.11
