acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.09,0.22,1.01,-1.44,2.69,0.70
0.10,0.23,1.01,-2.12,2.41,0.73
0.11,0.22,1.01,-2.40,2.81,0.31
0.10,0.22,1.01,-2.38,3.19,0.32
0.10,0.22,1.00,-2.08,3.22,-0.14
0.10,0.22,1.01,-1.91,2.93,-0.47
0.10,0.23,1.02,-1.91,3.34,-0.72
0.12,0.22,1.01,-0.70,3.63,-1.11
0.11,0.23,1.01,0.17,4.21,-1.53
0.11,0.23,1.00,-0.32,5.19,-1.86
0.12,0.22,1.01,-0.73,4.93,-1.28
0.12,0.22,1.00,-1.40,5.01,-0.92
0.12,0.21,0.99,-2.14,4.67,-0.05
0.13,0.21,1.00,-2.58,4.17,0.41
0.12,0.21,0.99,-2.76,3.59,0.50
0.11,0.22,1.00,-2.93,3.05,0.56
0.11,0.21,1.00,-2.87,2.35,0.52
0.11,0.22,1.00,-2.43,2.03,0.32
0.11,0.22,1.00,-1.51,1.63,0.05
0.10,0.21,1.00,-0.76,1.76,-0.56
0.10,0.22,1.00,-0.26,2.11,-0.87
0.10,0.22,1.01,-0.26,2.05,-0.82
0.09,0.23,1.01,-0.50,2.27,-1.15
0.09,0.22,1.01,-1.18,2.64,-0.79
0.10,0.22,1.01,-1.60,2.61,-0.90
0.10,0.22,1.01,-2.15,2.90,-1.10
0.11,0.21,1.00,-2.75,2.84,-0.96
0.11,0.22,1.01,-2.85,2.84,-0.95
0.10,0.21,1.01,-2.96,2.93,-0.79
0.10,0.23,1.00,-2.75,2.96,-0.56
0.10,0.23,1.01,-2.44,2.61,-0.44
0.10,0.23,1.00,-2.31,2.63,-0.20
0.10,0.22,1.00,-2.11,2.26,-0.34
0.11,0.22,1.00,-1.94,2.11,-0.40
0.10,0.23,1.01,-1.85,1.98,-0.40
0.11,0.22,1.01,-1.54,1.71,-0.52
0.10,0.22,1.00,-1.74,1.39,-0.64
0.11,0.22,1.01,-1.85,1.44,-0.81
0.11,0.23,1.00,-1.95,1.27,-0.60
0.11,0.22,1.01,-1.82,1.33,-0.26
0.10,0.22,1.00,-1.89,1.39,-0.31
0.11,0.22,1.00,-1.69,1.77,-0.29
0.10,0.22,1.00,-2.08,1.94,-0.26
0.09,0.22,1.01,-2.24,1.76,-0.24
0.10,0.23,1.01,-2.40,2.05,-0.32
0.10,0.22,1.01,-2.21,1.98,-0.05
0.10,0.23,1.01,-2.49,2.15,0.08
0.10,0.22,1.01,-2.23,1.83,-0.05
0.10,0.22,1.01,-2.08,1.74,-0.03
0.10,0.22,1.01,-1.94,1.71,-0.18
0.11,0.22,1.00,-1.74,1.62,-0.84
0.10,0.22,1.02,-1.77,1.71,-0.73
0.11,0.22,1.01,-1.66,1.40,-1.02
0.11,0.22,1.01,-1.85,1.63,-1.39
0.11,0.22,1.01,-1.79,1.45,-1.22
0.11,0.22,1.00,-1.86,1.53,-1.33
0.11,0.22,1.00,-1.95,1.47,-1.19
0.10,0.22,1.01,-1.85,1.42,-1.08
0.11,0.22,1.01,-1.63,1.65,-1.19
0.11,0.22,1.01,-1.76,1.68,-1.24
0.11,0.21,1.00,-1.69,1.85,-1.42
0.10,0.21,1.00,-1.57,1.89,-1.21
0.11,0.21,1.01,-1.89,1.95,-1.50
0.11,0.21,1.01,-1.97,2.02,-1.68
0.10,0.21,1.01,-2.23,2.05,-1.40
0.11,0.22,1.00,-2.24,2.03,-1.48
0.10,0.21,1.00,-2.31,2.53,-1.48
0.11,0.21,1.00,-2.61,2.43,-1.30
0.10,0.23,1.01,-2.38,2.50,-1.34
0.10,0.22,1.00,-2.38,2.60,-0.99
0.11,0.23,1.01,-2.09,2.73,-0.99
0.10,0.22,1.01,-2.00,2.85,-0.81
0.11,0.22,1.01,-1.91,2.40,-0.85
0.11,0.23,1.01,-1.80,2.27,-0.99
0.11,0.22,1.01,-1.68,2.21,-1.07
0.11,0.22,1.02,-1.65,2.31,-0.89
0.11,0.23,1.01,-1.86,1.92,-0.78
0.10,0.22,1.00,-1.60,2.08,-0.84
0.10,0.22,1.01,-1.66,2.17,-0.69
0.09,0.22,1.01,-1.48,2.27,-0.53
0.10,0.23,1.01,-1.89,2.46,-0.47
0.10,0.23,1.00,-1.77,2.75,-0.46
0.10,0.22,1.01,-1.73,2.92,-0.60
0.10,0.22,1.01,-2.14,3.08,-0.87
0.11,0.22,1.01,-2.18,2.96,-1.21
0.10,0.22,1.00,-2.17,2.78,-1.62
0.11,0.22,1.00,-2.09,3.01,-2.06
0.11,0.22,1.01,-2.20,2.52,-2.37
0.10,0.22,1.00,-2.32,1.94,-2.21
0.11,0.23,1.00,-2.31,1.92,-2.32
0.11,0.22,1.01,-2.29,1.89,-1.89
0.11,0.22,1.00,-1.98,1.97,-1.44
0.11,0.22,1.00,-1.62,2.35,-1.10
0.11,0.22,1.00,-1.40,2.64,-0.76
0.12,0.22,1.01,-1.50,2.73,-0.49
0.11,0.22,1.00,-1.59,2.84,-0.26
0.11,0.22,1.00,-1.68,2.61,-0.11
0.11,0.23,1.01,-1.73,2.34,-0.29
0.10,0.22,1.00,-1.91,2.17,-0.21
0.10,0.22,1.00,-1.94,2.26,-0.41
0.10,0.22,1.00,-1.85,2.05,-0.96
0.10,0.23,1.00,-1.74,2.20,-1.27
0.11,0.22,1.00,-1.89,2.26,-1.76
0.11,0.22,1.01,-1.88,2.29,-1.82
0.11,0.23,1.00,-1.89,2.56,-1.83
0.11,0.22,1.01,-1.91,2.56,-1.79
0.10,0.22,1.00,-2.05,2.78,-1.34
0.11,0.22,1.00,-2.02,2.90,-1.31
0.11,0.22,1.01,-2.03,3.13,-0.98
0.11,0.22,1.01,-2.32,2.89,-0.93
0.10,0.22,1.00,-2.34,2.85,-1.15
0.10,0.22,1.00,-2.15,2.99,-0.99
0.10,0.23,1.00,-2.05,3.08,-1.07
0.10,0.22,1.00,-2.11,2.96,-0.96
0.10,0.23,1.00,-1.79,2.96,-1.05
0.10,0.22,1.01,-1.69,2.98,-1.01
0.10,0.23,1.01,-1.83,3.22,-0.93
0.10,0.22,1.01,-1.65,3.10,-0.90
0.11,0.23,1.00,-1.79,3.05,-1.04
0.10,0.22,1.01,-1.74,3.02,-1.04
0.10,0.23,1.01,-2.06,3.27,-1.08
0.11,0.22,1.01,-1.88,3.44,-1.24
0.11,0.22,1.01,-2.02,3.22,-1.16
0.11,0.23,1.00,-2.24,3.40,-0.90
0.10,0.22,1.01,-2.29,3.16,-1.01
0.10,0.23,1.01,-1.92,3.39,-1.07
0.10,0.23,1.00,-2.17,3.33,-1.37
0.10,0.22,1.01,-2.17,3.13,-1.11
0.10,0.23,1.01,-1.86,3.10,-1.24
0.11,0.23,1.01,-1.89,3.10,-1.07
0.11,0.23,1.02,-1.88,3.15,-1.08
0.10,0.23,1.00,-1.89,3.19,-0.98
0.11,0.22,1.01,-2.00,3.07,-1.19
0.11,0.22,1.01,-1.92,3.11,-1.40
0.11,0.22,1.01,-1.97,2.98,-1.21
0.11,0.22,1.00,-2.24,3.04,-1.22
0.11,0.22,1.00,-2.14,3.07,-0.96
0.11,0.23,1.00,-2.26,2.72,-0.79
0.11,0.22,1.01,-2.18,2.70,-0.70
0.11,0.23,1.00,-2.14,2.47,-0.58
0.11,0.22,1.01,-2.15,2.50,-0.58
0.10,0.22,1.00,-1.88,2.55,-0.64
0.10,0.22,1.00,-2.03,2.82,-0.79
0.10,0.22,1.00,-2.00,2.72,-0.69
0.11,0.22,1.01,-1.94,2.75,-0.87
0.11,0.22,1.01,-2.12,2.76,-0.89
0.10,0.22,1.01,-2.06,2.66,-0.69
0.10,0.22,1.01,-2.27,2.53,-0.38
0.10,0.22,1.01,-2.46,2.50,-0.11
0.10,0.22,1.00,-2.40,2.35,-0.09
0.10,0.23,1.00,-2.37,2.32,0.02
0.10,0.22,1.00,-2.34,2.67,-0.02
0.11,0.22,1.00,-2.46,2.69,0.05
0.10,0.23,1.01,-2.27,2.63,0.11
0.10,0.22,1.00,-2.09,2.60,-0.06
0.11,0.23,1.01,-2.26,2.78,-0.15
0.10,0.22,1.01,-2.35,2.64,-0.24
0.10,0.22,1.00,-2.32,2.64,-0.43
0.10,0.22,1.01,-2.27,2.53,-0.08
0.10,0.22,0.99,-2.09,2.40,-0.03
0.11,0.22,1.01,-2.21,2.50,-0.24
0.10,0.22,1.00,-2.27,2.44,-0.38
0.10,0.22,1.01,-2.37,2.20,-0.12
0.11,0.22,1.00,-2.37,2.29,-0.15
0.10,0.22,1.00,-2.34,2.34,0.12
0.11,0.22,1.00,-2.35,2.60,0.29
0.10,0.22,1.01,-2.35,2.32,0.46
0.10,0.22,1.01,-2.21,2.43,0.76
0.11,0.22,1.00,-2.37,2.70,0.69
0.10,0.22,1.00,-2.24,2.64,0.38
0.10,0.22,1.00,-2.31,2.95,0.31
0.10,0.22,1.01,-2.40,3.07,0.21
0.11,0.22,1.00,-2.47,3.05,0.15
0.11,0.22,1.01,-2.63,3.01,0.26
0.10,0.22,1.01,-2.55,2.84,0.46
0.11,0.22,1.01,-2.73,2.79,0.34
0.10,0.23,1.01,-2.53,2.95,0.17
0.11,0.22,1.01,-2.49,2.81,0.05
0.10,0.22,1.01,-2.40,2.87,0.09
