acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.12,0.22,1.01,-0.32,1.79,-0.38
0.12,0.21,1.01,-0.31,1.80,-0.17
0.11,0.21,1.01,-0.52,1.95,-0.64
0.12,0.22,1.01,-0.38,1.88,-0.58
0.12,0.22,1.01,-0.58,1.92,-0.64
0.11,0.22,1.01,-0.79,2.11,-0.76
0.11,0.22,1.01,-1.04,1.63,-0.82
0.11,0.22,1.00,-1.07,2.29,-0.98
0.11,0.21,1.01,-1.18,2.00,-1.24
0.12,0.23,1.01,-1.24,2.02,-1.10
0.11,0.21,1.01,-1.21,1.77,-0.84
0.12,0.22,1.01,-0.92,1.94,-1.02
0.11,0.22,1.01,-1.05,1.94,-0.93
0.11,0.22,1.01,-0.99,2.03,-0.84
0.11,0.22,1.02,-1.19,1.92,-1.05
0.11,0.21,1.01,-1.04,2.21,-0.89
0.11,0.21,1.01,-1.08,2.38,-1.08
0.12,0.22,1.01,-1.15,2.29,-0.98
0.11,0.21,1.00,-1.25,2.87,-1.15
0.11,0.21,1.00,-1.47,2.96,-0.87
0.12,0.21,1.00,-1.83,3.18,-0.78
0.11,0.22,1.01,-1.97,3.21,-0.76
0.11,0.22,1.00,-2.18,3.28,-0.27
0.11,0.22,1.01,-2.31,3.21,-0.29
0.11,0.23,1.00,-2.32,3.08,-0.02
0.11,0.22,1.01,-2.41,2.67,-0.24
0.12,0.23,1.00,-2.38,3.02,-0.31
0.12,0.22,1.01,-2.15,2.61,-0.40
0.12,0.22,1.01,-1.71,2.49,-0.43
0.12,0.22,1.00,-1.28,2.64,-0.43
0.11,0.22,1.00,-0.82,2.75,-0.49
0.11,0.22,1.00,-0.56,2.70,-0.12
0.10,0.22,1.00,-0.55,2.73,0.06
0.10,0.22,1.01,-0.75,3.08,-0.29
0.11,0.22,1.00,-0.96,3.18,-0.43
0.11,0.21,1.00,-1.36,3.18,-0.69
0.10,0.22,1.00,-1.74,3.65,-1.04
0.11,0.22,1.00,-2.21,3.73,-1.24
