acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.10,0.15,1.03,1.27,7.79,1.62
0.11,0.16,1.02,1.37,8.12,2.12
0.11,0.15,1.02,2.08,8.82,2.26
0.10,0.15,1.02,2.23,9.11,2.31
0.11,0.15,1.01,2.35,9.50,2.56
0.10,0.16,1.02,2.87,9.92,2.76
0.10,0.16,1.01,3.04,10.00,2.85
0.10,0.15,1.01,3.18,10.18,2.95
0.10,0.15,1.00,3.53,10.44,2.93
0.10,0.15,1.00,2.90,10.70,2.61
0.11,0.14,1.00,2.56,10.41,2.63
0.10,0.14,1.00,1.95,10.53,2.60
0.10,0.15,1.00,1.53,10.14,2.55
0.11,0.14,0.99,0.76,9.65,2.72
0.10,0.14,0.99,0.12,9.11,2.64
0.10,0.15,0.99,-0.08,8.72,2.37
0.10,0.14,0.99,-0.09,8.00,2.29
0.11,0.14,0.99,-0.11,7.50,1.77
0.11,0.15,0.99,-0.03,6.85,1.63
0.11,0.15,1.00,0.17,6.18,1.44
0.11,0.15,0.99,0.40,5.68,1.24
0.11,0.14,0.99,0.81,5.16,0.89
0.11,0.15,0.98,1.18,4.75,0.50
0.10,0.14,0.99,1.39,4.43,0.46
0.10,0.14,1.00,1.47,4.15,0.06
0.11,0.14,1.00,1.24,3.94,-0.21
0.10,0.15,1.00,0.85,3.48,-0.47
0.10,0.15,1.01,0.44,3.10,-0.82
0.10,0.14,1.00,-0.12,2.37,-0.90
0.10,0.14,1.01,-0.40,2.20,-1.31
0.10,0.15,1.01,-0.93,1.56,-1.59
0.10,0.14,1.00,-0.90,1.08,-1.77
0.10,0.14,1.00,-0.93,0.21,-2.12
0.10,0.15,1.01,-0.87,-0.37,-2.53
0.10,0.14,1.01,-0.81,-0.69,-2.89
0.09,0.15,1.01,-0.50,-1.37,-3.33
0.10,0.15,1.01,-0.23,-2.03,-3.77
0.10,0.14,1.02,-0.21,-1.98,-3.92
0.11,0.15,1.02,-0.05,-1.97,-4.15
0.10,0.15,1.02,-0.27,-1.91,-4.34
0.10,0.15,1.03,-0.70,-1.42,-4.06
0.10,0.14,1.03,-1.10,-0.92,-3.91
