acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.11,0.20,1.01,-0.15,0.47,-0.47
0.11,0.19,1.02,-0.12,0.43,-0.41
0.11,0.20,1.01,0.14,0.53,-0.49
0.11,0.20,1.00,0.14,0.49,-0.63
0.11,0.20,1.01,0.21,0.95,-0.67
0.11,0.20,1.01,0.34,0.50,-0.76
0.11,0.19,1.01,0.69,0.49,-0.35
0.12,0.19,1.02,0.47,0.23,-0.23
0.11,0.20,1.02,0.58,0.26,-0.15
0.11,0.20,1.01,0.76,-0.23,-0.24
0.12,0.19,1.01,0.70,-0.43,0.05
0.12,0.20,1.01,0.46,0.12,-0.20
0.12,0.19,1.01,0.90,0.69,-0.15
0.11,0.19,1.00,1.02,0.82,-0.21
0.11,0.19,1.00,0.38,1.53,-0.32
0.12,0.19,1.01,0.27,1.40,-0.43
0.11,0.19,1.01,-0.05,1.54,-0.11
0.12,0.19,1.02,-0.44,0.98,-0.24
0.11,0.19,1.01,-0.37,0.79,-0.09
0.12,0.20,1.02,-0.53,0.82,-0.21
0.12,0.19,1.00,-0.31,0.92,-0.27
0.11,0.19,1.00,-0.34,0.95,-0.18
0.12,0.20,1.01,-0.27,1.10,-0.09
0.11,0.20,1.01,-0.05,1.08,-0.38
0.12,0.20,1.01,-0.05,1.10,-0.52
0.12,0.19,1.02,0.31,1.37,-0.26
0.12,0.19,1.01,0.66,1.85,-0.40
0.12,0.19,1.00,-0.02,1.98,-0.20
0.11,0.19,1.01,-0.70,1.94,-0.40
0.12,0.19,1.01,-1.02,1.21,-0.18
0.12,0.19,1.00,-1.24,0.87,-0.40
0.11,0.20,1.01,-1.37,0.73,-0.49
0.12,0.19,1.01,-0.99,0.73,-0.78
0.12,0.19,1.01,-1.11,0.61,-1.07
0.11,0.20,1.01,-0.72,0.60,-1.16
0.12,0.20,1.01,-0.73,0.79,-0.75
0.12,0.20,1.00,-0.46,0.99,-0.81
0.11,0.20,1.01,-0.70,1.25,-0.58
0.12,0.19,1.01,-0.67,1.47,-0.50
0.11,0.20,1.01,-0.84,1.30,-0.67
0.12,0.20,1.01,-0.78,1.05,-0.38
0.12,0.20,1.02,-0.66,1.05,-0.38
0.12,0.20,1.01,-0.60,0.89,-0.23
0.12,0.20,1.01,-0.64,0.89,-0.23
