acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.09,0.25,0.99,0.49,6.61,-3.86
0.10,0.26,1.00,0.11,6.08,-4.37
0.09,0.26,1.00,-0.41,5.37,-4.29
0.10,0.27,0.99,-1.88,5.45,-3.59
0.11,0.27,0.99,-3.10,6.17,-3.37
0.12,0.28,1.00,-3.92,6.67,-3.56
0.12,0.27,0.99,-4.24,6.70,-3.39
0.11,0.27,0.99,-4.35,7.04,-2.96
0.10,0.27,1.00,-4.11,7.16,-2.99
0.10,0.26,0.99,-3.82,7.05,-2.64
0.10,0.25,0.99,-4.49,8.17,-2.81
0.10,0.24,0.97,-5.54,9.60,-3.24
0.11,0.21,0.96,-6.70,11.27,-3.53
0.10,0.20,0.97,-7.89,12.34,-3.92
0.10,0.20,0.98,-9.11,12.72,-3.82
0.10,0.22,0.98,-10.53,13.16,-3.65
0.10,0.23,0.99,-12.47,15.27,-3.44
0.10,0.22,0.98,-13.71,16.96,-3.36
0.10,0.21,0.97,-14.75,17.50,-3.48
0.09,0.21,0.98,-15.39,17.01,-3.65
0.08,0.22,1.00,-15.66,15.50,-3.11
0.07,0.25,1.02,-16.43,13.62,-2.60
0.06,0.28,1.02,-16.93,11.71,-2.06
0.08,0.30,1.01,-16.67,11.36,-1.82
0.09,0.30,1.00,-16.58,12.93,-3.08
0.08,0.27,0.99,-15.80,14.49,-4.05
0.06,0.25,0.99,-15.19,15.25,-4.87
0.06,0.24,0.99,-14.18,15.48,-4.89
0.07,0.24,1.00,-14.03,15.51,-4.81
0.07,0.24,1.01,-13.71,15.98,-4.47
0.08,0.24,1.00,-14.64,15.80,-4.11
0.08,0.22,1.00,-15.63,16.08,-3.04
0.08,0.22,1.00,-16.09,16.34,-1.07
0.09,0.21,0.98,-17.02,17.37,-1.18
0.10,0.20,0.98,-17.21,18.55,-1.50
0.09,0.18,0.98,-16.81,17.85,-1.40
0.08,0.20,0.98,-16.87,17.62,-1.21
0.07,0.20,0.99,-16.78,18.21,-1.57
0.07,0.20,0.98,-17.19,17.36,-1.71
0.07,0.20,0.99,-17.62,16.20,-1.95
0.08,0.21,1.00,-17.56,15.07,-1.80
0.07,0.20,0.99,-17.92,14.92,-1.21
0.07,0.20,0.98,-17.56,14.03,-0.70
0.07,0.22,1.00,-17.16,13.83,-0.75
0.07,0.23,1.00,-17.24,14.63,-0.84
0.07,0.24,1.01,-17.53,14.92,-1.92
0.07,0.24,1.01,-16.43,14.52,-1.80
0.07,0.25,1.02,-16.55,13.27,-0.95
0.07,0.27,1.04,-16.64,12.49,-0.70
0.07,0.29,1.05,-17.33,10.53,-0.34
0.05,0.32,1.07,-17.44,8.44,0.79
0.03,0.36,1.08,-17.74,7.95,2.24
0.04,0.37,1.06,-17.13,8.61,3.01
0.03,0.36,1.05,-15.15,9.16,2.99
0.04,0.32,1.03,-12.43,10.73,1.74
