acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.16,0.23,1.00,-2.24,2.47,0.08
0.16,0.23,0.99,-2.35,2.40,0.38
0.15,0.23,1.00,-2.40,2.32,0.37
0.16,0.23,1.00,-2.15,2.50,0.35
0.16,0.23,0.99,-2.40,2.44,0.32
0.16,0.23,0.99,-2.12,2.55,0.46
0.16,0.23,1.00,-2.12,2.24,0.38
0.16,0.23,0.99,-2.35,2.58,0.35
0.15,0.23,1.00,-2.34,2.32,0.44
0.16,0.23,1.00,-2.29,2.31,0.29
0.16,0.24,1.00,-2.31,2.27,0.43
0.16,0.23,1.01,-2.49,2.37,0.27
0.16,0.23,1.00,-2.29,2.64,0.46
0.16,0.23,1.00,-2.49,2.47,0.27
0.17,0.23,1.00,-2.67,2.47,0.24
0.16,0.23,1.00,-2.56,2.69,0.17
0.16,0.23,1.00,-2.49,2.49,0.11
0.17,0.23,0.99,-2.49,2.69,0.14
0.16,0.23,1.00,-2.53,2.70,0.12
0.16,0.23,0.99,-2.56,2.78,0.05
0.16,0.23,1.00,-2.56,2.49,-0.11
0.16,0.23,1.00,-2.61,2.93,-0.08
0.16,0.23,1.00,-2.61,2.96,-0.24
0.16,0.23,0.99,-2.70,2.93,-0.20
0.17,0.22,1.00,-2.64,3.18,-0.15
0.16,0.23,1.01,-2.49,3.15,-0.41
0.16,0.23,1.00,-2.43,3.28,-0.37
0.16,0.22,1.00,-2.46,3.25,-0.43
0.16,0.23,1.00,-2.46,3.24,-0.43
0.16,0.23,1.00,-2.49,3.08,-0.61
0.16,0.22,1.00,-2.50,3.15,-0.38
0.16,0.24,1.00,-2.26,3.10,-0.47
0.17,0.23,1.01,-2.32,3.25,-0.52
0.17,0.23,1.00,-2.47,2.93,-0.58
0.16,0.23,1.00,-2.40,3.13,-0.67
0.16,0.22,1.00,-2.23,3.16,-0.58
0.16,0.23,1.00,-2.14,3.27,-0.43
0.17,0.23,1.00,-2.18,3.21,-0.56
0.16,0.23,1.00,-1.95,3.07,-0.61
0.17,0.24,1.01,-2.21,3.10,-0.72
0.17,0.23,1.00,-2.02,3.08,-0.43
0.17,0.24,1.01,-2.17,2.89,-0.84
