acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.12,0.23,1.00,-2.18,2.20,-0.03
0.12,0.24,1.00,-2.34,2.21,-0.11
0.13,0.23,1.00,-2.11,2.09,-0.17
0.11,0.24,1.00,-2.41,2.20,-0.05
0.12,0.24,1.00,-2.15,2.05,-0.08
0.12,0.23,1.01,-2.24,2.18,0.08
0.12,0.24,1.00,-2.05,2.35,0.05
0.12,0.24,0.99,-2.15,2.29,0.20
0.12,0.23,1.00,-2.17,2.26,0.26
0.12,0.24,1.00,-2.24,2.35,0.31
0.12,0.23,1.00,-2.20,2.38,0.18
0.12,0.24,1.00,-2.15,2.37,0.21
0.12,0.23,1.00,-2.31,2.20,0.24
0.12,0.24,1.00,-2.41,2.35,0.12
0.12,0.24,1.00,-2.41,2.18,0.18
0.11,0.23,1.00,-2.64,2.05,-0.03
0.12,0.24,1.00,-2.32,2.24,0.15
0.12,0.24,1.00,-2.38,2.21,0.02
0.12,0.24,1.00,-2.50,2.49,-0.20
0.12,0.24,1.01,-2.63,2.27,-0.32
0.12,0.24,0.99,-2.41,2.37,-0.20
0.12,0.23,1.00,-2.63,2.38,-0.18
0.13,0.24,1.00,-2.66,2.41,-0.40
0.12,0.23,1.01,-2.58,2.32,-0.15
0.12,0.23,1.00,-2.60,2.55,-0.34
0.12,0.23,1.01,-2.44,2.24,-0.50
0.13,0.24,1.00,-2.37,2.58,-0.17
0.13,0.23,1.00,-2.58,2.56,-0.73
0.12,0.23,1.01,-2.46,2.73,-0.41
0.12,0.23,1.00,-2.34,2.73,-0.49
0.12,0.24,1.00,-2.44,2.61,-0.69
0.12,0.24,1.00,-2.43,2.78,-0.50
0.12,0.23,1.00,-2.64,2.89,-0.50
0.12,0.23,1.00,-2.40,2.73,-0.63
0.13,0.24,1.00,-2.43,2.69,-0.56
0.12,0.23,1.01,-2.38,2.60,-0.70
0.12,0.24,1.01,-2.26,2.53,-0.72
0.13,0.24,1.01,-2.41,2.40,-0.70
0.13,0.24,1.01,-2.37,2.52,-0.81
0.12,0.24,1.00,-2.35,2.21,-0.76
0.12,0.24,1.01,-2.29,2.21,-0.95
0.12,0.24,1.00,-2.61,1.97,-1.04
0.12,0.24,1.00,-2.63,1.91,-1.02
0.12,0.23,1.01,-2.70,1.82,-1.33
0.13,0.23,1.00,-2.43,1.92,-1.31
0.13,0.23,1.00,-2.41,1.83,-1.62
0.12,0.24,1.01,-2.49,1.95,-1.40
0.13,0.24,1.00,-2.31,1.95,-1.37
0.13,0.23,1.00,-2.40,2.44,-0.85
0.14,0.23,1.01,-2.27,2.61,-0.47
0.12,0.23,1.01,-2.41,2.79,-0.23
0.12,0.25,1.00,-2.41,2.90,0.26
0.12,0.23,1.00,-2.56,2.96,0.67
0.11,0.23,1.00,-2.41,3.37,0.81
0.12,0.24,1.01,-2.35,2.93,0.69
0.12,0.23,0.99,-2.26,2.93,0.58
0.12,0.23,1.01,-2.23,2.44,0.24
0.12,0.24,1.00,-2.23,2.21,-0.12
0.12,0.24,1.01,-2.21,2.05,-0.58
0.12,0.23,1.00,-2.15,1.97,-0.69
0.11,0.23,1.01,-2.17,1.92,-0.73
0.11,0.23,1.01,-2.12,1.88,-0.61
0.12,0.23,1.00,-2.41,2.32,-0.37
0.11,0.23,1.00,-2.37,2.60,-0.09
0.11,0.24,1.00,-2.37,2.89,-0.32
0.12,0.24,1.00,-2.47,3.18,-0.92
0.11,0.24,1.01,-2.56,3.47,-0.87
0.12,0.24,1.01,-2.58,3.24,-1.30
0.12,0.24,1.00,-2.41,3.19,-1.76
0.13,0.24,1.00,-2.55,3.01,-2.09
0.13,0.23,1.01,-2.63,2.92,-2.43
0.13,0.23,1.00,-2.40,2.61,-2.20
0.13,0.24,1.00,-2.49,2.53,-2.20
0.14,0.23,1.01,-2.41,2.72,-1.82
0.14,0.24,1.00,-2.24,2.93,-1.59
0.14,0.24,1.00,-2.05,3.27,-1.15
0.14,0.23,1.00,-1.76,3.47,-0.64
0.13,0.23,1.01,-1.48,3.45,-0.44
0.13,0.23,1.00,-1.21,3.73,0.03
0.13,0.23,1.00,-1.05,3.48,0.05
0.12,0.23,0.99,-1.16,3.15,-0.18
0.12,0.23,1.00,-1.25,3.04,-0.40
0.12,0.23,1.00,-1.33,2.75,-0.70
0.11,0.22,1.00,-1.47,2.75,-0.96
0.12,0.24,1.01,-1.48,2.49,-1.25
0.11,0.24,1.00,-1.56,2.53,-1.36
0.12,0.23,1.01,-1.48,2.66,-1.57
0.11,0.24,1.01,-1.59,2.90,-1.27
0.12,0.24,1.01,-1.92,2.90,-1.33
0.12,0.24,1.00,-1.89,3.10,-1.01
0.12,0.24,1.01,-2.06,3.04,-0.87
0.12,0.24,1.00,-2.18,2.95,-0.56
0.12,0.24,1.02,-2.09,3.04,-0.32
0.12,0.24,1.01,-2.31,2.73,-0.27
0.12,0.24,1.01,-2.08,2.41,-0.09
0.12,0.24,1.01,-2.11,2.41,0.05
0.12,0.24,1.01,-1.89,2.40,-0.23
0.12,0.24,1.00,-1.74,2.14,-0.34
0.12,0.24,1.00,-1.56,2.18,-0.47
0.11,0.24,1.00,-1.59,1.82,-0.27
0.12,0.24,0.99,-1.53,2.24,-0.17
0.12,0.23,1.00,-1.73,2.03,-0.14
0.13,0.24,1.01,-1.68,1.98,-0.15
0.12,0.24,1.00,-1.73,2.21,-0.18
0.13,0.24,1.01,-1.88,2.14,0.09
0.13,0.24,0.99,-1.88,2.26,0.00
0.12,0.24,0.99,-1.77,2.61,0.20
0.13,0.24,1.00,-2.06,2.43,0.00
0.12,0.23,1.00,-2.20,2.82,0.17
0.13,0.24,1.00,-1.92,2.84,-0.03
0.13,0.24,1.00,-1.80,2.82,0.14
0.13,0.23,1.00,-1.86,2.92,-0.15
0.13,0.23,1.01,-1.95,2.66,-0.18
0.13,0.23,1.01,-1.71,2.52,-0.56
0.13,0.23,1.01,-1.85,2.60,-0.52
0.13,0.24,1.01,-1.86,2.26,-0.75
0.13,0.24,1.00,-1.68,2.41,-0.82
0.12,0.23,1.00,-1.95,2.02,-0.92
0.13,0.23,1.00,-1.83,2.24,-0.85
0.12,0.23,1.00,-1.83,2.05,-0.90
0.12,0.23,1.00,-1.73,1.82,-0.93
0.12,0.23,1.00,-1.56,2.35,-0.90
0.12,0.23,1.01,-1.77,2.20,-0.82
0.12,0.24,0.99,-1.73,2.11,-0.75
0.12,0.23,1.00,-1.71,2.44,-0.93
0.12,0.23,1.00,-2.00,2.47,-0.96
0.12,0.23,1.00,-2.21,2.47,-0.69
0.12,0.24,1.00,-2.29,3.05,-0.95
0.13,0.23,1.01,-2.34,2.98,-0.64
0.13,0.23,1.01,-2.23,3.02,-0.55
0.12,0.24,1.01,-2.17,3.42,-0.61
0.13,0.24,1.00,-1.88,3.16,-0.34
0.13,0.24,1.00,-1.74,3.25,-0.15
0.13,0.24,1.00,-1.56,2.99,-0.26
0.13,0.24,1.00,-1.54,3.08,-0.27
0.13,0.23,1.01,-1.40,3.10,0.23
0.13,0.23,1.00,-1.33,3.31,0.09
0.11,0.24,1.00,-1.50,3.11,0.14
0.12,0.23,1.00,-1.54,2.99,0.47
0.12,0.24,1.01,-1.73,2.85,0.46
0.11,0.25,1.01,-1.95,3.30,0.32
0.12,0.24,1.00,-1.85,3.25,0.23
