acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.14,0.31,0.96,0.85,3.54,0.64
0.14,0.30,0.97,0.60,4.09,1.05
0.13,0.30,0.97,0.64,4.60,1.10
0.13,0.31,0.97,0.44,4.60,1.33
0.12,0.30,0.98,0.29,4.70,1.31
0.12,0.31,0.98,-0.56,3.94,0.56
0.12,0.29,0.98,-0.92,3.16,-0.20
0.12,0.30,0.98,-1.63,2.75,-0.78
0.12,0.29,0.98,-2.50,2.60,-1.36
0.13,0.30,0.98,-2.93,2.14,-1.63
0.13,0.29,0.98,-3.50,2.55,-1.97
0.13,0.29,0.97,-3.60,2.43,-1.98
0.12,0.30,0.97,-4.21,3.24,-1.57
0.13,0.30,0.97,-4.34,3.54,-1.33
0.12,0.30,0.97,-4.24,4.17,-0.87
0.13,0.31,0.97,-4.26,4.81,-0.46
0.12,0.30,0.98,-4.06,5.15,-0.29
0.12,0.31,0.98,-4.00,5.11,-0.34
0.12,0.31,0.97,-3.94,4.90,-0.64
0.13,0.31,0.98,-3.85,5.19,-0.24
0.12,0.31,0.97,-3.68,5.10,-0.64
0.12,0.31,0.97,-3.62,4.89,-0.55
0.12,0.32,0.97,-3.48,4.60,-0.87
0.12,0.32,0.98,-3.34,4.76,-0.82
0.12,0.31,0.98,-3.07,4.84,-0.75
0.12,0.31,0.98,-2.98,4.85,-0.81
0.12,0.31,0.98,-3.36,5.04,-0.52
0.13,0.31,0.99,-4.06,4.90,-0.76
0.13,0.32,0.98,-4.50,5.04,-0.50
0.12,0.31,0.99,-5.30,4.96,-0.18
0.13,0.31,0.99,-5.77,4.75,0.06
0.13,0.30,0.98,-6.41,4.27,0.24
0.13,0.31,1.00,-7.21,4.41,0.43
0.13,0.31,0.99,-8.44,4.53,0.09
0.13,0.30,1.00,-9.65,4.06,0.64
0.12,0.31,1.00,-10.40,3.77,1.05
0.13,0.31,0.99,-11.19,3.79,1.08
0.12,0.32,0.99,-11.44,3.44,0.96
0.12,0.32,1.00,-12.02,3.65,0.73
0.12,0.32,1.00,-12.50,3.40,0.12
0.12,0.31,0.99,-13.30,2.93,0.08
0.13,0.31,0.99,-14.12,3.44,-0.15
0.12,0.31,0.99,-14.21,3.02,-0.26
0.13,0.30,0.99,-14.56,2.81,-0.38
0.13,0.31,0.99,-14.90,2.61,-0.49
0.13,0.31,0.99,-15.21,2.58,-0.47
0.14,0.31,0.99,-15.47,2.03,-0.06
0.13,0.31,1.00,-15.48,1.63,0.03
0.13,0.30,0.99,-16.12,1.51,-0.12
0.13,0.30,0.99,-16.24,1.48,0.14
0.13,0.29,0.98,-16.52,1.44,0.37
0.13,0.29,0.98,-16.66,1.77,0.66
0.12,0.28,0.99,-17.18,1.21,0.73
0.12,0.29,1.00,-17.54,1.28,0.95
0.13,0.29,1.00,-18.34,1.21,1.39
0.12,0.29,1.00,-18.37,1.66,1.36
0.12,0.29,0.99,-18.69,1.62,1.37
0.12,0.30,0.99,-18.38,2.21,1.13
0.11,0.29,0.99,-18.47,2.24,0.76
0.11,0.29,0.98,-17.89,2.66,0.56
0.12,0.29,0.99,-17.21,2.52,-0.12
0.12,0.29,0.99,-16.66,2.38,-0.72
0.13,0.29,0.99,-17.24,2.37,-0.99
0.12,0.28,0.99,-16.76,1.79,-0.58
0.13,0.28,0.98,-17.18,1.83,-0.41
0.14,0.28,0.99,-17.15,2.15,0.09
0.14,0.28,0.99,-16.41,2.55,-0.09
0.12,0.29,1.00,-17.27,1.77,-0.44
0.14,0.28,0.98,-16.44,2.63,0.35
0.14,0.28,1.00,-16.43,2.76,0.50
0.13,0.28,0.99,-16.61,3.05,0.92
0.14,0.26,0.98,-15.98,3.76,1.02
0.13,0.27,0.98,-15.65,4.49,1.47
0.12,0.27,0.98,-15.04,4.93,1.15
0.12,0.27,0.99,-15.11,4.98,0.66
0.13,0.27,0.98,-14.99,5.24,0.24
0.13,0.26,0.98,-15.01,5.63,-0.14
0.13,0.25,0.98,-15.28,5.22,-0.63
0.12,0.25,0.98,-14.98,5.45,-0.56
0.12,0.26,0.98,-14.95,5.59,-0.41
0.12,0.26,0.98,-14.70,5.57,-0.56
0.12,0.27,0.98,-15.19,5.73,-0.76
0.12,0.28,0.98,-15.04,6.21,-0.93
0.12,0.27,0.99,-15.30,6.70,-1.07
0.12,0.26,0.98,-15.48,7.22,-1.05
0.12,0.26,0.99,-15.68,8.12,-0.90
0.12,0.26,0.97,-15.68,9.10,-0.63
0.12,0.26,0.98,-16.53,9.08,-0.89
0.12,0.26,0.98,-15.77,9.28,-1.13
0.12,0.27,1.00,-15.56,9.10,-1.13
0.12,0.28,0.99,-15.80,9.27,-1.60
0.11,0.26,0.99,-16.29,9.51,-1.44
0.13,0.26,0.97,-16.90,10.26,-1.69
0.12,0.26,0.98,-16.64,10.53,-1.31
0.11,0.26,0.99,-16.93,9.69,-0.72
0.11,0.26,1.01,-16.92,9.47,-0.32
0.11,0.27,1.00,-16.55,10.17,-0.17
0.11,0.27,1.01,-16.75,10.05,-0.05
0.12,0.27,1.00,-16.49,10.64,-0.31
0.11,0.25,0.99,-16.35,10.92,-0.08
0.11,0.25,1.00,-16.12,11.34,-0.61
0.11,0.26,0.99,-16.58,11.69,-0.78
0.10,0.26,1.00,-16.53,12.00,-0.66
0.11,0.25,1.00,-17.02,12.34,-0.76
0.11,0.25,0.99,-17.08,12.92,-0.95
0.11,0.26,1.00,-16.87,12.47,-0.92
0.11,0.26,0.99,-16.78,12.72,-0.72
0.11,0.25,1.00,-17.01,12.85,-0.75
0.11,0.25,1.00,-16.56,12.90,-0.38
0.11,0.25,0.99,-16.61,12.92,0.05
0.11,0.25,0.99,-16.40,12.99,0.31
0.11,0.25,1.00,-16.12,12.96,0.40
0.12,0.25,0.99,-15.97,13.45,0.02
0.12,0.26,1.00,-15.28,13.59,-0.52
0.11,0.25,1.00,-14.38,12.67,-0.08
0.10,0.24,1.00,-14.06,12.34,0.64
0.09,0.25,1.01,-14.40,12.09,-0.11
0.10,0.23,1.01,-14.00,11.73,-0.27
0.10,0.24,1.01,-15.33,11.76,-1.13
0.10,0.24,1.01,-15.65,11.80,-2.02
0.10,0.24,1.02,-15.98,11.89,-1.88
0.11,0.25,1.01,-16.06,11.54,-1.16
0.11,0.25,1.01,-15.88,11.86,-0.52
