acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.11,0.26,1.00,-2.27,3.10,-0.23
0.12,0.25,1.00,-2.52,2.84,-0.37
0.11,0.25,1.00,-2.38,2.89,-0.11
0.12,0.25,1.00,-2.08,3.02,-0.14
0.12,0.25,1.00,-1.97,3.18,-0.31
0.11,0.25,1.00,-2.06,3.50,-0.44
0.13,0.24,1.00,-1.97,3.24,-0.14
0.12,0.25,1.01,-1.89,3.39,0.06
0.12,0.25,0.99,-1.89,3.54,0.35
0.12,0.24,1.00,-2.17,3.80,0.79
0.12,0.25,0.99,-2.02,3.56,1.18
0.11,0.25,1.00,-1.73,4.29,1.54
0.10,0.25,0.99,-1.66,4.06,1.74
0.10,0.26,1.00,-1.86,4.17,1.34
0.11,0.26,0.99,-1.80,3.98,0.92
0.10,0.26,1.00,-1.80,3.69,0.53
0.10,0.26,1.00,-1.69,3.57,-0.12
0.10,0.25,1.00,-1.77,2.99,-0.67
0.11,0.26,1.00,-1.45,2.52,-0.95
0.11,0.25,1.00,-1.48,2.66,-1.37
0.11,0.24,1.01,-1.60,2.56,-1.25
0.11,0.25,1.00,-1.25,2.69,-1.40
0.10,0.24,1.01,-1.34,2.64,-1.04
0.11,0.24,1.01,-1.42,2.87,-0.58
0.11,0.25,1.01,-1.74,3.36,-0.73
0.11,0.25,1.01,-1.95,3.45,-0.35
0.11,0.24,1.01,-2.29,3.57,-0.73
0.11,0.24,1.01,-2.11,3.83,-0.43
0.12,0.24,1.00,-1.88,4.20,-0.64
0.11,0.25,1.00,-2.00,3.94,-0.76
0.12,0.25,1.00,-1.85,4.15,-0.87
0.12,0.24,1.01,-1.56,4.06,-0.72
0.12,0.25,1.01,-1.44,4.02,-0.49
0.12,0.25,1.00,-1.42,3.91,0.03
0.12,0.25,1.01,-1.01,4.12,0.18
0.12,0.25,1.01,-1.05,3.95,0.11
0.12,0.25,1.01,-1.02,3.97,0.38
0.12,0.24,1.00,-0.81,4.14,0.63
0.12,0.25,1.00,-0.87,4.12,0.81
0.11,0.25,1.00,-0.69,3.94,0.75
0.11,0.25,1.01,-0.81,3.85,0.72
0.11,0.25,1.01,-0.79,3.79,0.55
0.11,0.25,1.01,-0.87,3.54,0.23
0.11,0.25,1.00,-1.18,3.54,0.17
0.11,0.25,0.99,-1.05,3.39,0.20
0.11,0.25,1.00,-1.13,3.39,-0.02
0.11,0.25,1.00,-1.37,3.16,0.05
0.11,0.26,1.00,-1.56,3.24,-0.05
0.11,0.26,1.01,-1.48,3.13,-0.08
0.11,0.26,1.00,-1.65,3.16,-0.17
0.11,0.25,0.99,-1.54,2.85,-0.09
0.11,0.25,1.01,-1.56,2.92,-0.03
0.11,0.26,1.00,-1.47,2.75,-0.05
0.11,0.26,1.00,-1.45,2.79,-0.35
0.12,0.26,1.00,-1.30,2.56,-0.24
0.11,0.26,1.00,-1.22,2.53,-0.58
0.11,0.25,1.00,-1.39,2.29,-0.32
0.12,0.25,1.00,-1.31,2.37,-0.52
0.12,0.25,1.00,-1.11,2.18,-0.35
0.11,0.25,1.00,-1.11,2.20,-0.35
0.12,0.26,1.00,-1.02,2.32,-0.35
0.12,0.26,1.00,-0.95,2.43,-0.41
0.12,0.25,1.00,-0.85,2.26,-0.44
0.12,0.25,1.00,-0.89,2.27,-0.31
0.12,0.25,1.00,-0.93,2.11,-0.49
0.12,0.25,1.00,-0.84,2.29,-0.52
0.11,0.25,1.00,-0.96,2.03,-0.56
0.12,0.26,1.01,-0.90,2.15,-0.79
0.11,0.26,1.00,-0.92,2.21,-0.90
0.11,0.25,1.00,-0.78,2.09,-1.11
0.12,0.26,1.00,-0.85,2.23,-1.13
0.11,0.25,1.00,-0.70,2.15,-1.28
0.12,0.25,1.02,-0.64,2.06,-1.21
0.11,0.25,1.00,-0.67,1.91,-1.27
0.12,0.26,1.01,-0.55,1.92,-1.42
0.11,0.25,1.01,-0.79,1.85,-1.22
0.11,0.25,1.00,-0.95,1.83,-1.37
0.11,0.25,1.01,-1.16,1.73,-1.13
0.11,0.25,1.00,-1.18,1.94,-1.01
0.11,0.25,1.00,-1.53,2.12,-0.98
0.11,0.25,1.00,-1.66,2.41,-0.93
0.12,0.25,1.00,-1.86,2.78,-0.87
0.11,0.26,1.00,-1.69,2.92,-0.60
0.11,0.26,1.00,-1.77,3.13,-0.46
0.12,0.25,1.00,-1.40,3.05,-0.29
0.11,0.26,1.00,-1.31,3.07,-0.18
0.11,0.25,1.01,-0.99,2.79,-0.32
0.12,0.25,1.00,-0.79,2.98,-0.32
0.11,0.25,1.00,-0.67,2.49,-0.08
0.12,0.24,1.00,-0.34,2.49,-0.23
0.10,0.25,1.00,-0.24,2.58,0.12
0.11,0.26,1.00,-0.35,2.58,0.43
0.10,0.25,1.00,-0.37,2.82,0.63
0.10,0.25,1.00,-0.75,3.10,0.85
0.11,0.25,1.00,-1.24,3.54,0.67
0.11,0.26,1.01,-1.50,4.11,0.18
0.11,0.26,1.01,-1.85,4.38,-0.09
0.11,0.26,1.00,-1.94,4.49,-0.32
0.11,0.25,1.00,-1.83,4.76,-0.72
0.12,0.26,1.00,-1.83,4.49,-0.64
0.11,0.26,0.99,-1.88,4.47,-0.75
0.11,0.26,1.01,-1.94,4.32,-0.78
0.12,0.26,1.00,-1.76,4.02,-0.76
0.12,0.27,1.00,-1.71,3.98,-0.52
0.12,0.27,1.00,-1.25,3.62,-0.31
0.12,0.26,0.99,-0.93,3.42,-0.17
0.12,0.26,1.00,-0.64,3.62,0.09
0.11,0.25,1.00,-0.23,3.59,-0.06
0.12,0.26,1.00,-0.02,3.36,-0.06
0.11,0.26,1.00,-0.11,3.48,-0.26
0.11,0.25,1.00,-0.15,3.53,-0.49
0.11,0.25,0.99,-0.29,3.28,-0.90
0.11,0.25,1.00,-0.20,3.28,-1.02
0.11,0.25,1.00,-0.63,3.36,-1.13
0.11,0.25,1.00,-0.78,3.47,-1.63
0.10,0.26,1.00,-1.07,3.62,-1.51
