acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.16,0.22,1.00,-2.81,2.34,-0.05
0.17,0.21,1.00,-2.67,2.35,-0.11
0.17,0.23,1.00,-2.69,2.40,0.03
0.17,0.22,1.00,-2.76,2.52,-0.23
0.17,0.22,1.01,-2.79,2.47,-0.17
0.17,0.22,1.01,-2.72,2.37,-0.12
0.17,0.23,1.00,-2.66,2.34,-0.27
0.17,0.23,1.00,-2.73,2.41,0.00
0.17,0.22,1.00,-2.58,2.26,-0.09
0.16,0.22,1.00,-2.56,2.26,-0.09
0.16,0.22,1.00,-2.47,2.26,-0.20
0.17,0.22,1.00,-2.27,2.32,-0.18
0.17,0.22,1.01,-2.41,2.17,-0.26
0.17,0.22,0.99,-2.27,2.29,-0.56
0.17,0.23,1.00,-2.31,2.24,-0.41
0.17,0.22,1.00,-2.49,2.03,-0.53
0.17,0.22,1.00,-2.61,2.27,-0.55
0.16,0.22,1.00,-2.44,2.23,-0.47
0.17,0.22,1.00,-2.66,2.46,-0.75
0.17,0.22,1.00,-2.70,2.44,-1.04
0.16,0.21,1.00,-2.87,2.31,-1.11
0.17,0.22,1.01,-2.58,2.53,-0.87
0.17,0.21,1.00,-2.38,2.20,-0.92
0.17,0.22,1.00,-2.38,2.40,-1.11
0.17,0.23,1.00,-2.44,2.40,-0.93
0.17,0.22,1.00,-2.32,2.31,-1.05
0.17,0.22,1.01,-2.31,2.15,-0.96
0.17,0.23,1.00,-2.29,2.23,-0.76
0.17,0.22,1.01,-2.17,2.20,-0.90
0.17,0.22,1.00,-2.38,2.32,-0.96
0.17,0.22,1.00,-2.20,2.34,-0.98
0.17,0.22,1.00,-2.09,2.24,-1.01
0.16,0.23,1.00,-2.11,2.24,-1.07
0.17,0.22,1.00,-2.03,2.37,-1.07
0.17,0.22,1.00,-1.89,2.06,-0.95
0.17,0.23,1.00,-1.85,2.08,-1.02
0.17,0.23,1.01,-1.88,2.06,-0.78
0.17,0.22,1.01,-1.88,1.83,-1.02
0.16,0.22,1.01,-2.02,1.89,-0.95
0.16,0.22,1.01,-2.38,1.69,-1.13
0.16,0.23,1.01,-2.44,1.73,-1.27
0.16,0.22,1.00,-2.73,1.68,-1.15
0.16,0.22,1.00,-2.79,1.73,-1.33
0.17,0.22,1.01,-2.95,1.60,-1.34
0.17,0.22,0.99,-2.64,1.45,-1.65
0.18,0.22,0.99,-2.64,1.25,-1.37
0.17,0.23,1.00,-2.55,1.50,-1.40
0.18,0.22,1.00,-2.35,1.73,-0.99
0.18,0.23,1.00,-1.85,1.97,-0.66
0.17,0.22,1.00,-1.92,2.11,-0.61
0.17,0.23,0.99,-1.80,2.03,0.06
