acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.08,0.22,1.02,15.88,25.54,-2.73
0.07,0.21,1.02,15.85,25.65,-2.90
0.07,0.22,1.00,15.85,25.68,-3.07
0.06,0.22,1.00,15.88,25.85,-2.72
0.05,0.21,1.00,15.88,26.03,-2.50
0.06,0.21,1.02,15.95,25.68,-2.58
0.06,0.21,1.02,15.83,25.77,-2.98
0.07,0.22,1.02,15.79,25.51,-2.66
0.06,0.22,1.01,15.83,25.92,-2.89
0.06,0.22,1.01,15.86,25.59,-2.75
0.06,0.21,1.00,15.89,25.92,-2.73
0.06,0.22,1.01,15.69,25.62,-2.78
0.06,0.21,1.01,15.74,25.71,-2.64
0.06,0.21,1.02,15.85,25.79,-2.75
0.06,0.20,1.01,15.95,25.82,-2.73
0.06,0.21,1.01,15.89,25.74,-2.72
0.07,0.21,1.01,15.94,25.91,-2.93
0.06,0.21,1.01,15.85,25.95,-2.87
0.07,0.22,1.02,15.79,25.83,-2.70
0.07,0.21,1.01,15.68,25.47,-2.66
0.07,0.21,1.01,15.98,25.74,-2.93
0.07,0.21,1.00,16.00,25.74,-2.63
0.07,0.21,1.02,15.85,25.79,-2.82
0.08,0.21,1.01,15.88,25.56,-2.46
0.07,0.22,1.01,15.85,25.85,-2.79
0.08,0.22,1.02,15.85,25.62,-2.66
0.07,0.22,1.01,15.79,25.68,-2.73
0.07,0.21,1.01,15.94,25.82,-2.81
0.07,0.21,1.01,15.91,25.66,-2.98
0.06,0.22,1.01,16.06,26.11,-2.95
0.06,0.21,1.00,15.97,25.74,-2.73
0.06,0.21,1.02,15.83,25.77,-2.61
0.06,0.21,1.02,15.76,25.86,-2.84
0.05,0.21,1.00,15.83,25.69,-2.55
0.05,0.21,1.00,15.86,25.79,-2.73
0.05,0.21,1.00,15.79,25.65,-2.69
0.05,0.21,1.01,15.68,25.83,-2.82
0.06,0.21,1.01,15.89,25.86,-2.70
0.06,0.21,1.02,15.69,26.00,-2.63
0.07,0.21,1.01,15.98,25.76,-2.78
0.06,0.21,1.00,15.85,25.60,-2.81
0.06,0.22,1.00,15.74,25.44,-2.75
0.06,0.21,1.01,15.89,25.62,-2.73
0.06,0.21,1.02,15.71,25.88,-2.78
0.06,0.22,1.01,15.77,25.95,-2.66
0.06,0.22,1.01,15.74,25.95,-2.78
0.06,0.22,1.01,15.80,25.65,-2.92
0.06,0.22,1.01,15.82,25.91,-2.75
0.07,0.22,1.01,15.97,25.85,-2.78
0.07,0.21,1.01,15.74,25.71,-2.98
0.07,0.21,1.02,15.77,25.76,-2.79
0.08,0.21,1.00,15.92,25.71,-2.84
0.07,0.21,1.00,16.03,25.80,-2.95
0.07,0.22,1.00,15.63,25.71,-2.60
0.07,0.20,1.00,15.71,25.71,-2.73
0.07,0.21,1.01,16.03,25.92,-2.73
0.07,0.20,1.01,15.86,25.65,-2.58
0.08,0.21,1.02,15.85,25.83,-2.93
0.07,0.21,1.00,15.95,25.85,-2.76
0.08,0.22,1.00,15.65,25.85,-2.58
0.07,0.22,1.01,15.92,25.68,-2.55
0.07,0.22,1.01,15.77,25.83,-2.95
0.07,0.22,1.01,15.88,25.73,-2.76
0.07,0.22,1.02,15.85,25.74,-2.69
0.07,0.21,1.01,15.74,25.83,-2.78
0.07,0.22,1.02,15.88,25.86,-2.89
0.08,0.21,1.01,15.86,25.74,-2.66
0.07,0.22,1.00,15.86,25.83,-2.63
0.07,0.22,1.00,15.89,25.68,-2.90
0.07,0.21,1.01,15.98,25.57,-2.72
0.07,0.21,1.01,15.89,25.76,-2.90
0.07,0.22,1.01,15.88,25.77,-2.93
0.06,0.21,1.01,16.02,25.74,-2.81
0.06,0.21,1.01,15.92,25.65,-2.85
0.07,0.22,1.01,15.82,25.66,-2.89
0.07,0.22,1.01,15.89,25.89,-2.66
0.07,0.21,1.02,15.83,26.02,-2.96
0.07,0.22,1.00,15.86,25.69,-2.70
0.07,0.22,1.01,15.97,25.66,-2.79
0.06,0.22,1.01,15.97,25.83,-2.50
0.08,0.21,1.00,15.80,25.83,-2.81
0.06,0.21,1.01,15.77,25.63,-2.82
0.07,0.21,1.01,15.88,25.80,-2.52
0.05,0.20,1.02,15.92,25.71,-2.82
0.06,0.21,1.02,16.06,25.83,-2.75
0.06,0.21,1.02,15.77,25.73,-2.69
0.06,0.23,1.01,15.97,25.57,-2.76
0.06,0.22,1.01,15.73,25.76,-2.89
0.06,0.23,1.01,15.63,26.09,-2.66
0.06,0.21,1.00,15.83,25.63,-2.82
0.06,0.22,1.00,15.88,25.69,-2.69
0.07,0.22,1.00,15.82,25.95,-2.79
0.07,0.22,1.01,15.97,25.69,-2.67
0.07,0.22,1.01,15.98,25.80,-2.89
0.08,0.21,1.01,16.03,25.74,-2.75
0.08,0.22,1.01,15.68,25.77,-2.99
0.08,0.22,1.00,15.73,25.79,-3.01
0.08,0.22,1.00,15.82,25.76,-2.82
0.07,0.22,1.00,15.85,25.77,-2.76
0.08,0.22,1.01,15.95,25.74,-2.82
0.07,0.22,1.00,15.76,25.51,-2.70
0.07,0.22,1.01,15.95,25.71,-2.82
0.07,0.22,1.01,15.86,25.83,-2.55
0.07,0.21,1.00,15.69,25.62,-2.67
0.06,0.21,1.01,15.73,25.86,-2.72
0.07,0.21,1.01,15.74,25.60,-3.08
0.07,0.21,1.01,16.05,25.97,-2.82
0.06,0.21,1.01,15.69,25.89,-3.13
0.07,0.22,1.01,15.92,25.85,-2.76
0.07,0.22,1.01,15.83,25.77,-2.90
0.07,0.22,1.02,15.89,25.59,-2.76
0.07,0.22,1.00,15.85,25.83,-2.66
0.07,0.22,1.01,15.79,25.85,-2.76
0.06,0.22,1.01,15.91,25.85,-2.78
0.07,0.21,1.01,15.69,25.71,-2.89
0.07,0.21,1.00,15.97,25.62,-2.89
0.07,0.22,1.02,15.95,25.68,-2.82
0.07,0.21,1.01,15.88,25.85,-2.61
0.07,0.22,1.02,15.97,25.76,-2.75
0.06,0.21,1.01,15.79,25.63,-2.79
0.07,0.22,1.01,15.86,25.86,-2.79
0.06,0.21,1.01,15.95,25.83,-2.73
0.07,0.22,1.02,15.83,25.66,-2.75
0.07,0.21,1.00,15.86,25.66,-2.69
0.07,0.21,1.01,15.82,25.85,-2.84
0.07,0.21,1.01,15.98,25.65,-2.76
0.07,0.21,1.00,15.77,25.73,-2.87
0.07,0.23,1.01,15.92,25.92,-2.72
0.06,0.21,1.01,15.88,25.80,-2.72
0.06,0.21,1.01,15.73,25.86,-2.76
0.06,0.22,1.00,15.86,25.68,-2.84
0.07,0.21,1.00,15.74,25.86,-2.66
0.06,0.22,1.01,15.79,25.92,-2.66
0.06,0.21,1.01,15.79,25.80,-2.61
0.07,0.22,1.01,15.76,25.69,-2.89
0.07,0.22,1.01,15.80,25.65,-2.87
0.07,0.22,1.02,15.83,25.77,-2.63
0.07,0.22,1.01,15.85,25.77,-3.02
0.07,0.21,1.01,15.95,25.69,-2.60
0.06,0.21,1.00,15.80,25.59,-2.76
0.06,0.22,1.01,15.76,25.71,-2.67
0.07,0.22,1.01,16.03,25.91,-2.87
0.07,0.21,1.01,15.77,25.86,-2.87
0.07,0.22,1.00,15.68,25.57,-2.89
0.07,0.22,1.00,15.71,25.89,-3.01
0.06,0.22,1.01,15.95,25.71,-2.66
0.07,0.22,1.02,15.74,25.71,-2.89
0.07,0.21,1.02,15.91,25.83,-2.84
0.06,0.21,1.01,16.00,25.79,-2.82
0.07,0.21,1.01,15.95,25.62,-2.79
0.07,0.21,1.02,15.92,25.71,-2.99
0.07,0.22,1.01,15.80,25.68,-2.95
0.07,0.21,1.00,15.74,25.68,-2.85
0.06,0.21,1.00,15.91,25.76,-2.78
0.07,0.21,1.01,15.94,25.76,-2.60
0.06,0.21,1.00,15.79,25.82,-2.73
0.07,0.21,1.00,15.80,25.57,-2.93
0.07,0.21,1.00,15.82,25.63,-2.78
0.07,0.21,1.00,15.92,25.62,-2.64
0.07,0.21,1.00,15.85,25.79,-2.75
0.07,0.21,1.01,15.89,25.56,-2.72
0.07,0.22,1.01,15.59,26.12,-2.96
0.07,0.21,1.01,16.00,25.83,-2.96
0.07,0.21,1.01,15.76,26.02,-2.92
0.07,0.21,1.02,15.76,25.82,-2.96
0.07,0.21,1.02,15.65,25.66,-2.63
0.07,0.21,1.01,15.74,25.83,-2.58
0.07,0.21,1.00,15.86,25.54,-2.72
0.07,0.21,1.01,15.88,25.77,-2.72
0.07,0.22,1.01,15.92,25.54,-2.61
0.07,0.21,1.00,15.80,25.74,-2.79
0.07,0.21,1.00,16.03,25.79,-2.87
0.06,0.21,1.01,15.82,25.76,-2.92
0.07,0.21,1.00,15.85,25.95,-2.75
0.07,0.21,1.01,15.76,25.68,-2.73
0.07,0.21,1.00,15.91,26.00,-2.99
0.07,0.21,1.00,15.92,25.62,-2.44
0.07,0.21,1.01,15.94,25.79,-2.76
0.06,0.22,1.00,15.77,25.50,-2.69
0.06,0.21,1.00,16.05,25.82,-2.70
0.07,0.21,1.02,15.92,25.50,-2.66
0.08,0.20,1.03,16.00,25.80,-3.08
0.08,0.21,1.03,15.92,25.85,-2.70
0.08,0.21,1.02,15.83,25.62,-2.66
0.07,0.21,1.01,15.83,25.77,-2.70
0.07,0.21,1.00,15.71,25.66,-2.84
0.05,0.22,0.99,15.85,25.80,-2.70
0.05,0.21,0.99,15.77,25.36,-2.96
0.06,0.21,1.00,15.83,26.00,-2.78
0.06,0.21,1.01,16.08,25.82,-2.73
0.08,0.21,1.04,15.79,25.56,-2.58
0.08,0.21,1.03,15.69,25.79,-2.79
0.08,0.21,1.02,15.77,25.56,-2.61
0.08,0.21,1.02,15.95,26.00,-3.05
0.07,0.22,1.00,15.89,25.91,-2.84
0.07,0.21,1.00,15.91,25.62,-2.79
0.07,0.21,1.01,15.74,25.97,-3.04
0.07,0.22,1.02,15.79,25.79,-2.76
0.07,0.21,1.02,15.76,25.53,-2.47
0.07,0.21,1.01,16.09,25.76,-2.92
0.07,0.21,1.01,15.76,25.79,-2.82
0.07,0.21,1.01,15.77,26.00,-2.73
0.07,0.20,1.01,15.79,25.79,-2.92
0.07,0.21,1.01,15.89,25.85,-2.60
0.07,0.22,1.01,15.89,25.73,-2.87
0.07,0.22,1.01,15.91,25.98,-2.63
0.08,0.21,1.02,15.88,25.76,-2.82
0.08,0.21,1.01,15.86,25.77,-2.81
0.08,0.22,1.01,15.69,25.77,-2.63
0.07,0.21,1.01,15.89,25.59,-2.76
