acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.06,0.20,1.01,15.80,25.91,-3.16
0.06,0.20,1.01,16.05,26.23,-3.44
0.06,0.21,1.01,15.86,26.15,-3.24
0.06,0.20,1.01,15.86,26.02,-3.11
0.06,0.20,1.02,15.88,25.95,-3.50
0.06,0.21,1.03,15.85,26.27,-2.89
0.06,0.20,1.01,15.83,26.08,-3.31
0.06,0.21,1.02,15.92,25.98,-3.33
0.06,0.21,1.02,15.98,25.88,-3.21
0.06,0.22,1.01,15.85,25.88,-3.57
0.06,0.21,1.01,15.88,25.92,-3.42
0.05,0.21,1.01,15.82,26.03,-3.15
0.06,0.22,1.02,15.82,25.86,-3.25
0.05,0.22,1.02,15.83,26.26,-3.19
0.05,0.21,1.01,15.85,25.92,-3.50
0.05,0.21,1.01,15.86,26.06,-3.40
0.05,0.21,1.01,16.02,26.06,-2.99
0.06,0.20,1.01,15.91,26.02,-3.31
0.06,0.21,1.00,15.91,26.02,-3.40
0.07,0.21,1.00,15.82,26.08,-3.44
0.06,0.21,1.01,15.88,25.88,-3.05
0.07,0.21,1.01,15.85,26.12,-3.13
0.07,0.21,1.00,15.83,26.21,-3.16
0.06,0.21,1.01,15.91,25.65,-3.08
0.06,0.21,1.01,15.92,26.27,-3.36
0.06,0.21,1.00,15.92,25.69,-3.63
0.06,0.21,1.01,15.88,26.17,-3.31
0.06,0.21,1.01,15.94,25.94,-3.31
0.06,0.21,1.00,15.92,25.94,-3.04
0.06,0.20,1.00,15.98,25.89,-3.28
0.05,0.20,1.01,15.77,25.95,-3.24
0.05,0.20,1.00,15.91,25.76,-3.48
0.05,0.20,1.00,15.97,26.11,-3.33
0.05,0.20,1.01,15.95,26.05,-3.21
0.05,0.20,1.01,15.85,26.02,-3.69
0.04,0.21,1.01,15.79,26.06,-3.01
0.04,0.21,1.02,15.74,25.98,-3.51
0.05,0.21,1.02,15.77,26.08,-3.08
0.06,0.21,1.02,15.88,26.34,-3.22
0.06,0.22,1.02,15.94,25.97,-3.50
0.06,0.21,1.01,15.89,26.20,-2.90
0.06,0.22,1.00,15.74,26.06,-3.28
0.06,0.22,1.02,15.98,25.73,-3.31
0.07,0.22,1.01,15.77,25.89,-3.08
0.07,0.21,1.01,15.92,25.89,-3.11
0.08,0.21,1.01,15.89,25.94,-3.39
0.08,0.21,0.99,15.91,26.05,-3.05
0.08,0.21,1.00,15.89,26.06,-3.60
0.07,0.21,1.00,15.88,26.05,-3.18
0.08,0.21,1.01,15.88,25.88,-3.15
0.07,0.21,1.01,15.83,26.17,-3.54
0.07,0.20,1.00,15.69,26.27,-3.31
0.06,0.20,1.00,15.88,25.60,-3.50
0.06,0.20,1.01,15.97,26.46,-3.47
0.06,0.20,1.00,15.98,25.92,-2.98
0.05,0.21,1.01,15.80,26.20,-3.50
0.05,0.21,1.01,15.94,26.24,-3.65
0.05,0.20,1.01,15.76,26.17,-3.27
0.05,0.21,1.02,15.83,26.18,-3.73
0.05,0.21,1.01,15.85,25.74,-3.22
0.06,0.22,1.01,16.08,26.18,-3.19
0.06,0.22,1.01,15.80,25.97,-3.21
0.06,0.22,1.01,15.77,25.65,-3.56
0.06,0.22,1.02,15.74,25.77,-3.30
0.07,0.22,1.01,15.91,26.31,-3.34
0.06,0.22,1.01,15.82,26.41,-3.48
