acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.08,0.21,1.01,15.83,26.26,-3.71
0.07,0.20,1.02,15.85,25.94,-3.05
0.07,0.20,1.01,15.85,25.66,-3.89
0.08,0.20,1.01,15.86,26.50,-3.77
0.07,0.21,1.01,15.80,25.86,-4.05
0.07,0.21,1.01,15.71,26.26,-3.85
0.08,0.21,1.02,15.83,25.77,-3.37
0.07,0.21,1.02,15.85,25.95,-3.54
0.07,0.21,1.01,15.82,25.98,-3.80
0.08,0.20,1.01,15.82,26.87,-3.28
0.08,0.21,1.01,15.89,25.59,-3.79
0.08,0.21,1.01,15.82,26.61,-3.83
0.08,0.20,1.01,15.94,25.77,-3.65
0.08,0.21,1.01,15.80,26.64,-3.05
0.08,0.20,1.02,15.92,26.20,-3.63
0.08,0.20,1.01,15.82,26.18,-2.93
0.07,0.20,1.01,15.88,26.21,-3.76
0.08,0.21,1.02,15.94,26.08,-4.41
0.08,0.21,1.01,15.85,25.88,-4.15
0.07,0.21,1.00,15.89,26.32,-3.56
0.07,0.20,1.02,16.06,25.86,-3.30
0.07,0.21,1.01,15.94,26.35,-3.85
0.08,0.21,1.01,15.77,26.55,-4.02
0.07,0.20,1.01,15.79,26.23,-3.42
0.07,0.21,1.01,15.80,26.14,-3.71
0.08,0.21,1.01,15.94,26.29,-4.18
0.08,0.21,1.01,15.82,26.06,-3.54
0.08,0.20,1.01,15.79,25.98,-3.88
0.08,0.21,1.02,15.92,26.21,-4.21
0.07,0.20,1.00,15.60,26.18,-3.76
0.08,0.20,1.01,15.86,26.47,-3.07
0.08,0.21,1.00,15.91,25.83,-3.76
0.07,0.20,1.02,15.91,26.73,-3.97
0.08,0.21,1.01,15.80,25.95,-3.74
0.07,0.19,1.02,15.82,26.60,-3.83
0.07,0.19,1.01,15.71,26.35,-4.34
0.08,0.21,1.01,15.82,26.21,-3.89
0.08,0.20,1.01,15.71,26.79,-3.79
0.08,0.20,1.01,15.79,26.08,-3.94
0.07,0.20,1.02,16.05,26.32,-3.30
0.07,0.19,1.01,15.85,25.65,-4.20
0.08,0.20,1.01,15.77,26.14,-3.76
0.07,0.21,1.00,15.86,25.68,-3.66
0.07,0.20,1.01,15.88,26.12,-3.37
0.07,0.20,1.01,15.74,26.72,-3.34
0.08,0.20,1.01,15.83,26.52,-3.63
0.08,0.19,1.01,15.82,25.98,-4.17
0.08,0.20,1.00,15.77,26.08,-3.71
0.08,0.20,1.01,15.91,26.09,-3.13
0.08,0.20,1.01,15.91,25.89,-3.62
0.08,0.20,1.00,15.85,25.88,-3.59
0.07,0.20,1.01,15.80,26.26,-4.03
0.08,0.20,1.01,15.95,26.18,-3.89
0.08,0.20,1.01,15.77,26.00,-4.09
0.08,0.20,1.01,15.66,26.27,-2.99
0.08,0.20,1.01,15.88,26.29,-3.45
0.08,0.20,1.01,15.89,25.77,-3.71
0.07,0.20,1.01,15.82,26.52,-3.79
0.08,0.19,1.01,15.85,26.43,-3.69
0.08,0.20,1.01,15.86,26.17,-4.08
0.08,0.20,1.01,15.94,26.34,-3.30
0.08,0.20,1.01,15.86,25.92,-3.88
0.08,0.20,1.02,16.09,26.52,-4.29
0.07,0.20,1.01,15.92,25.98,-3.98
0.07,0.20,1.01,15.83,26.15,-3.94
0.07,0.20,1.01,15.97,26.47,-4.03
0.08,0.20,1.01,15.83,26.21,-3.83
0.08,0.20,1.01,15.85,26.93,-4.05
0.08,0.20,1.02,15.88,26.67,-3.53
0.07,0.19,1.02,16.06,26.52,-3.94
0.08,0.20,1.02,15.74,26.15,-3.69
0.08,0.20,1.01,15.76,26.29,-3.82
0.08,0.19,1.01,16.00,25.57,-3.39
0.08,0.20,1.01,15.82,26.49,-3.92
0.07,0.20,1.01,15.79,26.60,-3.54
0.08,0.20,1.02,15.77,25.65,-4.52
0.08,0.20,1.01,15.82,26.56,-3.92
0.08,0.20,1.01,15.79,25.34,-3.79
0.09,0.20,1.02,15.77,26.46,-4.02
0.08,0.20,1.02,15.82,25.94,-3.44
0.08,0.20,1.01,15.82,26.69,-3.80
0.08,0.20,1.02,15.82,26.24,-3.42
0.07,0.20,1.03,15.74,26.63,-4.26
0.07,0.20,1.01,15.79,26.05,-3.73
0.07,0.20,1.02,15.98,25.66,-3.77
0.08,0.20,1.02,16.27,26.72,-3.33
0.08,0.19,1.02,15.71,26.18,-4.11
0.09,0.20,1.01,15.79,25.74,-3.74
0.09,0.20,1.01,16.06,26.34,-3.79
0.09,0.20,1.01,15.69,26.24,-3.68
0.08,0.20,1.02,15.89,26.44,-3.36
0.09,0.20,1.01,15.82,25.91,-3.11
0.09,0.20,1.01,15.92,26.17,-3.85
0.08,0.21,1.02,15.79,26.23,-3.59
0.09,0.20,1.01,15.88,26.20,-3.60
0.07,0.20,1.01,15.86,26.56,-3.62
0.08,0.20,1.01,15.85,26.18,-4.02
0.08,0.20,1.01,15.92,26.27,-3.63
0.08,0.20,1.00,15.79,26.47,-3.74
0.08,0.20,1.00,15.88,26.14,-3.60
0.09,0.20,1.01,15.95,26.63,-3.59
0.08,0.19,1.01,15.83,26.27,-3.59
0.08,0.20,1.01,15.80,26.32,-3.34
0.07,0.20,1.02,15.91,25.88,-3.42
0.08,0.19,1.00,15.91,26.63,-4.32
0.07,0.21,1.01,15.83,26.20,-4.03
0.07,0.20,1.01,15.91,26.38,-3.86
0.07,0.20,1.01,15.77,26.09,-3.34
0.07,0.21,1.02,15.92,26.44,-3.82
0.08,0.20,1.02,16.05,25.66,-3.62
0.08,0.20,1.02,15.86,26.60,-3.85
0.08,0.20,1.02,16.05,26.73,-3.91
0.09,0.20,1.01,16.00,26.40,-3.79
0.09,0.20,1.00,15.71,26.11,-3.39
0.09,0.20,1.01,15.80,26.34,-3.97
0.09,0.20,1.01,15.92,26.52,-3.40
0.10,0.20,1.01,15.77,26.31,-3.73
0.10,0.19,1.01,15.86,26.41,-3.73
0.10,0.20,1.01,15.73,25.57,-4.27
0.09,0.20,1.01,15.77,26.72,-4.15
0.09,0.20,1.01,15.80,26.02,-4.08
0.08,0.19,1.01,15.88,26.12,-3.65
0.09,0.19,1.01,15.95,26.84,-3.54
0.08,0.19,1.01,15.89,25.80,-3.62
0.08,0.19,1.01,15.77,26.50,-3.57
0.07,0.20,1.01,15.79,26.35,-3.22
0.08,0.19,1.02,15.85,26.34,-3.65
0.08,0.19,1.02,15.80,26.24,-3.94
0.07,0.20,1.02,15.95,25.50,-4.27
0.08,0.20,1.02,15.79,26.44,-3.76
0.08,0.20,1.01,15.76,25.45,-3.71
0.07,0.20,1.02,15.91,26.50,-3.91
0.08,0.20,1.02,15.73,26.81,-3.24
0.08,0.20,1.01,15.77,26.35,-3.98
0.08,0.20,1.01,16.15,26.27,-4.27
0.08,0.20,1.02,15.80,26.11,-3.79
0.08,0.20,1.01,15.97,26.24,-4.03
0.09,0.20,1.01,15.89,26.72,-3.25
0.08,0.20,1.01,15.91,26.27,-3.97
0.08,0.20,1.01,15.88,26.31,-3.80
0.09,0.19,1.01,15.63,26.43,-3.83
0.09,0.21,1.01,15.82,26.38,-3.85
0.08,0.20,1.01,15.95,26.46,-4.40
0.08,0.20,1.01,15.91,25.91,-3.45
0.08,0.20,1.01,15.68,25.85,-4.38
0.09,0.21,1.02,15.83,26.78,-3.27
0.08,0.19,1.01,15.77,26.46,-3.79
0.08,0.20,1.02,15.94,26.34,-4.08
0.09,0.20,1.01,15.74,26.20,-3.86
0.09,0.20,1.01,15.83,26.26,-3.86
0.09,0.20,1.01,16.05,26.56,-3.65
0.09,0.20,1.01,15.88,26.44,-4.11
0.08,0.20,1.02,15.77,26.82,-3.86
0.08,0.20,1.01,15.86,26.23,-3.86
0.09,0.20,1.01,16.08,26.08,-3.57
0.09,0.19,1.01,15.86,25.97,-4.06
0.08,0.19,1.01,15.89,26.08,-3.50
0.09,0.19,1.01,15.73,26.12,-3.56
0.08,0.19,1.02,15.94,25.89,-3.85
0.09,0.20,1.01,15.77,26.79,-4.00
0.09,0.20,1.01,15.95,26.32,-3.79
0.08,0.20,1.01,15.89,25.89,-3.51
0.08,0.20,1.01,15.98,26.53,-3.73
0.09,0.19,1.01,15.98,26.40,-3.48
0.09,0.19,1.01,16.05,25.77,-3.42
0.09,0.19,1.02,15.80,25.94,-3.73
0.09,0.19,1.01,15.97,25.60,-3.80
0.09,0.19,1.01,15.88,26.35,-3.91
0.08,0.19,1.01,15.94,25.95,-3.65
0.09,0.20,1.01,15.88,26.52,-3.68
0.09,0.20,1.01,15.91,26.35,-3.89
0.08,0.20,1.02,15.80,26.23,-3.97
0.08,0.20,1.01,15.94,26.15,-3.60
0.08,0.20,1.00,15.86,26.29,-4.17
0.08,0.20,1.01,15.65,25.42,-4.03
0.08,0.20,1.01,15.74,26.29,-3.89
0.09,0.20,1.02,15.86,25.50,-3.28
0.09,0.20,1.01,16.05,26.29,-3.42
0.08,0.20,1.01,15.98,26.03,-3.65
0.08,0.19,1.02,15.88,26.52,-3.77
0.08,0.19,1.01,15.83,26.34,-3.66
0.08,0.19,1.02,15.77,26.24,-3.51
0.08,0.20,1.01,16.00,25.88,-4.31
0.08,0.20,1.01,15.95,25.77,-3.80
0.08,0.20,1.02,16.09,26.43,-3.97
0.08,0.20,1.01,16.06,26.35,-3.80
0.09,0.21,1.01,16.00,26.12,-3.82
0.08,0.20,1.02,15.62,25.95,-3.85
0.08,0.20,1.01,15.95,26.66,-3.86
0.08,0.20,1.01,15.82,26.44,-3.82
0.08,0.20,1.03,15.86,26.14,-3.59
0.09,0.20,1.01,15.62,26.61,-3.88
0.09,0.20,1.02,15.63,25.95,-3.85
0.09,0.19,1.01,15.82,26.52,-3.85
0.09,0.20,1.01,16.34,26.31,-3.50
0.09,0.20,1.01,15.97,26.40,-3.62
0.09,0.19,1.01,15.74,26.00,-3.98
0.09,0.20,1.01,15.71,26.38,-3.79
0.09,0.20,1.01,15.71,26.61,-3.59
0.09,0.20,1.01,15.73,25.76,-3.80
0.08,0.20,1.02,15.94,26.11,-3.51
0.08,0.19,1.01,15.59,26.40,-4.27
0.08,0.19,1.01,15.83,26.61,-3.80
0.08,0.20,1.01,15.53,26.24,-3.44
0.08,0.20,1.02,15.68,26.17,-3.47
0.08,0.19,1.01,15.91,26.00,-3.22
0.09,0.19,1.00,16.63,26.06,-3.82
0.09,0.20,1.01,15.82,25.82,-3.86
0.08,0.19,1.01,15.92,25.85,-3.05
0.08,0.20,1.01,15.79,26.06,-3.47
0.08,0.19,1.01,15.71,25.98,-3.88
0.08,0.20,1.01,16.05,25.77,-4.27
0.08,0.20,1.00,15.51,26.00,-3.60
0.08,0.19,1.02,16.12,25.98,-3.53
0.08,0.19,1.02,15.85,26.08,-3.34
0.08,0.19,1.01,15.92,25.74,-3.69
0.08,0.19,1.02,15.33,26.08,-3.27
0.08,0.19,1.02,15.95,25.60,-3.82
0.08,0.19,1.01,15.66,26.05,-3.47
0.08,0.19,1.02,15.44,25.88,-3.60
0.08,0.20,1.01,16.63,25.86,-3.19
0.08,0.19,1.01,16.44,26.18,-3.08
0.08,0.19,1.01,14.96,26.02,-3.15
0.07,0.19,1.02,15.71,25.89,-3.33
0.08,0.20,1.01,16.20,26.27,-3.15
0.08,0.20,1.01,15.24,25.89,-3.31
0.08,0.20,1.02,15.66,26.12,-3.28
0.08,0.20,1.01,15.40,25.54,-3.47
0.08,0.20,1.02,16.31,25.91,-3.21
0.08,0.20,1.01,16.61,26.02,-3.33
0.08,0.20,1.01,15.69,26.09,-3.28
0.08,0.20,1.01,16.47,25.83,-3.33
0.08,0.20,1.02,16.02,25.98,-3.21
0.08,0.20,1.02,15.91,25.65,-3.19
0.08,0.20,1.01,15.76,26.09,-3.13
0.08,0.20,1.02,15.74,26.02,-3.45
0.08,0.20,1.01,15.56,26.02,-3.68
0.08,0.20,1.02,15.91,25.59,-3.15
0.07,0.20,1.02,15.02,25.91,-3.33
0.08,0.19,1.01,15.92,25.83,-3.18
0.08,0.19,1.01,16.32,25.69,-3.54
0.07,0.20,1.01,15.15,26.06,-3.45
0.08,0.20,1.02,16.31,25.82,-3.22
0.07,0.19,1.02,15.42,26.27,-3.18
0.08,0.19,1.01,15.28,26.09,-3.16
0.08,0.19,1.02,16.11,25.86,-3.31
0.08,0.19,1.01,16.81,26.38,-3.37
0.08,0.20,1.01,15.36,25.91,-3.15
0.08,0.19,1.02,16.23,26.02,-3.48
0.08,0.19,1.01,14.50,26.02,-3.10
0.08,0.20,1.02,16.15,26.35,-3.25
0.08,0.19,1.01,14.64,25.95,-3.13
0.07,0.19,1.01,15.82,26.63,-3.42
0.08,0.19,1.01,15.77,25.74,-3.10
0.08,0.19,1.01,16.12,26.02,-3.21
0.08,0.19,1.02,14.96,25.82,-3.22
0.08,0.19,1.01,15.44,26.08,-3.13
0.08,0.19,1.01,15.91,25.92,-3.24
0.08,0.19,1.02,15.30,25.95,-3.08
0.08,0.20,1.01,15.19,25.76,-3.39
0.08,0.19,1.02,15.82,26.02,-3.63
0.08,0.20,1.01,16.93,25.86,-3.04
0.08,0.20,1.00,16.44,26.02,-3.24
0.08,0.20,1.02,14.63,25.77,-3.34
0.08,0.19,1.01,16.66,26.32,-3.48
0.08,0.19,1.01,15.51,25.98,-3.07
0.08,0.19,1.01,16.29,26.14,-3.40
0.08,0.20,1.01,16.58,25.95,-3.30
0.07,0.19,1.02,14.85,26.20,-3.48
0.08,0.20,1.02,13.74,26.58,-3.24
0.08,0.19,1.01,15.25,25.94,-3.54
