acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.10,0.20,1.01,15.83,25.79,-2.12
0.10,0.19,1.01,16.06,25.40,-2.12
0.09,0.19,1.01,16.06,25.36,-2.34
0.09,0.19,1.01,16.47,25.51,-2.11
0.08,0.19,1.00,15.94,25.57,-2.06
0.07,0.19,1.01,16.03,25.51,-2.15
0.07,0.18,1.01,16.08,25.33,-2.02
0.08,0.19,1.02,16.44,25.39,-2.20
0.09,0.19,1.01,15.89,25.39,-2.27
0.09,0.19,1.02,15.98,25.65,-2.20
0.09,0.19,1.01,16.26,25.51,-2.47
0.09,0.19,1.01,16.06,25.05,-2.26
0.08,0.19,1.01,16.08,25.22,-2.05
0.08,0.20,1.02,16.14,25.48,-1.88
0.09,0.20,1.03,16.15,25.37,-2.32
0.09,0.20,1.01,16.12,25.19,-2.21
0.08,0.19,1.01,16.12,25.47,-2.27
0.08,0.18,1.01,15.86,25.65,-2.21
0.08,0.19,1.01,16.17,25.66,-2.18
0.08,0.18,1.01,16.06,25.30,-2.27
0.08,0.19,1.01,15.92,25.51,-2.26
0.08,0.19,1.00,16.27,25.10,-2.15
0.09,0.19,0.99,16.02,25.65,-2.09
0.09,0.18,0.99,16.17,25.18,-2.38
0.10,0.18,0.99,15.71,25.50,-2.27
0.11,0.19,1.00,16.14,25.22,-2.23
0.11,0.19,1.00,15.95,25.56,-1.85
0.11,0.18,1.00,16.03,25.63,-2.32
0.11,0.18,1.00,16.05,25.57,-2.11
0.10,0.17,1.00,15.97,25.65,-2.29
0.09,0.19,1.01,16.05,25.40,-2.20
0.09,0.19,1.01,16.12,25.37,-2.31
0.09,0.18,1.01,15.74,25.30,-2.34
0.08,0.19,1.00,16.24,25.24,-2.31
0.07,0.18,1.00,16.12,25.62,-2.26
0.07,0.17,1.00,15.86,25.42,-2.34
0.07,0.17,1.00,16.31,25.39,-1.89
0.07,0.18,1.00,16.08,25.42,-2.18
0.07,0.18,1.00,16.12,25.11,-2.26
0.08,0.19,1.01,16.17,25.63,-2.21
0.08,0.19,1.01,16.18,25.54,-2.27
0.09,0.19,1.01,16.40,25.33,-2.23
0.08,0.19,1.01,15.82,25.39,-2.05
0.08,0.19,1.01,16.08,25.63,-2.38
0.09,0.19,1.02,15.95,25.60,-2.12
0.08,0.19,1.00,16.50,25.37,-2.05
0.08,0.19,1.00,16.12,25.44,-2.29
0.08,0.18,1.01,16.18,25.25,-2.03
0.09,0.19,1.02,15.91,25.19,-2.06
0.09,0.19,1.02,16.20,24.99,-2.02
0.09,0.19,1.02,15.73,25.22,-2.23
0.09,0.19,1.01,15.80,25.10,-2.20
0.10,0.18,1.01,16.09,24.98,-2.14
0.10,0.18,1.01,16.20,25.07,-2.21
0.10,0.18,1.03,15.95,24.79,-2.08
0.10,0.17,1.03,15.95,24.99,-2.40
0.09,0.17,1.02,16.37,24.69,-2.15
0.09,0.18,1.02,15.98,24.56,-2.23
0.08,0.18,1.02,15.98,24.95,-2.21
0.08,0.18,1.02,16.37,26.09,-2.21
0.08,0.18,1.01,15.92,25.82,-1.95
0.08,0.17,1.02,16.38,25.59,-2.17
0.09,0.17,1.03,16.24,25.36,-1.95
0.09,0.18,1.02,15.88,24.79,-2.08
0.09,0.17,1.03,16.08,25.34,-2.21
0.09,0.17,1.03,16.11,25.13,-2.06
0.09,0.17,1.02,16.18,25.21,-2.32
0.10,0.17,1.01,15.83,25.11,-2.14
0.09,0.18,1.02,15.77,25.07,-2.37
0.09,0.17,1.03,15.95,25.18,-2.08
0.09,0.17,1.03,16.43,25.11,-2.29
0.09,0.17,1.03,15.85,25.28,-2.09
0.09,0.16,1.03,16.03,25.11,-2.18
0.08,0.17,1.02,16.31,25.25,-2.32
0.08,0.17,1.03,15.76,25.76,-2.32
0.09,0.16,1.03,15.77,25.57,-2.20
0.09,0.16,1.02,16.05,25.91,-2.32
0.09,0.17,1.02,16.47,25.98,-2.26
0.09,0.16,1.02,15.95,25.98,-2.15
0.08,0.16,1.03,16.09,26.41,-2.44
0.09,0.17,1.02,16.08,25.83,-2.11
0.09,0.17,1.02,16.20,26.11,-2.17
0.09,0.17,1.02,15.88,26.15,-2.38
0.10,0.17,1.02,16.06,26.09,-2.35
0.09,0.16,1.02,16.05,26.03,-2.41
0.09,0.17,1.02,16.00,25.85,-2.18
0.08,0.17,1.02,15.82,26.00,-1.97
0.08,0.17,1.03,15.76,26.26,-2.05
0.08,0.17,1.02,16.09,26.20,-2.20
0.07,0.18,1.03,16.20,25.79,-2.23
0.07,0.18,1.03,16.44,26.58,-2.05
0.07,0.18,1.03,16.05,25.83,-2.00
0.07,0.19,1.02,16.11,26.26,-2.47
0.07,0.18,1.02,15.95,25.82,-2.23
0.07,0.18,1.02,16.60,26.08,-2.18
0.07,0.19,1.02,16.05,26.31,-2.23
0.07,0.19,1.02,16.26,26.17,-2.09
0.08,0.18,1.02,16.23,26.05,-2.15
0.08,0.18,1.01,15.95,25.92,-2.02
0.07,0.17,1.02,16.03,26.47,-2.18
0.09,0.18,1.01,16.00,26.23,-2.37
0.09,0.18,1.02,16.00,25.88,-2.15
0.10,0.18,1.01,16.24,26.06,-2.06
0.10,0.17,1.01,15.77,25.92,-2.34
0.10,0.18,1.01,16.06,26.15,-2.18
0.10,0.17,1.01,16.05,25.85,-2.14
0.09,0.18,1.01,16.41,25.57,-2.08
0.09,0.18,1.01,16.20,25.80,-2.27
0.09,0.17,1.02,15.53,26.15,-2.23
0.09,0.17,1.02,15.79,26.14,-2.00
0.09,0.17,1.01,16.32,26.17,-1.95
0.08,0.17,1.01,15.98,25.73,-2.23
0.09,0.17,1.02,16.05,25.79,-2.09
0.09,0.17,1.01,16.21,26.08,-2.20
0.09,0.17,1.02,16.03,26.09,-1.95
0.08,0.18,1.01,16.24,25.74,-2.34
0.09,0.17,1.02,16.32,25.98,-2.03
0.09,0.17,1.02,15.88,26.05,-2.18
0.09,0.18,1.02,15.82,25.77,-2.41
0.08,0.17,1.01,15.95,25.91,-1.79
0.08,0.17,1.01,16.34,29.39,-2.08
0.08,0.17,1.02,16.29,25.36,-2.23
0.08,0.17,1.02,16.03,26.29,-2.38
0.08,0.18,1.01,15.77,26.00,-2.41
0.08,0.18,1.02,15.92,25.85,-2.20
0.09,0.18,1.02,16.15,26.09,-2.05
0.09,0.19,1.01,16.00,26.20,-2.47
0.09,0.18,1.02,16.03,25.86,-1.92
0.09,0.18,1.02,15.71,25.62,-2.29
0.08,0.18,1.01,16.37,25.91,-2.32
0.08,0.18,1.02,16.32,25.89,-1.88
0.09,0.18,1.01,16.14,26.20,-2.09
0.08,0.18,1.02,15.97,26.18,-1.89
0.08,0.18,1.01,15.88,25.98,-1.66
0.09,0.18,1.01,15.94,26.06,-1.82
0.09,0.18,1.02,16.17,25.98,-1.79
0.09,0.18,1.03,16.15,26.03,-2.15
0.09,0.18,1.02,15.95,26.05,-1.73
0.09,0.18,1.01,16.21,25.59,-1.73
0.09,0.18,1.02,16.06,26.20,-1.73
0.09,0.17,1.02,16.03,25.79,-1.68
0.09,0.18,1.02,16.17,26.06,-1.82
0.08,0.17,1.02,16.02,25.85,-1.79
0.09,0.17,1.02,16.23,26.34,-1.57
0.09,0.18,1.02,16.29,25.80,-1.56
0.09,0.18,1.02,16.20,26.34,-1.66
0.09,0.19,1.01,15.86,25.94,-1.65
0.08,0.18,1.01,16.27,26.08,-1.68
0.08,0.17,1.01,15.98,26.18,-1.62
0.09,0.17,1.01,16.24,25.97,-1.71
0.09,0.17,1.02,16.24,25.95,-1.76
0.09,0.18,1.01,16.24,26.12,-1.56
0.09,0.17,1.01,16.26,25.95,-1.65
0.09,0.18,1.01,15.68,25.89,-2.27
0.09,0.17,1.02,16.18,26.14,-2.96
0.08,0.17,1.02,15.92,26.32,-3.11
0.09,0.17,1.01,16.37,26.21,-3.33
0.08,0.17,1.01,16.08,25.85,-3.28
0.09,0.18,1.01,16.12,26.15,-3.36
0.08,0.17,1.01,16.06,26.06,-3.50
0.08,0.17,1.02,16.09,26.15,-3.27
