acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.00,0.18,1.02,15.92,25.77,-2.96
-0.00,0.18,1.02,15.91,25.83,-2.70
-0.00,0.18,1.02,16.11,25.66,-2.67
-0.01,0.18,1.02,16.00,25.77,-2.67
-0.01,0.18,1.03,15.85,25.71,-2.63
-0.01,0.19,1.02,15.85,25.69,-2.69
-0.01,0.19,1.03,15.65,25.83,-2.69
-0.01,0.19,1.02,15.65,25.53,-2.60
-0.00,0.18,1.02,15.86,25.60,-2.63
0.00,0.19,1.03,15.71,25.86,-2.95
0.01,0.18,1.02,15.74,25.88,-2.61
-0.00,0.18,1.02,15.92,26.05,-2.69
0.00,0.19,1.03,15.82,25.65,-2.64
0.01,0.19,1.02,15.76,25.89,-2.64
0.00,0.18,1.03,15.77,25.88,-2.75
0.00,0.19,1.01,15.85,25.92,-3.05
-0.00,0.19,1.02,15.88,25.83,-2.76
-0.00,0.18,1.02,15.80,25.80,-2.98
-0.00,0.18,1.02,15.82,25.89,-2.76
-0.01,0.18,1.01,15.82,25.76,-2.60
-0.01,0.18,1.03,15.66,25.86,-2.69
-0.01,0.17,1.02,15.86,25.97,-2.78
-0.01,0.18,1.02,15.76,25.73,-2.53
-0.01,0.19,1.02,15.80,25.71,-2.90
-0.02,0.18,1.02,15.97,25.98,-2.69
-0.01,0.18,1.03,15.88,25.79,-2.89
-0.01,0.18,1.03,15.83,25.83,-2.92
-0.01,0.19,1.02,16.03,25.69,-2.73
-0.01,0.18,1.01,15.97,25.56,-2.95
-0.01,0.18,1.02,16.00,25.65,-2.78
-0.01,0.18,1.02,15.76,25.73,-2.85
-0.01,0.18,1.02,15.85,25.83,-2.66
-0.00,0.18,1.03,15.68,25.56,-2.81
-0.01,0.18,1.01,15.98,26.02,-2.72
0.00,0.18,1.03,16.00,25.80,-2.72
0.00,0.18,1.02,15.79,25.74,-2.75
0.01,0.18,1.02,15.91,25.92,-2.81
0.01,0.18,1.02,15.88,25.86,-2.75
0.01,0.18,1.03,15.92,25.68,-2.78
0.00,0.18,1.01,15.94,25.83,-2.79
0.01,0.18,1.01,15.86,25.80,-2.78
0.00,0.18,1.01,15.80,25.85,-2.67
-0.00,0.17,1.01,15.86,25.63,-2.82
-0.00,0.17,1.01,15.92,26.00,-2.76
-0.01,0.17,1.02,15.91,25.82,-2.90
-0.01,0.17,1.01,15.80,25.71,-2.72
-0.01,0.18,1.02,15.91,25.74,-2.90
-0.01,0.17,1.02,15.91,25.91,-2.95
-0.01,0.17,1.02,15.69,25.83,-2.69
-0.00,0.17,1.01,16.00,25.56,-2.63
-0.00,0.18,1.02,15.77,25.89,-2.76
-0.01,0.18,1.02,15.73,25.88,-2.73
-0.02,0.18,1.02,15.82,25.82,-2.87
-0.01,0.18,1.02,15.92,25.83,-2.87
-0.00,0.18,1.02,15.92,25.66,-2.96
-0.00,0.18,1.02,15.54,25.88,-2.79
-0.01,0.19,1.02,15.65,25.88,-2.81
-0.01,0.19,1.01,16.09,25.59,-2.99
-0.01,0.19,1.01,15.85,25.73,-2.67
0.00,0.18,1.01,15.86,25.82,-2.89
-0.01,0.19,1.01,16.14,25.88,-2.81
-0.00,0.18,1.02,16.11,25.66,-2.63
-0.01,0.18,1.01,15.74,25.83,-3.02
-0.01,0.18,1.01,15.97,25.77,-2.76
-0.01,0.18,1.02,15.71,25.83,-2.92
-0.00,0.18,1.02,16.09,25.69,-2.47
0.00,0.18,1.02,15.66,25.74,-2.90
0.00,0.18,1.02,15.77,25.39,-2.73
0.01,0.18,1.01,16.12,25.88,-2.67
-0.00,0.17,1.02,15.80,25.66,-2.72
-0.00,0.17,1.02,15.83,25.68,-2.82
-0.00,0.18,1.01,15.74,25.76,-2.87
-0.00,0.17,1.02,15.79,25.74,-2.78
0.00,0.18,1.02,15.98,25.77,-2.87
0.00,0.17,1.02,15.77,25.80,-2.70
0.00,0.18,1.02,15.80,25.73,-2.58
0.00,0.18,1.02,15.85,25.79,-2.69
0.00,0.17,1.02,15.74,25.60,-2.75
0.00,0.18,1.02,15.86,25.69,-2.75
-0.00,0.18,1.01,15.71,25.74,-2.73
