acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.05,0.20,1.02,15.77,25.76,-2.81
0.06,0.21,1.02,15.97,25.91,-2.75
0.05,0.20,1.01,15.83,25.80,-2.73
0.05,0.20,1.00,15.86,25.68,-2.67
0.05,0.20,1.01,16.02,25.79,-2.81
0.05,0.20,1.01,15.95,25.76,-2.82
0.06,0.20,1.01,15.82,25.60,-2.73
0.05,0.19,1.02,15.85,25.50,-2.43
0.06,0.20,1.01,15.85,25.85,-2.76
0.05,0.19,1.01,15.80,25.66,-2.66
0.05,0.19,1.02,15.71,25.92,-2.84
0.05,0.20,1.02,15.92,25.79,-2.61
0.05,0.19,1.02,15.91,25.76,-2.93
0.05,0.20,1.01,15.77,25.98,-2.78
0.05,0.20,1.00,16.09,25.77,-2.89
0.05,0.20,1.01,15.94,25.80,-2.75
0.05,0.20,1.01,15.89,25.74,-2.60
0.05,0.20,1.02,15.86,25.92,-2.82
0.06,0.21,1.01,15.83,25.69,-2.60
0.06,0.20,1.02,15.94,25.77,-2.66
0.06,0.20,1.01,15.89,25.85,-3.02
0.06,0.20,1.01,15.60,25.85,-2.60
0.05,0.20,1.01,15.83,25.80,-2.89
0.06,0.21,1.01,15.77,25.76,-2.61
0.06,0.20,1.01,15.98,25.94,-2.96
0.05,0.20,1.02,15.82,25.63,-2.58
0.05,0.20,1.01,15.74,25.68,-2.82
0.06,0.20,1.01,15.80,25.68,-2.92
0.05,0.20,1.02,15.95,25.69,-2.89
0.06,0.21,1.01,15.98,25.83,-2.75
0.05,0.20,1.02,15.86,25.95,-2.70
0.05,0.20,1.02,15.77,25.69,-2.73
0.05,0.20,1.01,15.97,25.89,-3.01
0.05,0.20,1.01,15.85,25.73,-2.79
0.05,0.20,1.02,15.85,25.97,-2.72
0.05,0.20,1.02,15.88,26.12,-2.75
0.06,0.20,1.02,15.95,25.85,-2.78
0.06,0.21,1.01,15.85,25.83,-2.96
0.06,0.20,1.01,15.82,25.79,-2.73
0.06,0.20,1.01,15.63,25.63,-2.85
0.05,0.21,1.01,15.82,25.47,-3.11
0.05,0.20,1.01,15.88,25.85,-2.64
0.05,0.21,1.01,16.02,25.74,-2.85
0.05,0.20,1.01,15.76,25.51,-2.58
0.05,0.20,1.02,15.80,25.91,-2.90
