acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.07,0.18,1.02,15.80,19.33,-1.28
0.07,0.18,1.01,14.75,17.66,-2.35
0.07,0.18,1.01,14.75,17.45,-2.05
0.07,0.19,1.01,14.85,17.11,-2.20
0.07,0.19,1.01,14.56,16.82,-2.14
0.07,0.19,1.02,14.75,17.05,-2.20
0.07,0.19,1.01,14.64,16.82,-2.17
0.08,0.19,1.02,14.60,16.76,-2.53
0.07,0.19,1.02,14.64,16.50,-2.60
0.08,0.19,1.03,14.37,16.78,-2.46
0.07,0.19,1.02,14.52,16.69,-2.44
0.07,0.19,1.02,14.46,16.53,-2.55
0.08,0.19,1.01,14.60,16.50,-2.61
0.07,0.18,1.02,14.35,16.46,-2.40
0.07,0.18,1.01,14.79,17.47,-2.79
0.07,0.18,1.02,14.38,16.63,-2.49
0.07,0.18,1.02,14.38,16.92,-2.31
0.07,0.18,1.02,14.47,16.70,-2.60
0.07,0.19,1.03,14.63,17.19,-2.32
0.07,0.19,1.01,14.63,16.72,-2.26
0.07,0.20,1.03,15.63,19.68,-3.31
0.07,0.20,1.02,14.64,17.15,-2.12
0.07,0.20,1.02,14.40,16.78,-2.24
0.07,0.20,1.02,14.50,16.84,-2.23
0.07,0.19,1.01,14.53,16.89,-2.12
0.07,0.19,1.01,14.58,16.90,-2.02
0.07,0.18,1.02,14.72,16.89,-1.95
0.06,0.19,1.01,14.72,16.90,-2.03
0.07,0.18,1.03,17.08,19.31,-4.47
0.06,0.19,1.02,16.72,19.31,-3.15
0.07,0.20,1.02,14.34,16.81,-1.83
0.07,0.19,1.02,14.44,16.78,-2.08
0.07,0.20,1.01,14.60,16.96,-2.27
0.07,0.19,1.01,14.32,16.96,-2.29
0.06,0.20,1.01,15.51,19.27,-3.86
0.07,0.20,1.01,14.67,16.92,-2.27
0.07,0.20,1.02,14.64,16.99,-2.41
0.08,0.20,1.01,16.00,19.11,-3.11
0.08,0.20,1.02,14.70,16.78,-2.32
0.08,0.19,1.01,-317.94,-500.27,-16.17
0.08,0.19,1.01,50.76,113.22,1.21
0.09,0.19,1.01,15.24,21.40,-4.21
0.08,0.19,1.02,15.85,26.52,-3.82
0.08,0.20,1.02,16.46,26.34,-3.86
0.07,0.19,1.01,16.15,26.34,-3.74
0.07,0.18,1.01,16.72,26.66,-3.65
0.07,0.17,1.01,16.46,25.98,-3.77
0.07,0.18,1.01,15.66,26.44,-3.53
0.06,0.18,1.01,16.89,26.66,-3.98
0.07,0.18,1.01,-156.61,78.73,21.31
0.07,0.18,1.00,34.15,27.85,3.74
0.06,0.18,1.01,14.34,19.19,-3.94
0.07,0.19,1.01,14.96,19.56,-2.31
0.07,0.19,1.02,14.95,18.55,-2.49
0.07,0.19,1.00,15.07,18.12,-3.05
0.07,0.19,1.02,14.93,18.27,-2.84
0.07,0.19,1.00,20.96,22.52,-6.09
0.07,0.19,1.01,13.91,15.27,-4.40
0.07,0.18,1.01,15.11,18.78,-4.12
0.06,0.19,1.01,14.70,17.85,-3.18
0.07,0.19,1.02,15.65,19.53,-2.99
0.07,0.19,1.01,15.21,18.06,-2.72
0.06,0.19,1.01,15.05,17.77,-4.26
0.07,0.19,1.02,14.69,16.89,-3.34
0.07,0.19,1.02,14.75,17.57,-3.68
0.07,0.18,1.01,14.56,17.19,-2.96
0.07,0.19,1.01,14.76,17.47,-2.69
0.07,0.19,1.01,14.78,16.96,-2.90
0.06,0.19,1.01,14.66,17.15,-2.34
0.08,0.19,1.01,14.84,17.21,-2.69
0.07,0.19,1.01,14.76,17.33,-2.21
0.07,0.19,1.01,14.49,17.04,-2.53
0.07,0.19,1.01,14.58,16.96,-2.44
0.07,0.19,1.02,14.63,17.07,-2.23
0.07,0.19,1.01,14.60,16.82,-2.35
0.07,0.19,1.02,14.50,16.61,-2.44
0.07,0.20,1.01,14.64,16.76,-2.34
0.07,0.19,1.01,14.53,16.50,-2.06
0.07,0.19,1.02,14.37,16.53,-2.20
0.07,0.20,1.02,14.55,16.40,-1.94
0.08,0.19,1.02,14.46,16.47,-2.18
0.07,0.20,1.02,14.21,16.53,-2.21
0.07,0.19,1.01,23.54,25.83,-10.95
0.06,0.20,1.01,13.56,15.69,-1.11
0.07,0.19,1.01,14.75,16.49,-2.29
0.07,0.19,1.01,14.46,16.53,-2.26
0.06,0.19,1.01,14.40,16.18,-2.18
0.07,0.19,1.02,14.37,16.17,-2.29
0.06,0.19,1.02,14.49,16.08,-2.18
0.08,0.19,1.02,14.49,16.24,-2.26
0.07,0.18,1.02,14.56,16.58,-2.15
0.07,0.19,1.01,14.56,16.32,-2.20
0.06,0.18,1.01,14.53,16.31,-2.23
0.07,0.19,1.02,14.43,16.08,-1.94
0.06,0.19,1.01,14.43,16.11,-1.94
0.07,0.19,1.02,14.24,16.12,-2.12
0.07,0.19,1.01,14.15,16.03,-2.06
0.07,0.18,1.01,14.26,16.02,-1.98
0.07,0.19,1.01,14.21,16.00,-2.05
0.07,0.18,1.00,14.35,15.94,-1.77
0.06,0.18,1.01,14.47,15.88,-2.02
0.07,0.18,1.01,14.26,15.74,-1.86
0.07,0.18,1.02,14.46,15.73,-1.77
0.06,0.19,1.01,14.11,15.47,-1.85
0.06,0.19,1.01,14.14,15.31,-1.71
0.07,0.18,1.01,14.44,16.32,-2.09
0.07,0.18,1.01,14.18,15.07,-1.80
0.07,0.18,1.01,14.09,15.04,-1.74
0.07,0.19,1.03,14.00,15.28,-2.27
0.07,0.19,1.02,14.08,14.95,-1.80
0.07,0.19,1.01,14.14,15.13,-1.80
