acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.06,0.17,1.02,18.41,25.39,-2.02
0.07,0.17,1.02,17.65,28.60,-2.50
0.06,0.17,1.02,16.02,25.83,-2.41
0.05,0.17,1.02,16.02,26.53,-2.32
0.06,0.16,1.02,16.70,26.18,-2.31
0.05,0.17,1.02,15.80,25.57,-2.34
0.05,0.16,1.03,15.76,26.75,-2.37
0.05,0.17,1.02,16.37,26.49,-2.06
0.05,0.17,1.02,16.23,25.77,-2.31
0.05,0.17,1.02,15.73,26.96,-2.17
0.05,0.17,1.02,15.62,27.24,-2.43
0.05,0.17,1.02,15.25,26.34,-2.12
0.05,0.17,1.01,15.82,26.63,-2.21
0.05,0.18,1.01,16.75,27.86,-3.33
0.05,0.18,1.03,16.37,25.63,-2.26
0.05,0.17,1.02,15.69,25.53,-2.24
0.06,0.17,1.03,15.60,26.31,-2.38
0.06,0.17,1.01,15.65,26.49,-2.31
0.06,0.18,1.02,16.26,25.65,-1.91
0.06,0.17,1.02,16.09,26.14,-2.52
0.05,0.17,1.01,17.48,24.84,-2.67
0.06,0.17,1.02,15.44,26.58,-2.20
0.05,0.17,1.01,15.47,27.10,-2.63
0.06,0.17,1.01,17.37,27.24,-2.70
0.06,0.17,1.01,15.34,26.11,-2.27
0.06,0.17,1.01,16.24,26.03,-2.46
0.06,0.17,1.01,16.52,27.68,-2.17
0.05,0.18,1.02,16.03,26.06,-2.37
0.06,0.17,1.01,17.01,26.15,-2.61
0.06,0.18,1.02,16.92,27.02,-2.93
0.06,0.17,1.02,15.79,25.48,-2.03
0.06,0.18,1.01,15.80,26.35,-2.27
0.07,0.17,1.02,15.92,26.32,-2.12
0.06,0.18,1.01,15.63,31.74,-5.82
0.06,0.17,1.01,29.77,41.08,-12.98
0.06,0.17,1.02,13.97,24.09,-1.53
0.06,0.17,1.01,16.26,26.27,-2.38
0.06,0.17,1.01,16.75,26.37,-2.12
0.05,0.17,1.02,16.53,26.38,-2.37
0.05,0.17,1.01,17.37,25.31,-4.03
0.06,0.17,1.01,47.79,60.41,-31.05
0.06,0.17,1.01,122.89,140.67,-107.48
0.05,0.17,1.01,7.85,17.40,6.50
0.06,0.16,1.02,16.21,25.85,-2.08
0.07,0.17,1.03,17.62,29.11,-1.80
0.06,0.17,1.01,21.01,37.44,-8.58
0.06,0.17,1.02,16.17,25.94,-2.14
0.06,0.17,1.01,35.31,72.78,-36.24
0.06,0.16,1.02,15.89,22.00,4.75
0.06,0.17,1.01,16.56,26.67,-2.95
0.07,0.17,1.02,16.44,26.05,-1.94
0.06,0.17,1.02,16.11,26.52,-1.37
0.06,0.17,1.02,16.96,26.03,-2.26
0.06,0.17,1.02,15.82,26.75,-1.65
0.06,0.17,1.02,19.80,32.24,-6.81
0.06,0.18,1.03,16.34,25.54,-1.77
0.06,0.18,1.02,16.35,27.01,-2.40
0.06,0.17,1.02,15.28,26.92,-1.88
0.06,0.17,1.02,17.08,26.79,-1.74
0.07,0.17,1.02,18.78,29.45,-0.41
0.06,0.16,1.02,15.80,27.37,-1.50
0.05,0.17,1.02,15.82,25.42,-2.64
0.05,0.17,1.02,15.86,26.31,-2.21
0.05,0.17,1.02,16.34,25.51,-2.60
0.05,0.18,1.02,16.99,27.45,-2.67
0.05,0.18,1.02,15.63,25.44,-1.71
0.05,0.18,1.02,16.06,25.69,-2.21
0.06,0.18,1.02,15.88,25.80,-2.44
0.04,0.18,1.03,16.40,26.24,-1.83
0.06,0.17,1.01,16.23,25.51,-1.82
0.05,0.17,1.03,16.20,26.41,-2.15
0.06,0.17,1.02,14.95,30.73,-3.15
0.06,0.17,1.02,17.04,28.49,-1.37
0.07,0.17,1.02,16.14,26.34,-2.15
0.07,0.18,1.02,16.46,25.31,-2.55
0.06,0.17,1.02,15.97,26.53,-1.71
0.07,0.17,1.02,16.29,25.86,-2.08
0.06,0.17,1.02,16.09,26.99,-2.23
0.06,0.17,1.02,14.72,26.89,-0.50
0.07,0.17,1.02,16.38,25.92,-2.21
0.06,0.16,1.02,16.17,25.86,-1.74
