acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.13,0.21,1.01,-2.27,2.63,0.08
0.13,0.21,1.01,-2.26,2.81,-0.12
0.12,0.21,1.01,-2.17,2.81,-0.20
0.13,0.21,1.01,-2.24,3.02,-0.09
0.13,0.22,1.01,-2.49,2.99,-0.14
0.12,0.22,1.01,-2.49,2.64,-0.21
0.13,0.22,1.01,-2.40,2.82,-0.18
0.12,0.22,1.00,-2.34,2.67,-0.15
0.13,0.21,1.01,-2.18,2.56,-0.29
0.13,0.22,1.01,-2.37,2.82,-0.37
0.12,0.22,1.01,-1.97,2.75,-0.11
0.13,0.22,1.01,-2.20,2.67,-0.29
0.13,0.22,1.01,-1.95,2.73,-0.21
0.13,0.22,1.01,-2.12,2.82,-0.29
0.13,0.21,1.01,-2.15,3.01,-0.40
0.13,0.22,1.01,-1.98,2.75,-0.52
0.12,0.22,1.01,-2.20,2.82,-0.29
0.12,0.21,1.01,-2.09,2.75,-0.37
0.12,0.21,1.01,-2.14,2.70,-0.41
0.13,0.22,1.01,-2.06,2.66,-0.26
0.13,0.21,1.01,-1.92,2.73,-0.31
0.13,0.22,1.01,-2.02,2.47,-0.23
0.12,0.21,1.01,-1.80,2.78,-0.41
0.13,0.21,1.01,-1.59,2.46,-0.37
0.12,0.21,1.02,-1.62,2.61,-0.29
0.12,0.22,1.01,-1.76,2.47,-0.64
0.12,0.22,1.01,-1.65,2.70,-0.44
0.13,0.22,1.01,-1.86,2.34,-0.69
0.12,0.21,1.02,-1.85,2.41,-0.61
0.13,0.21,1.01,-1.71,2.37,-0.58
0.13,0.22,1.01,-1.77,2.44,-0.49
0.12,0.22,1.01,-1.94,2.26,-0.47
0.12,0.20,1.02,-1.91,2.47,-0.66
0.13,0.22,1.01,-1.85,2.40,-0.47
0.13,0.21,1.01,-1.95,2.20,-0.40
0.13,0.21,1.01,-1.68,2.43,-0.55
0.13,0.21,1.01,-1.76,2.60,-0.61
0.13,0.22,1.02,-1.77,2.46,-0.67
0.13,0.22,1.02,-1.91,2.37,-0.66
0.12,0.22,1.01,-1.79,2.55,-0.73
0.13,0.22,1.01,-1.86,2.46,-0.78
0.13,0.21,1.00,-1.80,2.27,-0.61
0.12,0.21,1.02,-1.80,2.53,-0.92
0.12,0.21,1.01,-1.73,2.17,-0.85
0.12,0.21,1.01,-1.66,2.27,-1.16
0.12,0.21,1.02,-1.80,2.31,-1.05
0.12,0.21,1.01,-1.76,2.14,-1.10
0.12,0.21,1.01,-1.95,2.47,-1.04
0.12,0.21,1.01,-1.85,2.67,-1.07
0.13,0.21,1.02,-1.76,2.43,-0.89
0.12,0.21,1.02,-1.89,2.52,-0.98
0.13,0.22,1.01,-1.80,2.41,-1.07
0.13,0.21,1.01,-1.69,2.46,-0.79
0.13,0.21,1.00,-1.82,2.46,-0.87
0.13,0.21,1.01,-1.76,2.43,-0.82
0.12,0.21,1.00,-1.71,2.47,-0.73
0.13,0.21,1.00,-1.69,2.38,-0.87
0.13,0.22,1.01,-1.65,2.32,-0.99
0.13,0.22,1.02,-1.68,2.41,-0.79
0.13,0.22,1.00,-1.50,2.24,-0.81
0.12,0.22,1.00,-1.53,2.37,-0.50
0.13,0.21,1.01,-1.45,2.26,-0.69
