acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.12,0.23,1.01,-1.59,2.64,-0.24
0.11,0.23,1.01,-1.97,2.76,0.12
0.12,0.22,1.01,-1.95,2.92,0.14
0.12,0.23,1.01,-2.06,2.89,0.44
0.12,0.23,1.01,-1.82,2.73,0.46
0.12,0.22,1.00,-1.74,2.64,0.15
0.13,0.23,0.99,-1.63,2.40,0.23
0.13,0.22,1.00,-1.56,2.31,0.15
0.13,0.22,1.01,-1.48,2.44,-0.09
0.13,0.22,1.01,-1.47,2.14,-0.02
0.12,0.23,1.01,-1.25,2.24,-0.12
0.13,0.22,1.00,-1.30,2.52,-0.26
0.14,0.22,1.00,-1.39,2.31,0.03
0.13,0.22,1.01,-1.15,2.50,0.00
0.13,0.22,1.00,-1.31,2.63,-0.17
0.14,0.22,1.01,-1.34,2.47,-0.09
0.14,0.22,1.01,-1.36,2.49,-0.17
0.14,0.22,1.01,-1.39,2.44,0.03
0.13,0.21,1.01,-1.54,2.40,0.05
0.13,0.22,1.01,-1.59,2.37,0.09
0.13,0.22,1.00,-1.34,2.56,-0.12
0.14,0.22,1.00,-1.07,2.70,-0.47
0.13,0.22,1.01,-1.27,2.73,-0.56
0.13,0.23,1.01,-1.54,2.79,-0.89
0.12,0.22,1.02,-1.60,2.76,-0.87
0.13,0.22,1.02,-1.62,2.69,-1.22
0.12,0.22,1.01,-1.57,2.66,-1.22
0.12,0.21,1.00,-1.48,2.70,-1.25
0.12,0.22,1.01,-1.57,2.90,-1.53
0.13,0.22,1.00,-1.71,2.98,-1.53
0.13,0.23,1.02,-1.59,2.70,-1.71
0.13,0.22,1.01,-1.60,2.81,-1.45
0.13,0.22,1.01,-1.50,2.85,-1.48
0.13,0.22,1.01,-1.44,2.53,-1.51
0.13,0.22,1.00,-1.51,3.05,-1.28
0.12,0.22,1.01,-1.53,2.98,-1.36
0.13,0.21,1.01,-1.40,3.15,-1.08
0.13,0.22,1.01,-1.44,3.28,-1.22
0.12,0.22,1.01,-1.63,3.21,-0.90
0.13,0.22,1.01,-1.98,3.62,-0.95
0.12,0.22,1.01,-2.23,3.39,-0.67
0.12,0.23,1.01,-2.47,3.54,-0.50
0.12,0.23,1.00,-2.40,3.62,-0.52
0.12,0.23,1.00,-2.35,3.39,-0.49
0.13,0.23,1.00,-2.31,3.42,-0.27
0.13,0.24,1.01,-1.94,3.16,-0.21
0.13,0.23,1.00,-1.79,3.16,-0.12
0.13,0.22,1.00,-1.27,3.10,-0.53
0.12,0.23,1.00,-0.98,2.90,-0.47
0.12,0.22,1.01,-0.69,2.78,-0.35
0.13,0.22,1.01,-0.63,2.44,-0.17
0.12,0.22,1.01,-1.02,2.37,0.15
0.12,0.22,1.01,-1.30,2.46,0.34
0.12,0.22,1.01,-2.05,2.43,0.34
0.12,0.23,1.01,-2.49,2.78,0.35
0.13,0.23,1.01,-2.64,2.99,-0.05
0.12,0.23,1.01,-2.81,3.60,-0.43
0.13,0.24,1.01,-2.89,3.50,-0.95
0.13,0.23,1.01,-2.82,3.62,-1.16
0.13,0.22,1.00,-2.63,3.22,-1.74
0.12,0.23,1.01,-2.29,3.22,-1.56
0.14,0.22,1.01,-2.32,2.61,-1.76
0.14,0.23,1.00,-1.98,2.52,-1.77
0.14,0.23,1.01,-1.71,2.60,-1.36
0.14,0.23,1.00,-1.76,2.08,-1.42
0.14,0.22,1.01,-1.53,2.20,-0.96
0.14,0.21,1.00,-1.42,2.29,-0.90
0.13,0.22,1.01,-1.50,2.35,-0.87
0.13,0.21,1.01,-1.33,2.49,-0.78
0.13,0.21,1.00,-1.47,2.79,-0.87
0.12,0.21,1.00,-1.66,3.15,-0.93
0.12,0.22,1.00,-1.88,3.28,-1.22
0.12,0.22,1.01,-2.05,3.15,-1.24
0.13,0.22,1.01,-1.97,3.40,-1.37
0.12,0.21,0.99,-2.06,3.13,-1.36
0.12,0.21,1.01,-1.95,3.31,-1.04
0.12,0.22,1.01,-2.08,3.01,-0.93
0.12,0.23,1.01,-1.71,2.96,-0.87
0.12,0.23,1.00,-2.09,3.07,-0.93
0.12,0.22,1.01,-1.98,3.01,-0.78
0.12,0.23,1.00,-2.03,3.18,-0.87
0.11,0.22,1.01,-1.91,3.16,-0.67
0.12,0.23,1.00,-1.92,3.15,-0.84
0.12,0.23,1.00,-2.02,3.11,-0.64
0.12,0.23,1.01,-2.03,3.18,-0.79
0.12,0.22,1.00,-2.08,3.07,-0.84
0.12,0.23,1.01,-2.18,2.95,-0.96
0.12,0.23,1.01,-2.14,2.82,-0.73
0.12,0.22,1.00,-2.08,2.82,-0.67
0.12,0.23,1.00,-2.00,2.67,-0.69
0.12,0.23,1.00,-1.94,2.60,-0.75
0.13,0.22,1.01,-1.94,2.53,-0.53
0.13,0.23,1.01,-1.76,2.46,-0.60
0.12,0.23,1.01,-1.80,2.41,-0.56
0.13,0.23,1.01,-1.92,2.08,-0.55
0.13,0.22,1.01,-1.89,2.43,-0.43
0.13,0.22,1.01,-1.86,2.26,-0.31
0.13,0.23,1.01,-2.21,2.40,-0.40
0.12,0.23,1.01,-2.15,2.02,-0.38
0.12,0.22,1.02,-2.21,2.29,-0.40
0.13,0.23,1.01,-2.23,2.24,-0.38
0.13,0.22,1.01,-1.97,2.41,-0.67
0.12,0.22,1.01,-2.09,2.27,-0.85
0.12,0.22,1.01,-1.97,2.20,-0.73
0.12,0.22,1.01,-2.00,2.09,-0.92
0.12,0.22,1.01,-2.03,2.11,-1.21
0.14,0.23,1.01,-1.88,1.91,-0.98
0.13,0.22,1.01,-2.20,1.82,-1.40
0.13,0.22,1.00,-2.18,2.00,-1.28
0.13,0.22,1.01,-1.97,1.83,-1.04
0.13,0.22,1.02,-2.00,1.60,-0.93
0.13,0.22,1.01,-1.98,1.83,-0.93
0.13,0.22,1.01,-2.08,1.66,-0.90
0.13,0.23,1.01,-1.95,1.80,-0.90
0.12,0.23,1.01,-2.12,1.85,-0.93
0.12,0.22,1.01,-2.15,1.98,-0.84
0.12,0.22,1.00,-2.20,1.80,-0.72
0.13,0.22,1.00,-2.23,1.53,-0.73
0.12,0.22,1.02,-2.37,1.37,-0.69
0.11,0.23,1.01,-2.17,1.48,-0.81
0.12,0.23,1.01,-2.37,1.42,-0.73
0.12,0.22,1.01,-2.21,1.56,-0.52
0.13,0.22,1.01,-2.20,1.69,-0.69
0.12,0.22,1.00,-1.88,1.91,-0.49
0.13,0.22,1.01,-1.95,1.98,-0.75
0.13,0.22,1.01,-1.97,1.86,-0.52
0.12,0.22,1.01,-2.09,1.82,-0.44
0.13,0.22,1.01,-2.21,1.65,-0.31
0.13,0.22,1.01,-2.14,1.94,-0.24
0.13,0.22,1.01,-2.02,1.56,-0.08
0.12,0.22,1.01,-2.21,1.62,-0.06
0.12,0.22,1.02,-2.21,1.37,-0.20
0.13,0.23,1.00,-2.24,1.85,-0.11
0.13,0.22,1.01,-1.92,1.82,-0.38
0.13,0.23,1.00,-1.95,1.76,-0.18
0.13,0.22,1.00,-1.77,1.83,-0.32
0.13,0.23,1.01,-1.53,2.06,-0.46
0.13,0.22,1.00,-1.69,2.02,-0.53
0.12,0.22,1.01,-1.77,2.02,-0.58
0.13,0.22,1.00,-1.85,1.65,-0.66
0.14,0.21,1.00,-1.88,1.66,-0.43
0.13,0.22,1.01,-1.77,1.37,-0.53
0.13,0.21,1.01,-1.60,1.05,-0.58
0.13,0.23,1.02,-1.89,1.11,-0.58
0.13,0.22,1.01,-2.20,1.53,-0.23
0.13,0.22,1.01,-2.14,2.12,-0.23
0.13,0.22,1.01,-2.20,1.36,-0.78
0.12,0.22,1.00,-2.03,1.36,-0.52
0.14,0.23,1.01,-2.06,1.56,-0.44
0.13,0.23,1.01,-2.12,1.65,-0.41
0.12,0.24,1.02,-2.02,1.86,-0.41
0.13,0.23,1.01,-2.06,1.80,-0.27
0.13,0.23,1.01,-2.20,1.80,-0.44
0.13,0.23,1.01,-2.38,1.21,-0.81
0.13,0.23,1.01,-2.60,1.25,-0.96
0.13,0.23,1.01,-2.81,0.99,-1.27
0.13,0.24,1.02,-2.98,1.50,-1.10
0.13,0.25,1.02,-2.92,0.52,-1.50
0.14,0.25,1.01,-3.08,0.11,-1.79
0.14,0.25,1.02,-2.96,0.29,-1.85
0.13,0.25,1.02,-2.96,0.05,-1.79
