acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.12,0.24,1.01,-1.54,2.24,-0.37
0.13,0.23,1.00,-1.66,2.05,-0.67
0.13,0.23,1.00,-1.71,2.73,-0.55
0.13,0.23,1.00,-1.73,2.12,-0.89
0.13,0.24,1.00,-1.88,1.62,-0.95
0.13,0.24,1.01,-1.85,1.97,-0.87
0.13,0.24,1.00,-1.86,2.08,-0.96
0.13,0.24,1.00,-1.57,2.23,-1.11
0.13,0.23,1.02,-1.65,2.12,-1.27
0.13,0.24,1.01,-1.65,2.02,-1.22
0.13,0.23,1.00,-1.83,1.86,-1.34
0.13,0.23,1.00,-2.17,2.02,-1.21
0.13,0.23,1.01,-1.88,2.21,-1.07
0.13,0.23,1.00,-2.21,2.21,-1.08
0.13,0.24,1.00,-2.34,2.40,-1.22
0.13,0.24,1.00,-2.17,2.06,-1.10
0.13,0.24,1.01,-2.31,2.18,-0.99
0.13,0.24,1.00,-2.20,2.53,-0.89
0.13,0.25,1.00,-2.21,2.27,-0.69
0.14,0.24,1.00,-2.02,2.21,-0.58
0.14,0.24,1.00,-2.03,2.46,-0.32
0.13,0.24,1.00,-1.36,2.47,-0.31
0.13,0.23,1.00,-1.15,2.44,-0.20
0.12,0.23,1.01,-0.92,2.32,0.15
0.12,0.23,1.00,-0.96,2.41,0.17
0.12,0.24,1.01,-1.42,2.55,0.60
0.11,0.24,1.01,-1.92,2.44,0.60
0.12,0.24,1.01,-2.14,2.72,0.47
0.11,0.24,1.02,-2.52,2.87,0.49
0.12,0.24,1.01,-2.55,3.19,0.05
0.12,0.25,1.01,-2.64,3.25,-0.50
0.12,0.24,1.01,-2.79,3.16,-0.96
0.12,0.24,1.01,-2.79,2.73,-1.37
0.13,0.24,1.00,-2.82,2.75,-1.63
0.13,0.24,1.00,-2.79,2.43,-1.57
0.14,0.24,1.01,-2.44,1.92,-1.62
0.14,0.24,1.01,-2.11,1.92,-1.44
0.14,0.24,1.00,-1.74,2.00,-1.24
0.14,0.24,1.00,-1.65,1.97,-0.92
0.14,0.24,1.00,-1.57,2.05,-0.75
0.14,0.24,1.00,-1.54,2.09,-0.46
0.13,0.23,1.00,-1.31,2.23,-0.50
0.13,0.23,0.99,-1.54,2.31,-0.43
0.13,0.23,1.00,-1.54,2.44,-0.47
0.13,0.23,1.00,-1.44,2.47,-0.52
0.13,0.24,0.99,-1.82,2.43,-0.78
0.13,0.23,1.00,-1.68,2.61,-1.01
0.12,0.23,1.00,-1.76,2.82,-1.02
0.13,0.23,1.00,-1.68,3.13,-0.98
0.12,0.23,1.00,-1.62,3.07,-1.16
0.12,0.24,1.00,-1.85,2.70,-1.15
0.12,0.24,1.00,-1.92,2.52,-1.24
0.12,0.24,1.00,-1.69,2.81,-1.31
0.12,0.23,1.01,-1.77,3.19,-1.45
0.12,0.24,1.00,-1.79,3.50,-1.31
0.12,0.23,1.01,-2.00,3.21,-1.47
0.12,0.24,1.00,-2.15,2.70,-1.50
0.13,0.23,1.00,-2.23,3.01,-1.50
0.12,0.23,1.01,-2.43,2.96,-1.48
0.13,0.23,1.00,-2.05,2.99,-1.51
0.13,0.24,1.01,-2.32,2.98,-1.54
0.13,0.24,1.01,-2.32,3.07,-1.40
0.14,0.24,1.01,-1.79,3.04,-1.36
0.13,0.24,1.01,-2.08,2.82,-1.42
0.13,0.23,0.99,-1.80,2.69,-1.25
0.12,0.24,1.00,-1.60,3.25,-1.07
0.13,0.24,1.00,-1.60,3.07,-0.93
0.12,0.24,1.00,-1.40,3.02,-1.05
0.12,0.24,1.00,-1.37,2.79,-1.11
0.13,0.23,1.00,-1.57,2.56,-0.98
0.13,0.24,1.01,-1.91,2.60,-0.90
0.13,0.24,1.00,-2.14,2.67,-0.93
0.12,0.25,1.01,-2.02,2.81,-0.95
0.12,0.24,1.00,-2.15,2.85,-0.95
0.13,0.24,1.01,-2.20,2.81,-0.89
0.12,0.24,1.00,-2.03,2.82,-1.10
0.13,0.24,1.01,-1.92,3.04,-0.69
0.13,0.24,1.01,-1.92,3.18,-0.92
0.13,0.24,1.01,-2.00,2.96,-0.85
0.13,0.24,1.01,-1.98,2.84,-1.04
0.13,0.25,1.00,-1.91,2.78,-0.99
0.13,0.23,1.01,-1.76,2.69,-1.10
0.12,0.24,1.01,-1.60,2.37,-1.16
0.13,0.23,1.00,-1.79,2.29,-1.31
0.13,0.24,1.00,-1.91,2.14,-1.15
0.13,0.24,1.01,-1.91,2.24,-1.28
0.13,0.24,1.01,-2.05,2.43,-1.05
0.13,0.24,1.01,-1.88,2.31,-1.16
0.13,0.24,1.01,-2.06,2.31,-0.99
0.13,0.24,1.01,-2.26,2.64,-1.05
0.13,0.23,1.00,-2.21,2.75,-0.78
0.13,0.24,1.01,-2.44,2.58,-0.72
0.13,0.23,1.00,-2.12,2.60,-0.70
0.13,0.23,1.00,-2.21,2.58,-0.82
0.13,0.23,1.00,-2.14,2.66,-0.89
0.13,0.24,1.01,-2.34,2.29,-0.70
0.13,0.23,1.00,-2.32,2.46,-0.58
0.13,0.24,1.00,-2.31,2.14,-0.47
0.13,0.23,1.00,-2.24,2.37,-0.53
0.13,0.23,1.00,-2.24,2.40,-0.50
0.12,0.24,0.99,-2.20,2.53,-0.50
0.13,0.24,1.00,-2.08,2.47,-0.38
0.13,0.23,1.00,-2.18,2.67,-0.53
0.13,0.24,1.00,-2.09,2.93,-0.27
0.12,0.24,0.99,-2.02,2.72,-0.32
0.13,0.23,1.00,-2.18,2.69,-0.06
0.12,0.23,1.00,-2.27,2.69,0.02
0.13,0.24,1.01,-2.34,2.76,0.18
0.13,0.23,1.01,-2.46,2.63,0.26
0.13,0.24,1.00,-2.29,2.81,0.32
0.13,0.24,1.00,-2.44,2.87,0.06
0.14,0.25,1.00,-2.49,2.98,0.23
0.13,0.24,1.00,-2.46,2.85,0.15
0.13,0.24,1.00,-2.31,2.76,0.26
0.13,0.24,1.01,-2.44,2.63,0.08
0.13,0.23,1.01,-2.32,2.66,0.21
0.13,0.23,0.99,-2.23,2.82,0.26
0.13,0.24,1.01,-2.31,2.75,0.20
0.13,0.24,1.00,-2.40,2.53,0.15
0.13,0.24,1.01,-2.27,2.44,0.09
0.13,0.24,1.00,-2.40,2.56,0.08
0.13,0.24,1.00,-2.40,2.64,-0.14
0.13,0.24,1.01,-2.41,2.69,-0.02
0.13,0.24,1.00,-2.67,2.53,0.05
0.13,0.24,1.01,-2.58,2.89,0.11
0.13,0.24,1.00,-2.52,2.92,0.12
0.13,0.23,1.00,-2.40,3.04,-0.09
0.13,0.23,1.01,-2.37,3.13,-0.02
0.13,0.23,1.00,-2.24,3.33,-0.05
0.13,0.23,1.00,-2.14,2.98,-0.23
0.13,0.23,1.00,-2.09,3.04,-0.21
0.13,0.23,1.01,-2.26,2.79,-0.38
0.13,0.23,1.00,-2.29,2.98,-0.14
0.13,0.24,1.00,-2.14,2.85,-0.23
0.13,0.24,1.01,-2.31,2.90,-0.34
0.13,0.24,1.01,-2.23,3.16,0.08
0.13,0.24,1.00,-2.26,3.08,-0.24
0.13,0.24,1.01,-2.15,2.76,-0.06
0.13,0.24,1.01,-2.20,2.95,-0.31
0.14,0.24,1.01,-2.21,2.92,-0.15
0.13,0.24,1.01,-2.31,2.89,-0.12
0.13,0.24,1.00,-2.63,2.55,-0.46
0.13,0.24,1.00,-2.35,2.55,-0.43
0.12,0.24,1.00,-2.58,2.29,-0.61
0.13,0.24,1.00,-2.35,2.31,-0.76
0.13,0.24,1.00,-2.37,2.15,-0.99
0.14,0.23,1.00,-2.24,2.11,-1.36
0.14,0.24,1.00,-1.95,1.98,-1.48
0.14,0.23,1.00,-2.06,2.06,-1.42
0.14,0.24,1.01,-2.20,2.24,-1.07
0.14,0.24,1.00,-2.37,2.67,-0.99
0.14,0.23,0.99,-2.23,3.11,-0.44
0.14,0.24,1.00,-2.35,3.13,0.23
0.13,0.24,1.00,-2.31,3.16,0.37
0.13,0.24,1.01,-2.21,3.18,0.56
0.13,0.24,1.00,-2.26,2.96,0.78
0.12,0.23,0.99,-2.11,2.72,0.50
0.13,0.24,1.00,-1.89,2.73,0.08
0.13,0.23,1.01,-1.71,2.27,-0.09
0.13,0.23,1.00,-1.48,1.98,-0.76
0.13,0.24,1.01,-1.34,1.88,-0.92
0.13,0.23,1.00,-1.56,1.73,-0.93
0.13,0.24,1.00,-1.73,2.00,-1.04
0.12,0.24,1.01,-1.66,2.21,-0.61
0.13,0.23,1.01,-2.09,2.34,-0.31
0.12,0.23,1.01,-2.34,2.79,-0.06
0.12,0.24,1.00,-2.61,3.10,-0.34
0.12,0.24,1.01,-2.69,3.65,-0.35
0.13,0.23,1.01,-2.82,3.45,-0.89
0.12,0.24,1.02,-2.84,3.65,-1.48
0.13,0.24,1.01,-2.78,3.19,-1.95
0.13,0.24,1.01,-2.84,3.18,-2.38
0.13,0.24,1.01,-2.79,2.69,-2.72
0.14,0.23,1.00,-2.46,2.69,-2.55
0.14,0.23,0.99,-2.21,2.64,-2.35
0.15,0.23,1.00,-1.92,2.56,-1.95
0.15,0.23,0.99,-1.60,2.67,-1.45
0.14,0.23,1.00,-1.44,2.98,-1.15
0.15,0.23,1.01,-1.30,2.95,-0.67
0.14,0.23,1.00,-1.34,3.05,-0.38
0.14,0.22,1.01,-1.39,2.82,-0.02
0.14,0.23,1.01,-1.56,3.07,0.06
0.14,0.22,1.01,-1.79,2.76,0.03
0.13,0.23,1.00,-1.65,2.82,-0.14
0.12,0.23,1.01,-1.57,2.82,-0.08
0.12,0.23,1.01,-1.68,2.84,-0.31
0.12,0.23,1.01,-1.76,2.79,-0.96
0.12,0.22,1.01,-1.59,2.75,-0.76
0.12,0.23,1.00,-1.88,2.79,-1.05
0.12,0.23,1.01,-1.85,2.87,-0.99
0.13,0.24,1.01,-2.17,2.73,-1.02
0.13,0.23,1.00,-2.43,2.84,-0.93
0.13,0.23,1.01,-2.26,2.56,-0.82
0.12,0.23,1.02,-2.43,2.85,-0.66
0.13,0.23,1.00,-2.58,2.55,-0.60
0.13,0.24,1.00,-2.52,2.47,-0.38
0.13,0.24,1.00,-2.24,2.55,-0.34
0.13,0.24,1.00,-2.08,2.69,-0.35
0.13,0.24,1.01,-2.15,2.58,-0.14
0.13,0.24,1.01,-2.02,2.41,-0.32
0.13,0.24,1.02,-2.12,2.21,-0.26
0.13,0.24,1.00,-2.18,2.34,0.14
0.13,0.24,1.00,-2.06,2.53,0.03
0.13,0.23,1.00,-1.89,2.49,0.15
0.13,0.23,1.01,-1.65,2.34,0.00
0.13,0.23,1.00,-1.73,2.44,-0.05
0.13,0.24,1.01,-1.71,2.44,0.15
