acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.14,0.23,1.00,-2.20,2.37,0.34
0.14,0.23,1.00,-2.24,2.34,0.38
0.14,0.23,1.00,-2.20,2.37,0.27
0.13,0.23,1.00,-2.17,2.50,0.32
0.14,0.24,1.01,-2.12,2.46,0.44
0.14,0.23,1.00,-2.08,2.56,0.15
0.14,0.24,1.00,-2.00,2.20,-0.11
0.14,0.24,1.01,-2.06,2.46,-0.11
0.14,0.23,1.01,-2.08,2.32,-0.63
0.14,0.24,1.00,-2.09,2.05,-0.70
0.14,0.24,1.01,-2.18,1.94,-0.75
0.14,0.24,1.00,-2.09,1.95,-0.93
0.13,0.22,1.00,-1.77,2.00,-0.95
0.14,0.23,1.01,-1.98,1.94,-0.99
0.14,0.24,1.00,-1.92,2.03,-0.89
0.14,0.23,1.00,-2.14,2.26,-1.18
0.14,0.23,1.00,-2.11,2.50,-1.16
0.14,0.23,1.00,-2.20,2.46,-0.84
0.14,0.22,1.01,-2.43,2.67,-0.96
0.14,0.24,1.01,-2.44,2.56,-0.96
0.14,0.23,1.01,-2.47,2.81,-0.87
0.14,0.24,1.00,-2.32,2.89,-0.93
0.14,0.24,1.00,-2.50,2.66,-0.76
0.14,0.24,1.01,-2.35,2.41,-0.98
0.15,0.24,1.01,-2.34,2.24,-0.64
0.14,0.25,1.01,-2.23,2.32,-0.52
0.15,0.24,1.00,-2.08,2.37,-0.40
0.14,0.24,1.00,-1.65,2.41,-0.15
0.14,0.23,1.00,-1.36,2.76,0.09
0.13,0.22,1.00,-1.16,2.73,0.26
0.13,0.23,1.00,-1.13,2.70,0.23
0.13,0.23,1.00,-1.45,2.67,0.21
0.13,0.23,1.01,-1.80,2.75,0.21
0.12,0.23,1.01,-2.26,2.82,-0.05
0.13,0.24,1.01,-2.61,2.95,-0.15
0.13,0.24,1.01,-2.93,3.01,-0.35
0.13,0.24,1.01,-2.95,3.33,-0.44
0.13,0.25,1.01,-3.05,3.40,-0.82
0.14,0.24,1.00,-2.64,3.37,-1.13
0.14,0.24,0.99,-2.73,3.18,-1.39
0.15,0.24,1.01,-2.27,2.92,-1.33
0.14,0.24,1.00,-2.29,2.85,-1.37
0.14,0.25,1.01,-2.15,2.46,-1.42
0.15,0.24,1.00,-1.91,2.46,-1.21
0.15,0.24,1.01,-2.00,2.17,-1.05
0.15,0.23,1.00,-1.68,2.35,-0.87
0.15,0.23,1.00,-1.71,2.26,-0.67
0.14,0.23,1.00,-1.68,2.40,-0.84
0.14,0.23,1.00,-1.65,2.50,-0.66
0.14,0.23,1.01,-1.59,2.52,-0.81
0.14,0.24,1.00,-1.80,2.78,-0.66
0.14,0.23,1.01,-1.83,2.99,-0.84
0.14,0.23,1.00,-2.03,2.79,-0.87
0.13,0.23,1.00,-2.02,2.79,-0.64
0.13,0.23,1.01,-2.06,3.18,-0.76
0.14,0.24,1.00,-1.79,3.24,-0.96
0.13,0.24,1.00,-1.79,3.11,-0.96
0.14,0.23,0.99,-1.82,3.19,-1.31
0.13,0.24,1.01,-1.73,3.11,-1.45
0.13,0.23,1.00,-1.42,3.22,-1.42
0.13,0.22,1.00,-1.56,3.22,-1.73
0.14,0.23,1.00,-1.88,3.05,-1.57
0.13,0.24,1.01,-1.88,2.96,-1.51
0.13,0.24,1.01,-2.00,2.82,-1.68
0.14,0.25,1.01,-2.06,3.05,-1.54
0.14,0.25,1.00,-2.24,3.22,-1.45
0.14,0.23,1.00,-1.88,3.34,-1.33
0.14,0.24,1.00,-1.68,3.45,-1.18
0.13,0.23,1.00,-1.56,3.77,-1.28
0.13,0.23,0.99,-1.48,3.33,-1.11
0.13,0.23,1.01,-1.22,3.15,-1.02
0.14,0.23,1.00,-1.51,3.10,-1.18
0.14,0.24,1.00,-1.98,2.72,-1.30
0.14,0.24,1.00,-1.97,2.99,-1.76
0.14,0.23,1.00,-1.86,3.15,-1.57
0.14,0.24,1.00,-2.00,3.04,-1.54
0.14,0.24,1.00,-1.85,3.05,-1.25
