acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.00,0.12,1.03,84.64,89.01,-65.27
0.00,0.13,1.03,55.59,54.70,-28.78
0.01,0.13,1.04,88.87,106.60,-76.75
0.00,0.13,1.02,23.04,35.83,-10.09
0.01,0.14,1.04,36.70,44.98,-19.25
0.00,0.12,1.03,40.00,53.74,-32.34
0.00,0.13,1.03,16.93,32.47,-0.95
0.00,0.13,1.03,44.17,-3.50,-26.38
0.00,0.14,1.04,24.73,11.10,-11.53
0.00,0.14,1.04,26.17,9.01,-15.39
-0.00,0.14,1.03,14.23,19.50,-6.90
0.00,0.14,1.05,23.63,18.11,-6.00
-0.00,0.14,1.03,147.62,-127.50,-156.17
-0.01,0.13,1.03,6.23,40.17,15.04
0.00,0.13,1.03,22.18,2.14,-13.68
0.00,0.13,1.03,18.75,22.18,-5.01
0.01,0.13,1.03,17.54,23.19,-2.96
0.01,0.13,1.04,-13.21,418.44,228.15
0.02,0.14,1.04,64.17,-29.34,-42.31
0.01,0.13,1.03,138.00,-246.09,-162.99
0.01,0.13,1.03,46.23,-0.52,-28.41
0.02,0.14,1.04,152.78,-132.00,-135.98
0.01,0.13,1.02,12.78,31.27,3.16
0.01,0.13,1.03,116.35,-231.73,-220.82
0.01,0.14,1.02,-7.08,59.22,36.70
0.01,0.14,1.03,40.67,-76.23,-79.25
0.01,0.14,1.03,43.60,15.31,-10.23
0.01,0.13,1.03,8.44,36.73,6.40
0.02,0.13,1.03,50.17,-14.24,-33.40
0.01,0.14,1.02,7.37,32.43,3.42
0.01,0.14,1.02,27.42,11.92,-12.75
0.01,0.14,1.04,75.73,-52.87,-54.78
0.01,0.13,1.02,1.19,43.73,15.45
0.01,0.13,1.03,37.63,-24.40,-23.98
0.01,0.13,1.04,44.06,5.19,-24.47
0.01,0.13,1.03,42.43,-8.26,-32.56
0.01,0.13,1.03,43.76,-5.05,-27.56
0.02,0.13,1.03,173.47,-131.82,-152.52
0.02,0.13,1.02,90.21,-37.79,-71.28
0.02,0.13,1.03,71.05,-27.62,-60.79
0.02,0.13,1.03,87.36,-58.67,-86.90
0.02,0.13,1.03,6.75,29.24,4.14
0.02,0.13,1.02,60.34,-24.89,-39.63
0.02,0.14,1.02,50.70,-4.64,-35.88
0.02,0.13,1.02,40.37,5.79,-23.89
0.02,0.13,1.03,60.81,-22.96,-48.56
0.02,0.14,1.03,10.69,28.50,2.41
0.02,0.13,1.03,51.77,-12.50,-40.24
0.03,0.14,1.03,22.11,7.44,-11.60
0.02,0.13,1.03,25.34,14.21,-12.35
0.02,0.13,1.04,43.98,-13.25,-37.48
0.01,0.13,1.03,15.01,28.26,1.27
0.01,0.14,1.03,64.82,-35.94,-53.01
0.01,0.13,1.02,4.79,40.24,7.36
0.02,0.13,1.03,28.09,9.62,-21.65
0.01,0.14,1.02,85.33,-47.36,-62.79
-0.00,0.12,1.02,9.91,30.73,3.54
0.01,0.13,1.02,15.63,25.02,-2.43
0.01,0.14,1.02,98.38,-57.39,-78.64
0.00,0.14,1.03,18.76,17.57,-6.26
0.00,0.14,1.02,143.47,-121.08,-134.50
0.00,0.14,1.02,48.85,1.51,-31.22
0.01,0.14,1.04,10.89,28.14,-0.64
0.01,0.14,1.03,18.17,8.06,-12.46
0.01,0.13,1.03,23.11,10.81,-16.05
0.01,0.14,1.04,32.15,6.23,-19.89
0.01,0.14,1.02,61.13,-28.93,-50.09
0.01,0.13,1.03,10.02,28.03,-2.85
0.02,0.14,1.02,16.14,24.02,-1.24
0.01,0.13,1.02,27.24,14.87,-11.37
0.02,0.13,1.03,14.41,22.50,0.85
0.02,0.14,1.02,17.37,18.90,-6.02
0.02,0.13,1.02,16.43,23.83,-3.51
0.02,0.14,1.02,18.38,13.73,-8.87
0.02,0.13,1.03,6.38,36.41,-2.41
0.02,0.14,1.03,20.69,14.67,-5.16
0.02,0.14,1.02,35.97,-37.82,-53.15
0.02,0.13,1.03,-45.44,289.50,163.07
0.02,0.13,1.03,-61.10,136.70,19.60
0.02,0.14,1.03,97.39,-169.33,-173.51
0.01,0.14,1.03,92.03,-117.51,-138.58
0.01,0.13,1.03,23.89,22.35,-4.15
0.02,0.14,1.03,29.91,9.59,-15.63
0.01,0.14,1.04,12.70,21.34,-0.21
0.02,0.14,1.03,18.08,23.48,-3.89
0.02,0.13,1.03,22.95,12.49,-17.10
0.02,0.14,1.02,20.08,22.26,-2.82
0.01,0.13,1.04,14.44,24.76,-1.86
