acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.05,0.47,0.87,0.85,0.43,1.36,32.48
0.03,0.47,0.88,0.4,-0.14,0.82,32.62
0.03,0.47,0.87,0.93,-0.46,0.55,32.44
0.04,0.47,0.88,1.34,-0.35,0.82,32.58
0.03,0.46,0.87,1.59,0.58,1.86,32.44
0.05,0.47,0.88,1.25,1.24,2.34,32.48
0.04,0.47,0.87,1.08,0.87,1.91,32.48
0.04,0.47,0.86,1.15,0.38,1.47,32.53
0.03,0.47,0.87,0.96,0.27,1.21,32.58
0.04,0.47,0.86,0.72,0.76,1.86,32.58
0.04,0.47,0.87,0.66,1.47,2.24,32.53
0.05,0.48,0.86,0.55,1.25,1.91,32.58
0.04,0.48,0.87,0.7,0.55,1.24,32.62
0.04,0.48,0.86,0.75,-0.21,0.9,32.44
0.04,0.47,0.87,0.46,0.0,0.93,32.48
0.04,0.46,0.86,0.29,0.37,0.7,32.62
0.04,0.47,0.87,-0.14,0.61,0.58,32.58
0.05,0.47,0.86,-0.35,0.31,0.4,32.58
0.04,0.48,0.86,-0.09,-0.14,0.5,32.53
0.05,0.48,0.86,0.02,-0.41,0.15,32.58
0.04,0.46,0.87,-0.24,-0.05,0.17,32.58
0.04,0.46,0.87,-0.18,0.41,0.44,32.53
0.05,0.47,0.86,-0.49,0.5,0.49,32.48
0.05,0.47,0.86,-0.26,0.43,0.6,32.53
0.04,0.47,0.87,0.02,-0.08,0.6,32.53
0.04,0.47,0.87,0.41,0.43,0.82,32.58
0.03,0.48,0.87,0.84,1.15,0.75,32.53
0.03,0.47,0.87,0.44,1.63,1.07,32.44
0.05,0.47,0.87,0.09,1.04,1.34,32.48
0.05,0.47,0.87,0.37,0.17,1.28,32.53
0.04,0.47,0.87,0.72,-0.05,0.76,32.58
0.03,0.48,0.86,0.67,-0.7,0.38,32.48
0.03,0.48,0.86,1.36,-0.53,0.87,32.62
0.03,0.48,0.86,0.35,0.47,2.0,32.58
0.03,0.47,0.87,-0.38,1.65,3.57,32.53
0.05,0.46,0.86,0.17,2.14,3.86,32.53
0.05,0.44,0.87,0.14,2.31,2.4,32.39
0.04,0.45,0.86,0.14,1.04,1.1,32.44
0.03,0.46,0.86,-0.03,0.09,0.78,32.53
0.04,0.48,0.86,-0.26,-0.46,0.99,32.58
0.05,0.49,0.86,-0.27,0.03,1.22,32.44
0.05,0.49,0.86,-0.44,0.5,0.98,32.58
0.05,0.47,0.86,-0.66,0.66,0.89,32.58
0.05,0.46,0.87,-0.58,0.55,0.26,32.62
0.04,0.45,0.87,-0.55,0.05,-0.4,32.58
0.04,0.46,0.87,-0.72,0.56,-0.18,32.44
0.04,0.46,0.87,-0.4,0.17,0.26,32.53
0.04,0.46,0.86,-0.27,-1.16,0.37,32.58
0.04,0.47,0.86,0.46,-1.31,0.09,32.53
0.04,0.47,0.86,0.53,-0.34,0.46,32.53
0.04,0.47,0.88,0.24,0.58,1.07,32.58
0.04,0.47,0.87,0.38,0.95,1.54,32.53
0.05,0.47,0.86,0.72,0.56,1.63,32.48
0.04,0.47,0.86,0.75,0.47,1.73,32.58
0.05,0.46,0.87,0.95,0.82,1.88,32.53
0.04,0.46,0.87,0.0,0.78,1.37,32.48
0.04,0.47,0.86,0.37,0.75,0.29,32.53
0.03,0.47,0.87,1.04,0.06,-0.02,32.53
0.03,0.48,0.87,0.12,-0.41,0.37,32.48
0.04,0.47,0.86,0.26,-0.15,0.47,32.62
0.04,0.47,0.86,-0.69,1.27,0.15,32.58
0.03,0.46,0.86,-1.86,1.31,-0.09,32.48
0.03,0.46,0.87,-1.92,0.58,-0.05,32.62
0.04,0.47,0.88,-0.99,-0.17,-0.38,32.58
0.05,0.47,0.87,-0.4,0.52,0.05,32.48
0.04,0.47,0.87,-0.4,0.5,0.06,32.62
