acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.03,0.45,0.87,0.06,0.69,0.75,32.48
0.04,0.44,0.88,0.5,0.78,1.25,32.53
0.04,0.45,0.87,0.43,0.41,1.22,32.48
0.04,0.45,0.86,0.55,0.47,1.01,32.53
0.03,0.45,0.88,0.21,0.32,0.95,32.53
0.03,0.45,0.87,-0.23,-0.08,0.93,32.48
0.03,0.45,0.87,-0.03,0.47,1.05,32.48
0.04,0.45,0.87,-0.11,0.61,1.02,32.53
0.04,0.45,0.87,-0.35,0.7,0.78,32.58
0.04,0.45,0.87,0.05,0.41,0.85,32.62
0.03,0.45,0.87,-0.03,0.26,0.72,32.53
0.04,0.45,0.87,-0.17,0.14,0.26,32.48
0.04,0.45,0.87,-0.2,0.21,-0.02,32.62
0.03,0.45,0.88,-0.29,0.44,0.05,32.58
0.04,0.45,0.87,-0.32,0.67,0.12,32.58
0.03,0.45,0.87,-0.52,0.69,0.02,32.44
0.04,0.44,0.87,-0.32,0.69,-0.08,32.58
0.04,0.45,0.86,-0.23,0.64,-0.03,32.58
0.04,0.45,0.88,-0.03,0.84,0.09,32.44
0.03,0.44,0.87,-0.03,0.85,0.43,32.58
0.04,0.45,0.87,0.09,0.66,0.14,32.44
0.04,0.44,0.87,0.05,0.49,0.37,32.62
0.04,0.44,0.87,0.29,0.35,0.38,32.39
0.04,0.45,0.88,0.43,0.72,0.64,32.53
0.04,0.45,0.87,0.4,0.98,0.53,32.58
0.04,0.44,0.87,0.09,1.02,0.76,32.58
0.04,0.45,0.87,-0.05,0.81,0.82,32.53
0.04,0.45,0.87,0.5,1.01,0.98,32.48
0.04,0.45,0.87,0.95,0.67,1.07,32.48
0.04,0.45,0.86,1.27,0.55,0.78,32.44
0.04,0.45,0.88,1.39,1.28,1.04,32.48
0.03,0.45,0.88,0.9,1.63,1.02,32.53
0.03,0.44,0.87,0.23,1.54,1.36,32.53
0.05,0.44,0.88,0.35,0.63,1.45,32.58
0.04,0.45,0.88,0.29,-0.41,0.92,32.44
0.04,0.46,0.87,0.9,-1.07,0.78,32.53
0.04,0.46,0.87,1.6,-1.04,0.92,32.48
0.02,0.45,0.87,0.03,0.0,1.65,32.53
0.02,0.44,0.88,-0.69,0.84,2.87,32.58
0.04,0.43,0.88,-0.69,1.69,3.3,32.48
0.04,0.42,0.88,-0.41,1.95,2.47,32.53
0.05,0.44,0.88,-0.02,0.89,1.57,32.58
0.05,0.45,0.88,-0.11,-0.43,1.18,32.58
0.04,0.46,0.87,0.32,-1.02,0.63,32.44
0.05,0.47,0.88,0.49,-0.26,0.89,32.58
0.05,0.47,0.87,0.21,0.21,1.18,32.53
0.05,0.46,0.87,-0.32,0.73,1.34,32.53
0.04,0.45,0.87,-0.27,0.96,1.05,32.48
0.04,0.44,0.87,0.08,0.7,0.37,32.53
