acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.06,0.47,0.86,0.38,1.04,1.11,32.48
0.06,0.48,0.86,0.99,1.07,1.15,32.53
0.06,0.48,0.86,0.79,0.67,1.45,32.58
0.06,0.5,0.86,0.82,-0.2,1.34,32.58
0.06,0.5,0.85,1.39,-0.4,1.01,32.53
0.03,0.49,0.86,0.26,0.79,2.06,32.48
0.05,0.48,0.85,0.02,2.15,2.85,32.48
0.06,0.47,0.85,0.0,3.11,2.84,32.53
0.07,0.46,0.86,0.34,4.12,1.36,32.58
0.06,0.47,0.86,0.72,1.98,0.12,32.44
0.06,0.48,0.86,0.64,0.89,-0.08,32.53
0.06,0.5,0.86,0.17,-1.15,-0.66,32.58
0.07,0.5,0.86,0.06,-0.55,-0.44,32.44
0.06,0.5,0.85,0.63,1.1,0.08,32.48
0.07,0.49,0.85,-0.06,2.32,0.55,32.48
0.06,0.48,0.86,-0.79,2.14,-0.05,32.53
0.06,0.47,0.86,-0.98,1.1,-0.7,32.58
0.06,0.47,0.86,-0.46,0.4,-0.75,32.58
0.05,0.48,0.86,-0.08,-0.73,-0.49,32.62
0.04,0.49,0.86,-0.26,1.22,0.23,32.48
0.05,0.48,0.87,0.38,1.25,0.34,32.48
0.05,0.49,0.85,0.52,1.5,0.49,32.53
0.06,0.49,0.86,0.78,1.42,0.79,32.48
0.06,0.48,0.85,0.52,1.34,1.53,32.53
0.07,0.49,0.86,0.05,1.05,1.6,32.53
0.06,0.48,0.87,0.41,2.02,2.11,32.48
0.06,0.47,0.86,0.72,2.72,1.91,32.53
0.06,0.48,0.86,0.7,2.23,1.4,32.53
0.05,0.49,0.87,1.47,0.85,0.82,32.58
0.05,0.49,0.86,0.46,0.0,0.84,32.48
0.05,0.49,0.86,0.55,0.26,0.66,32.53
0.04,0.48,0.86,0.08,1.98,0.06,32.48
0.04,0.47,0.86,-0.6,2.79,0.35,32.53
0.05,0.47,0.86,-1.22,1.94,0.47,32.48
0.05,0.48,0.86,-0.55,0.76,0.11,32.48
