acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
-0.0,0.43,0.88,0.03,0.58,0.63,31.87
-0.01,0.44,0.87,1.07,0.5,0.85,31.87
-0.02,0.45,0.88,0.41,-0.44,0.79,31.92
-0.02,0.44,0.87,0.15,-0.35,0.96,31.82
-0.01,0.44,0.87,0.11,1.73,0.99,31.78
-0.01,0.43,0.87,-0.24,2.05,0.46,31.82
-0.01,0.43,0.87,-1.04,1.42,0.23,31.92
-0.01,0.43,0.87,-1.15,0.23,0.02,31.87
-0.0,0.44,0.88,-0.69,-0.96,-0.53,31.82
-0.01,0.45,0.87,-0.87,-1.02,-0.37,31.92
-0.0,0.45,0.87,-0.84,-0.12,0.06,31.78
-0.0,0.44,0.88,-1.04,0.58,-0.02,31.82
-0.01,0.44,0.88,-0.93,0.85,0.09,31.82
-0.01,0.43,0.87,-0.41,0.85,0.24,31.87
-0.01,0.42,0.88,-0.21,1.05,0.43,31.92
-0.01,0.43,0.88,-0.21,0.52,0.43,31.92
-0.02,0.43,0.89,-0.12,0.41,0.23,31.87
-0.02,0.43,0.88,-0.2,0.41,0.6,31.92
-0.01,0.44,0.88,-0.08,0.52,1.02,31.82
-0.0,0.43,0.88,0.18,0.85,1.11,31.82
-0.02,0.44,0.87,-0.12,0.53,0.78,31.82
-0.01,0.44,0.88,-0.37,0.64,0.82,31.82
-0.01,0.44,0.87,-0.27,0.56,1.1,31.87
-0.0,0.44,0.89,0.15,0.79,1.33,31.78
-0.0,0.44,0.87,-0.02,0.46,0.76,31.82
-0.01,0.44,0.88,0.05,0.11,0.52,31.78
-0.01,0.43,0.88,0.43,-0.11,0.32,31.87
-0.01,0.44,0.88,0.34,-0.11,0.46,31.82
-0.01,0.44,0.87,0.5,-0.14,0.27,31.87
-0.0,0.44,0.87,0.56,0.03,0.43,31.78
-0.02,0.44,0.88,0.41,0.37,0.66,31.92
-0.01,0.43,0.88,0.58,0.27,1.21,31.82
-0.0,0.44,0.88,0.44,0.38,1.31,31.78
-0.0,0.44,0.88,0.63,0.05,1.1,31.82
-0.0,0.44,0.88,0.7,0.41,1.19,31.78
-0.01,0.44,0.87,0.81,0.49,1.53,31.87
-0.0,0.44,0.87,0.93,0.84,1.89,31.82
-0.0,0.44,0.88,0.53,1.05,1.89,31.87
-0.02,0.44,0.87,0.29,0.73,1.68,31.87
-0.01,0.44,0.88,0.58,0.92,1.71,31.82
-0.01,0.44,0.88,0.76,1.08,1.86,31.87
-0.01,0.44,0.88,0.44,0.89,1.42,31.87
-0.01,0.45,0.87,0.38,0.63,1.1,31.82
-0.01,0.44,0.88,0.24,0.61,0.93,31.82
-0.0,0.44,0.87,0.47,0.75,0.85,31.87
-0.01,0.44,0.87,0.0,0.5,0.34,31.92
-0.01,0.44,0.88,-0.17,0.27,-0.03,31.87
-0.01,0.43,0.88,-0.11,0.52,-0.08,31.87
-0.0,0.43,0.87,-0.11,0.34,0.44,31.82
-0.01,0.43,0.88,-0.14,0.47,0.43,31.87
-0.0,0.44,0.87,-0.05,0.44,0.31,31.78
-0.0,0.43,0.88,0.03,0.37,0.5,31.82
-0.0,0.44,0.87,0.14,0.52,0.56,31.87
-0.0,0.43,0.88,0.08,0.75,0.84,31.87
-0.0,0.43,0.88,0.21,0.63,1.27,31.82
