acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.01,0.48,0.86,1.39,2.34,2.05,32.58
0.01,0.48,0.86,1.62,2.14,1.91,32.53
0.01,0.49,0.86,1.62,1.98,1.66,32.53
0.01,0.49,0.86,1.11,1.94,2.06,32.48
0.01,0.49,0.86,0.89,1.98,1.85,32.62
0.01,0.49,0.85,1.08,1.98,1.31,32.58
0.01,0.48,0.85,0.9,1.62,0.99,32.58
0.01,0.48,0.86,1.13,1.65,0.93,32.53
0.01,0.49,0.85,0.76,1.53,1.28,32.48
0.01,0.49,0.85,0.67,1.33,1.25,32.48
0.01,0.48,0.85,0.78,1.39,1.27,32.53
0.0,0.49,0.86,1.19,1.36,1.08,32.48
0.01,0.48,0.85,1.79,1.56,0.82,32.53
0.01,0.48,0.85,1.86,2.43,1.36,32.53
0.01,0.48,0.86,0.73,1.86,1.24,32.48
0.0,0.48,0.86,0.81,1.8,1.31,32.53
0.01,0.48,0.85,1.27,1.22,1.53,32.53
0.01,0.49,0.84,0.9,0.0,1.45,32.58
0.01,0.5,0.85,2.37,-0.2,1.22,32.48
0.0,0.5,0.86,2.6,0.73,1.37,32.58
-0.02,0.5,0.85,1.69,2.29,2.52,32.48
-0.01,0.48,0.85,1.19,3.65,4.09,32.44
0.01,0.47,0.85,-0.11,3.92,4.41,32.48
0.02,0.46,0.85,0.03,3.11,3.18,32.58
0.02,0.47,0.86,0.73,0.92,2.26,32.62
0.01,0.49,0.86,1.62,-0.35,2.08,32.48
0.02,0.51,0.85,1.88,0.09,1.83,32.44
0.01,0.51,0.85,0.92,1.66,2.08,32.53
0.02,0.51,0.85,0.35,2.31,2.49,32.48
0.01,0.5,0.85,0.34,2.12,2.09,32.58
0.01,0.48,0.86,0.67,1.31,1.02,32.48
0.01,0.48,0.86,0.98,1.11,0.63,32.48
0.0,0.48,0.85,1.02,1.02,0.7,32.62
0.01,0.49,0.85,0.9,1.15,1.02,32.48
0.01,0.49,0.86,0.53,1.22,0.89,32.48
0.01,0.49,0.85,0.73,1.15,0.67,32.53
0.0,0.49,0.85,0.99,1.21,0.98,32.58
0.01,0.49,0.85,0.84,1.28,1.36,32.53
0.01,0.49,0.85,1.08,1.13,1.56,32.44
0.01,0.49,0.86,1.39,1.11,1.63,32.48
0.01,0.48,0.86,0.78,1.01,1.53,32.48
0.01,0.49,0.85,1.34,1.5,1.16,32.44
0.01,0.49,0.86,1.19,1.57,1.33,32.48
-0.0,0.49,0.85,0.55,0.98,1.82,32.53
0.0,0.49,0.85,1.66,1.01,2.27,32.58
0.01,0.48,0.84,1.02,1.63,1.36,32.58
0.0,0.49,0.85,-0.02,2.17,0.92,32.53
-0.0,0.48,0.86,-0.72,0.87,0.93,32.48
0.01,0.48,0.86,-0.53,0.12,1.02,32.48
0.0,0.49,0.86,0.21,0.14,0.76,32.53
0.01,0.49,0.86,0.63,0.47,0.7,32.48
0.01,0.49,0.85,0.29,0.95,0.96,32.48
0.01,0.49,0.85,-0.31,1.47,0.98,32.53
0.01,0.48,0.85,-0.18,1.69,0.85,32.58
0.0,0.48,0.85,0.46,1.42,0.81,32.53
0.01,0.48,0.85,0.69,1.42,1.31,32.58
0.02,0.49,0.86,0.47,1.76,1.22,32.58
0.01,0.49,0.86,0.5,1.65,1.02,32.44
-0.0,0.49,0.85,0.58,1.21,0.63,32.58
-0.0,0.49,0.86,0.38,1.04,0.6,32.48
0.01,0.49,0.85,0.31,0.76,0.73,32.53
0.01,0.49,0.85,0.41,0.81,0.76,32.39
0.0,0.49,0.85,0.58,1.01,0.9,32.48
0.0,0.49,0.85,0.67,0.92,0.85,32.44
0.01,0.49,0.85,0.67,0.49,0.69,32.48
0.0,0.48,0.85,0.79,0.79,0.85,32.53
0.0,0.48,0.86,0.84,0.72,0.85,32.53
0.0,0.49,0.85,0.79,0.98,0.67,32.58
0.0,0.49,0.85,0.66,0.89,0.76,32.53
0.01,0.49,0.85,0.82,1.02,1.11,32.48
0.0,0.49,0.86,0.56,1.1,1.54,32.58
-0.0,0.49,0.86,0.75,1.13,1.54,32.44
0.01,0.48,0.85,0.85,1.47,1.83,32.48
0.0,0.48,0.86,0.73,1.76,1.77,32.48
0.0,0.49,0.85,1.05,1.51,1.71,32.44
0.01,0.49,0.85,0.95,1.37,1.62,32.48
0.0,0.5,0.86,0.37,1.11,1.08,32.44
0.0,0.5,0.85,0.43,0.63,1.02,32.48
0.0,0.5,0.86,0.15,0.72,0.81,32.58
0.01,0.49,0.84,0.0,0.53,0.84,32.44
0.0,0.49,0.85,-0.38,0.47,0.27,32.39
0.0,0.49,0.85,-0.37,-0.05,0.53,32.48
0.0,0.49,0.85,-0.85,-0.52,0.49,32.53
0.02,0.49,0.85,-1.19,-0.89,0.46,32.48
0.01,0.49,0.85,-0.78,-0.67,0.47,32.58
0.01,0.5,0.85,-0.76,-0.52,0.31,32.44
0.01,0.49,0.86,-1.11,-0.09,0.66,32.58
0.01,0.49,0.86,-1.98,-0.03,0.46,32.62
0.02,0.48,0.85,-2.63,-0.84,0.84,32.53
0.02,0.48,0.87,-2.35,-1.66,0.81,32.58
0.01,0.49,0.86,-3.19,-4.23,0.81,32.53
-0.0,0.5,0.87,-3.25,-5.59,0.76,32.48
-0.01,0.51,0.86,-2.9,-5.69,0.49,32.48
