acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.05,0.46,0.87,-0.06,0.66,0.52,32.44
0.05,0.46,0.87,0.0,0.64,0.92,32.48
0.05,0.46,0.87,0.47,0.78,0.99,32.53
0.04,0.46,0.87,0.47,0.66,0.72,32.44
0.04,0.46,0.87,0.61,0.44,0.66,32.48
0.05,0.46,0.86,0.5,0.46,0.87,32.48
0.04,0.45,0.88,0.55,0.46,1.15,32.58
0.04,0.46,0.87,0.6,0.31,1.18,32.48
0.04,0.46,0.87,0.67,0.61,1.44,32.53
0.04,0.46,0.87,0.63,0.7,1.62,32.39
0.04,0.46,0.88,0.5,0.89,1.76,32.48
0.04,0.46,0.87,0.49,0.6,1.59,32.44
0.04,0.46,0.87,0.46,0.66,1.42,32.48
0.04,0.46,0.88,0.46,0.64,1.34,32.53
0.04,0.46,0.88,0.27,0.63,1.51,32.53
0.05,0.46,0.87,0.31,0.82,1.63,32.48
0.05,0.46,0.87,0.08,1.22,1.5,32.53
0.04,0.46,0.87,0.06,1.08,1.18,32.48
0.04,0.46,0.87,-0.05,0.64,0.43,32.48
0.04,0.46,0.87,-0.21,0.17,0.34,32.44
0.04,0.46,0.87,-0.72,0.37,0.27,32.48
0.04,0.46,0.87,-0.92,-0.02,0.12,32.53
0.05,0.46,0.87,-0.89,0.26,-0.08,32.44
0.05,0.45,0.87,-0.78,0.2,-0.26,32.48
0.04,0.46,0.87,-0.93,0.23,-0.23,32.53
0.04,0.46,0.87,-0.98,0.37,0.24,32.48
0.05,0.45,0.87,-0.79,0.03,0.27,32.58
0.05,0.46,0.86,-0.23,0.12,0.63,32.44
0.05,0.46,0.87,0.23,0.23,0.75,32.48
0.04,0.46,0.87,0.49,0.85,0.84,32.48
0.04,0.45,0.87,0.43,1.57,1.25,32.53
0.04,0.45,0.86,-0.18,1.91,1.57,32.48
0.04,0.45,0.87,-0.38,0.75,1.6,32.53
0.05,0.45,0.88,0.43,-0.35,1.33,32.44
0.05,0.46,0.87,0.6,-0.96,1.4,32.48
