acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.07,0.49,0.86,-2.03,0.47,-0.66,32.58
0.06,0.49,0.85,-0.7,-0.9,-0.99,32.58
0.07,0.49,0.85,-0.4,-0.72,-0.92,32.62
0.07,0.5,0.85,-1.08,-0.11,-0.81,32.58
0.06,0.49,0.84,-1.57,0.4,-0.46,32.72
0.06,0.48,0.85,-1.47,2.15,0.38,32.62
0.06,0.48,0.85,-0.11,1.69,0.73,32.67
0.06,0.48,0.85,0.21,0.69,0.85,32.58
0.07,0.48,0.86,-0.15,0.26,0.75,32.58
0.05,0.49,0.86,-0.09,0.69,0.87,32.58
0.06,0.48,0.85,0.15,0.78,0.78,32.53
0.07,0.49,0.85,0.23,0.96,1.21,32.58
0.07,0.49,0.86,0.24,0.98,1.37,32.48
0.06,0.5,0.85,0.12,0.5,1.22,32.53
0.06,0.5,0.85,0.23,0.47,1.31,32.67
0.06,0.49,0.85,0.31,0.5,1.4,32.62
0.06,0.49,0.86,0.21,0.11,1.31,32.62
0.07,0.49,0.85,0.29,0.23,1.16,32.58
0.07,0.49,0.86,0.37,0.15,0.87,32.58
0.06,0.49,0.85,0.47,-0.14,0.92,32.62
0.07,0.49,0.85,0.76,-0.02,0.82,32.58
0.06,0.5,0.85,0.75,0.12,1.13,32.53
0.06,0.49,0.85,0.76,0.03,1.48,32.67
0.06,0.49,0.84,0.63,0.11,1.57,32.58
0.07,0.49,0.85,0.56,0.12,1.47,32.53
0.06,0.49,0.85,0.58,0.17,1.39,32.48
0.06,0.49,0.85,0.75,0.26,1.59,32.62
0.07,0.49,0.85,0.78,0.4,1.6,32.53
0.07,0.49,0.86,0.67,0.69,1.79,32.58
0.07,0.5,0.85,0.6,0.82,1.71,32.58
0.06,0.49,0.85,0.64,0.98,1.76,32.53
0.06,0.49,0.85,0.38,1.02,1.57,32.67
0.08,0.49,0.85,0.27,0.76,1.6,32.62
0.07,0.5,0.86,0.23,0.66,1.34,32.58
0.07,0.49,0.85,0.15,0.56,0.95,32.58
0.07,0.49,0.85,0.17,0.38,0.66,32.62
0.07,0.49,0.85,0.32,0.24,0.67,32.58
0.07,0.49,0.85,0.15,0.23,0.7,32.62
0.06,0.49,0.85,-0.23,0.11,0.38,32.62
0.07,0.49,0.85,-0.08,0.17,0.24,32.58
0.06,0.49,0.85,0.0,0.12,0.66,32.62
0.07,0.49,0.85,-0.2,0.06,0.5,32.67
0.07,0.49,0.86,-0.09,0.11,0.46,32.58
0.07,0.49,0.85,0.14,0.27,0.27,32.62
0.06,0.49,0.85,0.23,0.34,0.81,32.67
0.07,0.49,0.85,0.09,0.43,1.16,32.62
0.07,0.49,0.85,0.2,0.64,1.08,32.53
0.07,0.5,0.86,0.67,0.7,1.18,32.67
0.07,0.5,0.85,1.08,0.76,0.67,32.53
0.06,0.49,0.85,1.22,1.44,0.84,32.58
0.06,0.49,0.85,0.21,1.56,1.15,32.48
0.07,0.48,0.86,-0.02,1.4,1.27,32.62
0.08,0.48,0.86,0.38,0.64,0.69,32.58
0.07,0.51,0.85,0.49,-0.15,0.31,32.62
0.07,0.5,0.84,1.11,-1.22,0.21,32.62
0.05,0.5,0.85,0.58,-1.24,0.78,32.58
0.04,0.5,0.85,-0.53,0.4,1.98,32.62
0.06,0.49,0.85,-0.69,2.23,2.99,32.48
0.08,0.47,0.86,-0.85,3.11,2.78,32.48
0.07,0.46,0.86,-0.38,2.85,1.57,32.53
0.07,0.48,0.85,-0.52,0.84,1.04,32.58
0.07,0.5,0.85,-0.14,-0.24,0.79,32.67
0.07,0.51,0.85,0.5,-1.13,0.4,32.62
0.07,0.52,0.85,0.37,-0.02,0.89,32.58
0.08,0.51,0.85,-0.27,1.28,1.37,32.62
0.08,0.49,0.85,-0.82,2.26,1.34,32.62
0.08,0.48,0.86,-0.23,1.44,0.69,32.67
0.07,0.48,0.86,0.41,0.43,0.06,32.62
0.06,0.48,0.86,0.55,-0.53,-0.05,32.58
0.06,0.48,0.85,0.49,-1.15,0.15,32.58
0.06,0.49,0.85,0.46,-0.17,0.53,32.53
0.06,0.49,0.85,0.69,0.96,0.9,32.58
0.06,0.5,0.86,0.35,1.51,1.56,32.58
0.07,0.5,0.85,0.41,1.18,1.79,32.53
0.06,0.49,0.85,0.67,0.7,1.83,32.58
0.07,0.49,0.84,0.78,0.78,1.85,32.62
0.08,0.49,0.85,0.72,1.63,2.44,32.67
0.08,0.49,0.84,0.08,2.09,1.71,32.67
0.08,0.49,0.85,0.4,1.8,0.79,32.53
0.06,0.49,0.85,0.73,0.5,0.27,32.58
0.06,0.51,0.86,0.32,-0.43,0.43,32.62
0.06,0.5,0.85,0.24,0.0,0.41,32.62
0.06,0.49,0.85,-0.49,1.59,0.32,32.58
0.06,0.48,0.85,-1.83,1.97,0.17,32.58
0.06,0.48,0.85,-2.41,0.56,-0.08,32.58
0.06,0.49,0.86,-1.15,-0.41,-0.37,32.58
0.07,0.5,0.86,0.09,-0.5,-0.43,32.62
0.07,0.5,0.85,-0.24,0.21,-0.03,32.58
0.07,0.49,0.85,-0.87,0.69,0.32,32.62
0.06,0.49,0.85,-0.64,1.4,0.84,32.53
0.06,0.48,0.85,-0.05,1.62,1.34,32.58
0.06,0.48,0.85,0.18,1.69,1.63,32.62
0.06,0.48,0.85,0.14,1.51,1.54,32.62
0.07,0.48,0.86,0.41,1.74,1.62,32.67
0.06,0.49,0.85,0.69,1.62,1.48,32.62
0.06,0.49,0.85,0.58,1.6,1.24,32.67
0.06,0.49,0.85,0.41,1.53,1.31,32.67
0.06,0.49,0.85,0.31,1.6,1.51,32.62
0.07,0.49,0.85,0.14,1.54,1.48,32.67
0.06,0.49,0.86,0.12,1.19,1.22,32.58
0.07,0.5,0.85,0.18,0.98,0.95,32.62
0.08,0.5,0.86,0.32,0.81,1.16,32.67
0.07,0.49,0.86,0.58,0.93,0.6,32.62
0.07,0.48,0.86,0.66,0.79,0.31,32.62
0.07,0.49,0.86,0.78,0.56,0.61,32.58
0.06,0.49,0.86,0.79,0.69,0.81,32.62
0.06,0.49,0.85,0.84,1.01,1.04,32.58
0.06,0.49,0.86,0.79,1.47,1.22,32.58
0.06,0.49,0.85,0.81,1.51,1.37,32.62
0.06,0.48,0.85,0.93,1.62,1.6,32.58
0.06,0.49,0.86,0.84,1.74,1.6,32.67
0.06,0.49,0.86,0.89,1.8,1.59,32.62
0.06,0.49,0.86,0.79,1.89,1.59,32.67
0.07,0.49,0.86,0.95,2.02,1.62,32.62
0.07,0.49,0.86,0.89,2.11,1.62,32.53
0.06,0.49,0.86,0.85,2.24,1.48,32.48
0.06,0.49,0.86,0.47,1.92,1.3,32.58
0.06,0.49,0.86,0.56,1.74,1.18,32.62
0.06,0.49,0.86,0.56,1.82,1.13,32.67
0.06,0.49,0.86,0.56,1.83,0.84,32.62
0.06,0.49,0.85,0.49,1.62,0.64,32.67
0.07,0.49,0.85,0.18,1.22,0.37,32.67
0.07,0.49,0.86,0.34,1.07,0.21,32.62
0.06,0.49,0.85,0.38,1.08,0.52,32.67
0.06,0.5,0.86,0.46,1.22,0.67,32.58
0.06,0.49,0.85,0.26,1.19,0.92,32.62
0.06,0.48,0.86,0.6,1.59,0.95,32.67
0.07,0.48,0.85,0.64,1.31,1.01,32.67
0.06,0.49,0.85,0.5,1.18,1.42,32.53
0.06,0.49,0.86,1.08,1.3,1.51,32.58
0.06,0.49,0.86,1.34,1.19,1.39,32.53
0.06,0.49,0.86,1.62,1.59,1.33,32.62
0.06,0.49,0.86,1.6,2.12,1.57,32.58
0.05,0.49,0.85,0.99,2.58,1.97,32.62
0.06,0.48,0.86,0.99,1.98,1.77,32.62
0.06,0.48,0.85,1.28,1.25,1.51,32.58
0.07,0.5,0.84,0.92,0.0,1.24,32.62
0.06,0.51,0.85,1.85,-0.79,1.3,32.58
0.05,0.5,0.86,1.48,-0.32,1.65,32.67
0.04,0.5,0.85,0.2,1.44,2.76,32.62
0.05,0.48,0.85,-0.08,2.63,3.59,32.58
0.07,0.47,0.85,-0.17,3.71,3.6,32.58
0.08,0.47,0.86,0.15,3.31,2.38,32.62
0.07,0.48,0.86,0.4,0.76,1.98,32.58
0.07,0.5,0.86,0.98,-1.05,1.59,32.72
0.07,0.51,0.86,1.42,-0.69,1.4,32.53
0.07,0.52,0.85,1.42,0.84,1.69,32.67
0.06,0.51,0.84,0.43,2.02,2.4,32.62
0.06,0.49,0.85,-0.03,2.35,2.14,32.62
0.07,0.49,0.85,0.29,1.37,1.11,32.58
0.06,0.48,0.85,0.69,0.29,0.27,32.62
0.06,0.49,0.86,0.81,-0.21,0.21,32.67
0.06,0.49,0.85,0.93,0.05,0.72,32.67
0.06,0.5,0.85,0.89,0.64,0.98,32.72
0.05,0.49,0.85,0.96,1.48,1.48,32.58
0.06,0.5,0.86,1.07,1.65,1.66,32.67
0.06,0.49,0.85,1.37,1.42,1.79,32.62
0.06,0.49,0.85,1.65,1.01,2.09,32.67
0.07,0.49,0.86,1.57,1.13,2.23,32.62
0.07,0.49,0.86,1.66,1.8,2.24,32.62
0.07,0.49,0.85,0.9,2.32,1.95,32.58
0.06,0.5,0.85,2.12,2.08,1.24,32.58
0.05,0.5,0.85,0.89,0.93,1.01,32.62
0.04,0.5,0.85,1.3,-0.02,0.93,32.67
0.05,0.5,0.85,1.11,1.53,1.31,32.62
0.06,0.49,0.85,-0.23,3.02,1.13,32.48
0.06,0.49,0.85,-1.54,2.44,0.82,32.58
0.06,0.49,0.85,-1.47,0.81,0.41,32.72
0.07,0.49,0.86,0.11,-0.14,-0.08,32.58
0.07,0.51,0.85,0.5,-0.14,0.12,32.58
0.07,0.5,0.85,-0.21,0.67,0.49,32.53
0.07,0.49,0.84,-0.49,1.56,0.64,32.58
0.06,0.49,0.85,-0.14,1.89,0.98,32.67
0.06,0.49,0.85,0.32,1.98,0.92,32.62
0.05,0.49,0.85,0.05,1.48,0.84,32.58
0.06,0.49,0.85,0.05,1.21,0.58,32.72
0.06,0.49,0.86,0.32,1.53,0.43,32.72
0.06,0.49,0.85,0.35,1.57,0.34,32.58
0.06,0.49,0.86,0.11,1.59,0.6,32.62
0.06,0.49,0.85,0.24,1.36,0.49,32.58
0.06,0.49,0.86,0.38,1.76,0.95,32.58
0.06,0.49,0.86,0.55,1.57,1.21,32.62
0.07,0.49,0.85,0.4,1.62,1.13,32.58
0.06,0.5,0.86,0.66,1.04,0.89,32.58
0.06,0.49,0.85,0.95,0.84,0.69,32.62
0.06,0.49,0.85,1.31,1.19,1.08,32.58
0.06,0.49,0.85,1.13,1.19,1.39,32.53
0.06,0.49,0.84,1.19,1.3,1.53,32.53
0.06,0.49,0.85,1.05,1.47,1.54,32.67
0.05,0.49,0.85,1.16,1.19,1.37,32.62
0.05,0.49,0.86,1.01,1.11,1.62,32.67
0.06,0.49,0.85,0.95,1.57,1.71,32.58
0.06,0.49,0.84,0.72,1.54,1.54,32.62
0.06,0.49,0.86,0.85,1.66,1.74,32.58
0.06,0.5,0.86,0.78,1.73,1.85,32.58
0.06,0.5,0.85,0.47,1.44,1.66,32.53
0.06,0.5,0.85,0.63,1.54,1.4,32.58
0.06,0.5,0.86,0.78,1.47,1.71,32.67
0.06,0.48,0.85,0.6,1.63,1.5,32.72
0.05,0.5,0.85,0.24,1.45,1.27,32.58
0.06,0.5,0.85,0.11,1.24,0.92,32.53
0.05,0.5,0.86,-0.18,0.6,0.89,32.62
0.06,0.49,0.85,-0.31,0.44,0.75,32.67
0.05,0.5,0.85,-0.31,0.23,0.43,32.62
0.06,0.49,0.85,-0.41,0.5,0.32,32.58
0.06,0.49,0.85,-0.75,0.56,0.4,32.67
0.06,0.49,0.86,-0.75,0.11,0.56,32.62
0.06,0.49,0.85,-0.44,-0.06,0.52,32.67
0.06,0.49,0.84,0.06,0.06,0.38,32.67
0.06,0.49,0.85,0.79,0.29,0.46,32.62
0.06,0.49,0.85,0.67,1.21,1.07,32.58
0.05,0.5,0.85,-0.14,1.86,0.99,32.62
0.05,0.49,0.87,-0.99,1.33,0.92,32.62
0.06,0.49,0.85,-0.35,0.32,0.81,32.58
0.06,0.5,0.85,0.2,-0.52,0.75,32.62
0.06,0.51,0.86,0.5,-0.72,1.1,32.62
0.05,0.51,0.85,0.79,-0.35,1.16,32.48
0.04,0.5,0.86,-1.24,1.13,1.53,32.58
0.04,0.49,0.85,-2.14,1.79,2.52,32.58
0.05,0.48,0.86,-1.66,2.06,2.63,32.58
0.07,0.47,0.85,-1.08,2.4,1.74,32.62
0.07,0.48,0.85,-1.4,1.05,0.64,32.58
0.07,0.5,0.85,-1.39,-1.05,0.31,32.48
0.07,0.51,0.85,-1.15,-2.0,0.06,32.62
0.07,0.52,0.84,-0.95,-0.69,0.14,32.67
0.07,0.5,0.84,-1.1,0.82,0.63,32.62
0.07,0.5,0.85,-1.97,1.8,0.73,32.62
0.06,0.48,0.84,-2.02,0.99,-0.08,32.58
0.06,0.48,0.86,-1.27,0.2,-0.64,32.67
0.06,0.48,0.86,-0.67,-0.52,-0.9,32.62
0.05,0.48,0.85,-0.63,-0.96,-0.7,32.58
0.05,0.49,0.85,-0.43,-0.69,-0.24,32.62
0.05,0.49,0.85,-0.35,0.27,0.38,32.58
0.06,0.49,0.85,-0.46,0.75,0.93,32.58
0.06,0.49,0.86,-0.18,0.82,1.3,32.53
0.06,0.49,0.86,0.41,0.58,1.45,32.58
0.07,0.49,0.85,0.37,0.17,1.53,32.58
0.07,0.48,0.85,0.38,0.09,1.36,32.62
0.07,0.48,0.85,-0.2,0.7,1.07,32.58
0.06,0.48,0.85,0.89,0.93,0.87,32.67
0.04,0.5,0.87,-0.56,0.06,0.41,32.62
0.04,0.5,0.86,-0.06,-0.81,0.75,32.58
0.05,0.49,0.86,0.06,-0.17,0.98,32.62
0.06,0.48,0.86,-0.9,1.51,0.67,32.62
0.05,0.49,0.85,-2.32,1.21,-0.21,32.58
0.05,0.48,0.86,-2.44,0.02,0.06,32.53
0.06,0.49,0.86,-1.21,-0.52,0.29,32.67
0.07,0.5,0.86,-0.41,-0.96,0.09,32.58
0.06,0.5,0.85,-0.89,-0.67,0.12,32.72
0.06,0.49,0.86,-1.19,0.09,0.23,32.67
0.06,0.48,0.85,-0.73,1.27,0.73,32.58
0.05,0.48,0.85,-0.47,1.77,1.15,32.62
0.05,0.48,0.86,-0.7,1.37,1.44,32.58
0.06,0.48,0.86,-0.52,0.85,0.95,32.53
0.05,0.48,0.86,-0.24,0.58,0.52,32.72
0.06,0.49,0.86,0.14,0.69,0.58,32.58
0.06,0.49,0.86,-0.18,0.85,0.69,32.72
