acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.01,0.48,0.86,-0.87,0.32,1.44,32.58
0.03,0.49,0.86,-1.42,-1.07,1.74,32.48
0.04,0.49,0.86,-0.66,-1.34,1.8,32.39
0.04,0.49,0.85,0.12,-0.24,1.69,32.48
0.04,0.48,0.85,0.15,0.73,1.65,32.53
0.04,0.47,0.84,-0.12,1.22,1.95,32.48
0.03,0.47,0.85,-0.73,0.79,2.27,32.48
0.02,0.47,0.85,-1.19,-0.23,1.88,32.44
0.01,0.47,0.86,-0.56,-0.55,1.13,32.39
0.01,0.48,0.86,-0.66,-0.41,0.99,32.44
0.01,0.47,0.86,-0.84,0.63,1.16,32.53
0.02,0.48,0.86,-2.06,0.43,1.08,32.48
0.02,0.49,0.86,-2.0,0.37,0.61,32.58
0.03,0.48,0.87,-1.13,0.49,0.26,32.48
0.03,0.48,0.87,-0.4,1.19,0.02,32.48
0.01,0.47,0.86,-0.43,1.68,-0.17,32.44
0.01,0.48,0.86,-0.99,2.38,0.27,32.39
-0.0,0.48,0.88,-1.31,1.69,0.18,32.53
-0.0,0.47,0.87,-1.13,1.63,0.64,32.53
0.02,0.47,0.87,-0.73,1.42,1.11,32.48
0.01,0.47,0.87,-0.84,2.61,0.75,32.53
0.02,0.47,0.86,-1.18,3.08,1.08,32.53
0.02,0.46,0.85,-1.48,2.5,0.95,32.48
0.03,0.49,0.85,-1.88,3.37,1.21,32.53
0.02,0.48,0.85,-1.89,2.23,0.6,32.39
0.01,0.48,0.85,-1.05,1.57,-0.2,32.39
0.0,0.48,0.86,-0.44,1.89,-0.75,32.34
-0.0,0.47,0.86,-0.85,2.81,-0.98,32.39
-0.01,0.48,0.85,-1.53,2.35,-1.37,32.53
-0.02,0.48,0.87,-1.83,2.6,-2.11,32.44
-0.01,0.47,0.86,-1.66,2.18,-2.78,32.48
-0.02,0.47,0.87,-1.68,1.66,-3.5,32.44
-0.01,0.46,0.86,-1.74,1.1,-3.5,32.48
-0.0,0.46,0.86,-2.29,0.52,-3.47,32.39
0.0,0.46,0.86,-2.31,-0.05,-3.22,32.53
0.01,0.46,0.86,-2.82,-1.27,-3.31,32.48
0.01,0.46,0.86,-2.29,-1.51,-2.92,32.48
0.01,0.46,0.86,-1.95,-1.05,-1.98,32.44
0.01,0.45,0.85,-1.82,-0.9,-0.98,32.39
0.0,0.45,0.86,-1.44,-0.4,0.05,32.44
0.02,0.44,0.86,-1.39,-0.49,0.99,32.53
0.01,0.45,0.86,-1.02,-1.02,1.48,32.48
0.01,0.46,0.86,-1.11,-1.68,1.48,32.53
0.01,0.46,0.85,-0.69,-2.12,2.2,32.44
0.02,0.46,0.86,0.03,-1.33,3.33,32.39
0.01,0.47,0.86,0.32,-0.82,4.15,32.53
0.02,0.47,0.86,0.14,-0.93,4.72,32.48
0.02,0.47,0.86,0.98,-1.22,4.58,32.48
0.03,0.48,0.87,1.51,-2.03,4.11,32.44
0.02,0.49,0.86,1.83,-2.49,3.66,32.48
0.0,0.5,0.86,2.76,-2.23,3.11,32.39
-0.01,0.5,0.87,2.49,-2.05,3.08,32.44
-0.01,0.49,0.87,1.77,-1.31,3.8,32.48
0.0,0.48,0.86,1.11,-0.12,3.88,32.44
0.02,0.45,0.87,0.26,0.66,1.97,32.44
0.02,0.45,0.88,-0.35,0.27,-0.26,32.39
0.03,0.46,0.87,-0.73,-0.72,-1.98,32.44
0.03,0.47,0.87,-1.92,-2.73,-3.45,32.48
0.04,0.48,0.86,-2.98,-4.08,-3.94,32.48
0.05,0.49,0.86,-4.44,-3.69,-3.24,32.44
0.05,0.48,0.86,-5.5,-2.95,-2.69,32.48
0.05,0.46,0.87,-4.56,-2.03,-2.76,32.44
0.04,0.45,0.87,-2.98,-0.58,-3.18,32.34
0.02,0.44,0.87,-2.18,-0.09,-2.98,32.39
0.0,0.44,0.87,-2.32,0.09,-2.02,32.44
-0.0,0.44,0.87,-2.89,-0.78,-0.85,32.44
0.0,0.45,0.87,-3.76,-1.39,0.78,32.39
0.01,0.45,0.88,-3.83,-1.89,2.02,32.44
0.03,0.46,0.87,-3.39,-2.17,3.07,32.48
0.05,0.46,0.87,-2.32,-1.47,3.21,32.39
0.05,0.47,0.86,-0.32,-0.32,3.47,32.44
0.04,0.48,0.87,0.98,1.13,3.48,32.48
0.02,0.48,0.86,2.35,2.05,3.65,32.39
0.01,0.47,0.88,3.15,2.79,3.33,32.44
0.01,0.47,0.88,2.31,2.12,2.72,32.48
-0.0,0.48,0.87,2.53,1.83,1.57,32.53
-0.01,0.48,0.87,2.79,1.21,0.58,32.44
0.0,0.48,0.87,2.15,0.21,-0.58,32.39
0.01,0.47,0.87,2.15,1.62,-1.39,32.48
0.01,0.47,0.87,2.17,3.48,-2.61,32.48
-0.01,0.46,0.87,1.68,4.08,-3.42,32.48
-0.02,0.47,0.86,0.61,3.19,-3.54,32.53
-0.0,0.46,0.87,-0.85,2.32,-3.33,32.58
0.01,0.47,0.86,-2.61,0.27,-3.82,32.48
0.02,0.47,0.86,-4.46,-1.42,-4.41,32.44
0.03,0.47,0.84,-5.16,-2.12,-4.98,32.48
0.01,0.47,0.86,-4.21,-1.33,-5.63,32.44
0.0,0.46,0.85,-2.75,0.85,-5.34,32.44
0.0,0.44,0.86,-2.5,3.04,-4.32,32.58
0.0,0.42,0.85,-3.07,4.05,-3.57,32.39
0.0,0.43,0.86,-4.17,2.11,-2.67,32.53
0.02,0.43,0.86,-5.42,-1.59,-2.44,32.39
0.02,0.44,0.86,-6.32,-4.84,-3.01,32.44
0.02,0.45,0.86,-6.18,-5.6,-3.56,32.48
0.01,0.44,0.85,-5.21,-4.27,-3.82,32.48
