acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.03,0.48,0.85,0.49,0.84,1.36,32.44
0.03,0.48,0.84,0.99,0.4,0.6,32.48
0.01,0.5,0.86,1.39,0.0,0.29,32.44
0.01,0.5,0.85,0.37,-0.61,0.95,32.53
0.01,0.49,0.85,0.56,-0.11,1.44,32.48
0.02,0.48,0.85,-0.06,0.98,0.9,32.62
0.01,0.48,0.85,-0.82,1.01,0.27,32.53
0.02,0.47,0.85,-1.71,-0.09,-0.06,32.48
0.02,0.48,0.86,-1.01,-1.1,-0.05,32.44
0.03,0.48,0.86,-0.08,-0.58,0.31,32.48
0.02,0.49,0.86,-0.05,-0.37,0.26,32.58
0.03,0.48,0.85,-0.53,-0.34,0.2,32.62
0.02,0.49,0.84,-0.52,-0.09,0.31,32.58
0.03,0.48,0.85,0.12,0.35,0.87,32.44
0.02,0.48,0.85,0.49,0.69,1.33,32.53
0.02,0.48,0.86,0.67,0.76,1.47,32.58
0.02,0.48,0.86,0.81,0.82,1.15,32.53
0.02,0.48,0.85,0.69,0.69,0.95,32.58
0.02,0.48,0.85,0.81,0.34,0.99,32.48
0.02,0.49,0.86,0.93,0.44,0.81,32.53
0.02,0.48,0.85,0.46,0.26,0.95,32.39
0.02,0.48,0.85,0.43,0.31,1.27,32.53
0.03,0.48,0.86,0.49,0.4,1.27,32.62
0.03,0.49,0.85,0.73,0.49,1.25,32.58
0.03,0.49,0.85,0.76,0.34,1.22,32.62
0.03,0.48,0.86,0.63,0.09,0.87,32.58
0.03,0.48,0.86,0.9,0.21,0.9,32.58
0.03,0.48,0.85,0.99,0.31,1.18,32.44
0.03,0.49,0.86,1.01,0.27,1.08,32.48
0.02,0.49,0.85,0.95,0.08,0.89,32.58
0.02,0.49,0.85,0.81,0.41,1.05,32.44
0.02,0.49,0.87,0.67,0.41,0.76,32.48
0.03,0.48,0.86,0.69,0.6,1.19,32.53
0.02,0.49,0.86,0.58,0.89,1.1,32.53
0.02,0.49,0.85,0.49,0.79,0.81,32.48
0.02,0.49,0.86,0.35,0.63,0.73,32.44
0.02,0.48,0.85,0.21,0.38,0.58,32.39
0.02,0.49,0.84,0.2,0.52,0.79,32.58
0.03,0.49,0.84,0.26,0.81,0.84,32.44
0.02,0.48,0.85,0.37,0.87,0.78,32.48
0.02,0.49,0.85,0.58,0.95,0.6,32.48
0.02,0.49,0.86,0.4,0.92,0.72,32.53
0.02,0.48,0.85,0.12,0.66,0.5,32.58
0.02,0.48,0.85,0.09,0.84,0.53,32.53
0.02,0.48,0.85,0.05,0.6,0.6,32.48
0.02,0.48,0.86,-0.03,0.49,0.38,32.58
0.03,0.49,0.85,0.27,0.52,0.08,32.53
