acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.05,0.48,0.87,0.67,-0.64,0.89,32.53
0.05,0.48,0.87,0.67,-0.87,1.08,32.48
0.05,0.49,0.86,0.63,-0.95,1.07,32.58
0.05,0.47,0.86,0.67,-1.05,0.99,32.44
0.05,0.48,0.87,0.4,-0.96,0.98,32.48
0.04,0.48,0.86,0.31,-0.73,1.65,32.53
0.05,0.48,0.87,-0.09,-0.17,2.24,32.53
0.04,0.47,0.87,0.15,-0.14,2.34,32.48
0.05,0.48,0.86,0.5,-0.15,2.61,32.53
0.05,0.48,0.86,0.46,-0.11,2.7,32.48
0.05,0.47,0.86,-0.12,-0.35,3.11,32.58
0.05,0.49,0.85,-0.84,1.36,5.05,32.53
0.05,0.48,0.85,0.18,2.47,6.49,32.58
0.06,0.49,0.88,-0.92,3.8,7.59,32.53
0.06,0.48,0.85,-0.78,3.53,6.78,32.34
0.04,0.48,0.85,-1.88,3.08,4.63,32.58
0.04,0.47,0.86,-1.54,2.18,2.78,32.53
0.05,0.47,0.86,-0.66,1.91,2.31,32.53
0.06,0.48,0.86,-0.78,2.05,2.34,32.48
0.06,0.48,0.86,-0.89,1.11,1.54,32.44
0.06,0.48,0.86,-0.44,0.43,1.13,32.48
0.05,0.47,0.87,0.2,-0.56,0.58,32.58
0.04,0.48,0.85,0.98,-0.27,-0.24,32.53
0.05,0.47,0.86,0.92,0.9,-0.18,32.48
0.05,0.47,0.86,0.0,1.28,0.43,32.53
0.06,0.46,0.86,0.31,0.79,0.78,32.53
0.05,0.47,0.86,0.98,0.63,0.87,32.67
0.05,0.49,0.86,0.93,-0.2,0.73,32.53
0.04,0.49,0.86,1.44,-1.57,0.34,32.44
0.03,0.49,0.86,0.53,-0.95,0.64,32.58
0.04,0.47,0.86,-0.21,0.95,2.47,32.44
0.05,0.47,0.86,-0.44,2.15,3.13,32.48
0.06,0.46,0.86,-0.46,3.18,2.29,32.58
0.06,0.46,0.86,-0.2,3.01,1.44,32.44
0.05,0.47,0.87,0.24,0.41,1.1,32.58
0.06,0.48,0.87,0.5,-1.07,0.17,32.53
0.06,0.5,0.86,0.99,-1.05,-0.09,32.44
0.06,0.5,0.84,0.56,0.52,0.63,32.58
0.06,0.49,0.86,-0.32,1.51,1.18,32.53
0.05,0.47,0.85,-0.4,2.02,0.9,32.53
0.05,0.46,0.86,-0.15,1.44,-0.02,32.48
0.05,0.47,0.87,0.06,-0.18,-0.63,32.53
0.05,0.47,0.87,0.38,-0.81,-0.6,32.48
0.04,0.47,0.87,0.5,-0.47,0.2,32.39
0.04,0.47,0.87,0.23,0.32,0.72,32.53
0.05,0.48,0.86,0.0,0.95,0.85,32.58
0.06,0.48,0.86,0.38,0.92,0.99,32.62
0.05,0.48,0.86,0.63,0.67,1.33,32.53
0.06,0.47,0.87,0.7,0.67,1.74,32.58
0.06,0.48,0.87,0.52,1.04,1.56,32.53
0.06,0.48,0.87,0.47,1.66,1.56,32.62
0.05,0.48,0.86,0.06,1.6,0.43,32.58
0.05,0.49,0.87,0.89,0.73,-0.18,32.62
0.04,0.49,0.86,0.08,-0.37,-0.38,32.58
0.04,0.49,0.86,0.4,-0.92,-0.37,32.48
0.04,0.48,0.87,-0.11,0.66,-0.49,32.53
0.04,0.47,0.86,-1.31,1.45,-0.49,32.58
0.04,0.47,0.86,-2.26,0.66,-0.47,32.53
0.05,0.47,0.86,-1.3,-0.18,-0.52,32.53
0.05,0.48,0.87,0.21,-0.38,-0.84,32.48
0.05,0.48,0.87,-0.12,-1.31,-1.11,32.53
0.04,0.47,0.87,-0.47,0.43,-0.58,32.58
0.04,0.47,0.86,-0.47,0.2,0.03,32.58
0.05,0.48,0.86,-0.14,1.68,1.22,32.53
0.05,0.47,0.85,0.52,1.98,1.83,32.48
0.05,0.47,0.87,0.17,1.56,1.68,32.58
0.05,0.47,0.86,0.44,1.25,1.36,32.44
0.05,0.47,0.87,0.72,1.82,1.48,32.58
0.05,0.48,0.86,1.19,1.71,1.56,32.53
0.05,0.48,0.86,0.61,1.77,1.63,32.44
0.05,0.48,0.86,0.44,1.73,1.36,32.58
0.05,0.48,0.85,0.5,1.44,1.48,32.44
0.05,0.48,0.86,0.46,1.45,1.33,32.53
0.05,0.48,0.87,0.49,1.05,0.85,32.48
0.05,0.47,0.86,0.76,1.08,0.78,32.53
0.05,0.48,0.86,0.69,0.7,0.81,32.48
0.04,0.47,0.85,0.89,1.13,0.72,32.58
0.05,0.47,0.86,0.96,1.22,0.81,32.53
0.04,0.47,0.87,0.98,1.6,1.24,32.48
0.05,0.47,0.87,0.99,1.68,1.74,32.58
0.04,0.47,0.87,0.89,1.51,1.65,32.44
0.04,0.47,0.86,1.25,1.62,1.77,32.48
0.05,0.48,0.86,1.42,1.86,2.18,32.53
0.05,0.48,0.86,1.19,1.79,2.11,32.53
0.05,0.47,0.86,1.22,1.85,1.85,32.58
0.05,0.48,0.86,1.51,2.02,2.24,32.53
0.05,0.48,0.86,1.39,2.32,2.47,32.53
0.06,0.48,0.86,1.4,2.09,1.97,32.48
0.05,0.48,0.86,1.39,2.18,1.86,32.53
0.05,0.47,0.87,1.22,1.89,1.8,32.58
0.05,0.48,0.86,1.21,2.08,1.69,32.58
0.04,0.48,0.86,1.02,1.76,1.18,32.53
0.05,0.48,0.87,1.08,1.54,0.92,32.48
0.05,0.48,0.86,0.93,1.01,0.64,32.53
0.05,0.48,0.86,0.82,0.76,0.35,32.44
0.04,0.48,0.86,0.69,1.3,0.02,32.48
0.05,0.48,0.86,0.58,1.4,0.12,32.53
0.04,0.47,0.85,0.53,1.31,0.43,32.62
0.05,0.48,0.86,0.4,1.07,0.61,32.48
0.05,0.48,0.86,1.02,0.84,0.58,32.48
0.05,0.48,0.86,1.51,0.87,0.63,32.58
0.04,0.48,0.86,1.89,1.44,0.76,32.58
0.04,0.48,0.86,1.63,2.27,1.4,32.53
0.04,0.47,0.86,0.78,2.32,2.15,32.58
0.05,0.47,0.87,1.08,2.18,2.27,32.48
0.04,0.48,0.87,1.34,1.13,1.98,32.44
0.04,0.49,0.86,1.63,-0.44,1.51,32.48
0.04,0.49,0.86,2.92,-0.55,1.56,32.53
0.03,0.49,0.86,1.91,0.29,2.31,32.53
0.02,0.49,0.86,0.4,2.09,3.5,32.58
0.04,0.47,0.86,0.05,2.5,4.24,32.58
0.06,0.46,0.85,0.61,3.79,3.51,32.53
0.06,0.46,0.86,0.85,2.89,2.61,32.58
0.05,0.48,0.86,0.44,0.2,1.83,32.53
0.06,0.49,0.87,0.96,-1.42,1.42,32.58
0.06,0.5,0.86,1.54,-0.4,1.07,32.48
0.05,0.5,0.86,1.34,0.89,1.24,32.53
0.05,0.49,0.86,0.63,1.88,1.71,32.48
0.05,0.48,0.85,-0.02,2.24,1.63,32.53
0.04,0.47,0.87,0.02,1.51,1.04,32.62
0.04,0.47,0.86,0.76,0.73,0.38,32.48
0.04,0.48,0.86,0.84,0.38,0.49,32.48
0.04,0.48,0.85,0.93,0.17,0.78,32.53
0.04,0.48,0.86,0.73,0.6,0.9,32.58
0.04,0.48,0.86,0.92,1.4,1.27,32.44
0.04,0.48,0.87,1.45,1.45,1.66,32.48
0.05,0.49,0.86,1.53,1.54,2.18,32.48
0.05,0.48,0.86,1.18,1.21,2.05,32.44
0.05,0.48,0.85,1.31,1.27,1.97,32.58
0.05,0.47,0.86,1.24,1.62,1.73,32.48
0.05,0.47,0.85,1.33,1.77,1.33,32.53
0.04,0.48,0.86,1.69,1.18,0.95,32.58
0.03,0.49,0.86,0.72,0.47,1.39,32.48
0.04,0.49,0.85,1.24,0.24,1.68,32.53
0.05,0.48,0.85,0.82,1.86,1.21,32.48
0.04,0.47,0.86,-0.46,2.11,0.84,32.53
0.04,0.47,0.85,-1.33,1.21,0.92,32.58
0.04,0.48,0.86,-0.56,0.35,0.55,32.48
0.06,0.48,0.86,0.02,-0.05,0.7,32.44
0.05,0.5,0.86,0.35,-0.11,0.6,32.48
0.05,0.49,0.85,0.26,0.41,0.55,32.48
0.04,0.48,0.86,0.24,1.01,0.95,32.53
0.04,0.47,0.86,0.75,1.6,0.98,32.48
0.03,0.47,0.86,0.64,1.6,0.81,32.48
0.04,0.47,0.85,0.58,1.74,1.16,32.62
0.05,0.48,0.86,0.55,1.5,0.85,32.48
0.04,0.48,0.85,0.18,0.58,-0.05,32.53
0.05,0.48,0.86,0.05,0.0,-0.61,32.58
0.04,0.48,0.85,-0.03,0.23,-0.56,32.48
0.05,0.49,0.85,-0.18,0.7,0.2,32.62
0.05,0.49,0.86,-0.4,1.31,0.81,32.58
0.05,0.49,0.86,-0.43,1.16,0.96,32.53
0.04,0.49,0.86,-0.11,0.73,0.89,32.53
0.04,0.48,0.86,0.55,0.69,0.73,32.58
0.04,0.48,0.86,0.64,0.67,0.76,32.48
0.04,0.48,0.86,0.98,1.18,0.73,32.48
0.03,0.47,0.87,1.1,1.22,0.95,32.48
0.05,0.48,0.86,0.85,1.1,1.33,32.53
0.04,0.48,0.87,0.98,1.02,1.36,32.48
0.04,0.48,0.86,0.92,0.6,1.5,32.58
0.05,0.48,0.86,0.9,0.78,1.47,32.53
0.04,0.47,0.86,0.96,0.92,1.63,32.58
0.05,0.48,0.86,0.85,1.18,1.89,32.53
0.04,0.47,0.85,1.02,1.85,2.53,32.53
0.04,0.48,0.86,0.75,1.85,2.61,32.58
0.04,0.48,0.87,0.4,1.37,2.15,32.58
0.04,0.48,0.87,0.37,0.55,1.88,32.53
0.04,0.48,0.85,0.44,0.44,1.22,32.58
0.05,0.48,0.86,0.38,0.78,1.18,32.53
0.05,0.49,0.85,0.08,0.9,1.02,32.58
0.05,0.49,0.86,-0.41,0.95,0.75,32.48
0.05,0.49,0.85,-0.66,0.27,0.11,32.53
0.05,0.48,0.85,-0.47,-0.27,0.27,32.58
0.05,0.49,0.86,-0.35,-0.2,0.35,32.53
0.05,0.48,0.86,-0.41,-0.09,0.11,32.62
0.04,0.48,0.86,-0.15,0.49,-0.17,32.58
