acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.04,0.46,0.88,-0.37,-0.23,-0.11,32.53
0.03,0.46,0.86,-1.69,0.27,0.29,32.53
0.02,0.44,0.88,-2.26,0.09,0.29,32.48
0.03,0.43,0.88,-1.53,-0.21,-0.35,32.53
0.02,0.43,0.88,-0.73,-0.24,-0.66,32.58
0.03,0.44,0.88,-0.61,-0.37,-0.64,32.39
0.02,0.44,0.88,-0.89,-0.49,-0.35,32.44
0.02,0.44,0.88,-0.5,-0.2,0.35,32.58
0.02,0.45,0.88,-0.02,0.27,0.75,32.44
0.03,0.44,0.88,0.21,0.47,0.89,32.53
0.03,0.44,0.87,-0.02,0.27,1.1,32.48
0.03,0.45,0.88,-0.12,-0.03,1.27,32.44
0.02,0.45,0.88,0.37,0.38,1.74,32.53
0.03,0.45,0.88,0.89,1.13,1.76,32.58
0.04,0.44,0.87,-0.12,0.92,1.02,32.44
0.03,0.44,0.88,0.81,0.41,0.31,32.58
0.01,0.45,0.89,-0.41,-0.92,0.09,32.58
0.01,0.45,0.88,0.76,-0.95,0.46,32.44
0.02,0.45,0.86,0.89,0.37,1.11,32.48
0.02,0.44,0.88,-0.76,1.69,0.66,32.53
0.01,0.43,0.88,-2.05,0.61,-0.12,32.53
0.02,0.43,0.88,-1.88,-0.6,0.09,32.48
0.02,0.43,0.89,-0.58,-0.53,0.11,32.44
0.04,0.44,0.88,0.14,-0.35,0.44,32.53
0.03,0.45,0.88,-0.55,-0.23,0.49,32.58
0.03,0.45,0.88,-0.69,0.2,0.46,32.44
0.03,0.44,0.88,-0.18,0.41,0.32,32.53
0.03,0.43,0.87,0.47,1.02,0.64,32.48
0.02,0.43,0.88,0.15,1.48,1.01,32.53
0.02,0.44,0.88,-0.29,1.24,1.51,32.48
0.02,0.44,0.88,-0.03,0.92,1.16,32.48
0.03,0.44,0.88,0.58,0.66,0.41,32.53
0.02,0.44,0.88,1.19,0.12,0.32,32.58
0.03,0.45,0.88,0.56,0.4,0.49,32.44
0.02,0.45,0.88,-0.06,0.72,1.21,32.44
0.03,0.45,0.89,0.31,0.85,1.04,32.48
0.03,0.44,0.87,0.61,0.52,0.99,32.44
0.03,0.44,0.87,0.67,-0.02,1.05,32.53
0.03,0.44,0.88,0.4,-0.27,1.08,32.48
0.03,0.44,0.88,0.99,0.31,1.07,32.53
0.02,0.44,0.88,1.15,0.35,1.25,32.48
0.03,0.45,0.88,1.36,0.41,1.18,32.48
0.02,0.45,0.88,0.75,0.31,1.27,32.53
0.02,0.45,0.88,0.72,0.11,1.56,32.48
0.03,0.44,0.87,0.96,0.41,1.53,32.58
0.03,0.45,0.87,0.95,0.64,1.36,32.44
0.03,0.45,0.88,0.89,0.47,1.33,32.39
0.03,0.44,0.88,0.34,0.26,1.39,32.62
0.03,0.44,0.87,0.43,0.41,1.34,32.44
0.03,0.44,0.88,0.76,0.95,1.45,32.48
0.03,0.45,0.88,0.81,1.15,1.34,32.48
0.03,0.45,0.88,0.2,1.15,1.01,32.44
0.03,0.45,0.88,0.31,0.95,1.25,32.48
0.03,0.45,0.88,0.29,0.73,1.31,32.53
0.03,0.45,0.88,0.55,0.67,0.99,32.58
0.03,0.44,0.89,0.24,0.44,0.6,32.48
0.02,0.44,0.87,-0.15,0.29,0.32,32.44
0.03,0.45,0.88,-0.15,0.18,0.21,32.48
0.03,0.44,0.87,-0.37,0.46,0.61,32.48
0.03,0.44,0.89,-0.66,0.27,0.29,32.44
0.03,0.45,0.87,-0.24,0.12,-0.03,32.39
0.03,0.44,0.88,0.06,0.38,0.03,32.58
0.03,0.44,0.87,-0.2,0.0,0.4,32.53
0.03,0.44,0.89,-0.81,0.2,0.61,32.48
0.03,0.44,0.89,-0.18,0.11,0.43,32.53
0.03,0.44,0.87,0.76,0.32,0.38,32.44
0.02,0.45,0.88,1.18,0.93,0.64,32.48
0.02,0.45,0.88,0.35,0.78,1.07,32.53
0.03,0.44,0.88,0.03,0.61,1.42,32.48
0.04,0.43,0.89,0.55,0.79,1.3,32.48
0.03,0.45,0.88,0.49,0.21,1.01,32.53
0.03,0.44,0.88,0.93,-1.01,0.75,32.48
0.02,0.45,0.88,1.4,-1.68,0.69,32.48
0.01,0.45,0.88,-0.15,-0.78,1.59,32.53
0.02,0.45,0.88,-0.53,0.6,2.87,32.48
0.03,0.42,0.88,-0.46,2.12,3.44,32.44
0.04,0.41,0.88,-0.34,2.6,2.49,32.53
0.03,0.42,0.88,-0.34,0.95,1.42,32.58
0.03,0.44,0.89,-0.09,-1.3,1.01,32.53
0.04,0.45,0.88,0.09,-1.63,0.63,32.53
0.03,0.46,0.88,0.24,-0.29,1.01,32.58
0.04,0.46,0.87,-0.46,0.84,1.62,32.44
0.04,0.45,0.88,-0.7,1.24,1.28,32.58
0.03,0.43,0.88,-0.4,0.61,0.58,32.39
0.03,0.44,0.88,0.35,0.2,-0.11,32.34
0.03,0.44,0.89,0.49,-0.44,-0.49,32.48
0.03,0.44,0.87,0.27,-0.52,-0.24,32.48
0.03,0.45,0.88,0.34,-0.24,0.21,32.44
0.02,0.44,0.88,0.43,-0.29,0.53,32.58
0.03,0.44,0.88,0.6,-0.17,0.92,32.53
0.03,0.45,0.88,0.66,0.2,1.28,32.53
0.03,0.44,0.88,0.6,0.38,1.71,32.39
0.03,0.45,0.88,0.64,0.34,1.85,32.53
0.04,0.44,0.88,0.75,0.5,1.77,32.44
0.04,0.44,0.88,0.95,0.84,1.63,32.48
0.04,0.44,0.87,0.64,0.76,1.22,32.44
0.03,0.44,0.88,1.37,0.27,0.53,32.48
0.02,0.46,0.88,0.05,-0.49,0.24,32.58
0.02,0.46,0.88,0.78,-0.64,0.37,32.44
0.03,0.45,0.87,0.49,0.63,0.87,32.48
0.03,0.44,0.87,-0.47,1.92,0.56,32.58
0.02,0.43,0.87,-1.86,0.78,0.41,32.44
0.02,0.43,0.89,-1.62,-0.44,-0.05,32.48
0.02,0.44,0.88,-0.63,-0.95,-0.72,32.53
0.04,0.45,0.88,0.11,-0.63,-0.56,32.53
0.04,0.45,0.88,-0.29,0.24,-0.17,32.58
0.03,0.44,0.87,-1.1,-0.21,-0.17,32.58
0.02,0.44,0.88,-1.39,1.33,0.44,32.53
0.03,0.44,0.87,-0.31,1.16,0.82,32.48
0.03,0.43,0.88,0.31,0.2,0.76,32.53
0.03,0.44,0.88,0.26,0.26,0.82,32.58
0.03,0.44,0.88,-0.05,0.99,0.98,32.48
0.03,0.43,0.88,0.29,1.19,1.13,32.53
0.03,0.43,0.88,0.61,1.02,1.18,32.58
0.03,0.44,0.87,0.73,0.61,1.37,32.58
0.03,0.45,0.87,0.56,0.31,1.27,32.53
0.03,0.45,0.88,0.34,0.29,1.37,32.58
0.03,0.45,0.88,0.34,0.78,1.56,32.58
0.04,0.45,0.88,0.12,0.49,1.45,32.44
0.04,0.44,0.88,0.6,0.41,0.92,32.48
0.04,0.44,0.88,0.82,0.32,0.87,32.53
0.03,0.44,0.89,0.93,0.24,0.75,32.53
0.03,0.44,0.88,0.79,0.23,0.55,32.48
0.03,0.45,0.88,0.79,0.12,0.87,32.53
0.03,0.44,0.89,0.81,0.34,0.92,32.53
0.03,0.44,0.88,0.93,0.46,1.15,32.58
0.03,0.44,0.88,0.96,0.72,1.4,32.62
0.02,0.44,0.88,0.92,0.85,1.65,32.48
0.03,0.44,0.89,1.02,0.95,1.59,32.48
0.03,0.44,0.88,1.1,0.92,1.59,32.53
0.04,0.45,0.87,0.98,0.85,1.59,32.58
0.03,0.45,0.88,0.89,0.98,1.8,32.48
0.03,0.44,0.86,0.82,1.34,2.0,32.53
0.03,0.45,0.88,0.89,1.45,1.89,32.48
0.03,0.44,0.88,0.78,1.59,1.44,32.62
0.04,0.45,0.88,0.55,1.05,1.22,32.53
0.03,0.45,0.87,0.49,1.02,1.01,32.48
0.03,0.45,0.88,0.34,0.85,1.01,32.53
0.04,0.45,0.88,0.47,0.75,0.82,32.53
0.03,0.45,0.88,0.23,0.72,0.64,32.58
0.03,0.45,0.87,0.29,0.92,0.69,32.58
0.03,0.44,0.88,0.15,0.84,0.84,32.53
0.03,0.44,0.88,0.12,1.19,1.01,32.48
0.04,0.44,0.87,0.08,1.11,1.18,32.44
0.03,0.44,0.88,0.0,0.7,0.79,32.48
0.03,0.45,0.88,0.69,0.69,0.78,32.48
0.03,0.44,0.88,1.27,1.25,1.04,32.53
0.03,0.44,0.88,0.84,1.98,1.4,32.48
0.02,0.45,0.88,-0.15,1.62,1.63,32.58
0.04,0.44,0.88,0.34,1.47,1.73,32.44
0.03,0.44,0.88,1.04,1.21,1.5,32.48
0.03,0.45,0.89,0.64,0.47,1.57,32.48
0.03,0.45,0.87,1.53,-0.23,1.48,32.53
0.02,0.45,0.86,0.67,0.24,1.86,32.48
0.01,0.46,0.88,-0.18,1.48,3.13,32.44
0.02,0.44,0.88,-0.32,2.37,3.82,32.53
0.04,0.42,0.88,-0.18,3.42,3.33,32.48
0.03,0.43,0.89,-0.5,2.85,2.2,32.53
0.03,0.43,0.87,-0.43,0.89,1.54,32.53
0.03,0.45,0.87,0.31,-0.26,1.28,32.48
0.04,0.46,0.88,0.47,0.66,1.34,32.53
0.04,0.47,0.87,0.31,1.18,1.56,32.48
0.04,0.46,0.88,-0.73,1.42,1.1,32.48
0.04,0.44,0.88,-0.84,1.45,0.6,32.53
0.03,0.43,0.87,-0.17,1.27,0.02,32.58
0.03,0.43,0.87,0.43,1.22,-0.2,32.44
0.03,0.44,0.88,-0.05,0.76,-0.03,32.53
0.02,0.44,0.88,0.03,0.55,0.05,32.58
0.02,0.43,0.89,0.17,0.46,0.43,32.44
0.03,0.45,0.88,0.52,1.01,0.81,32.44
0.02,0.44,0.88,0.5,1.65,1.28,32.48
0.03,0.44,0.88,0.56,2.03,1.97,32.44
0.03,0.45,0.89,0.69,2.12,1.92,32.53
0.04,0.44,0.88,0.72,1.6,2.32,32.48
0.04,0.44,0.88,1.07,1.6,2.09,32.53
0.04,0.44,0.88,0.15,1.91,1.57,32.48
0.04,0.44,0.88,1.13,2.11,1.08,32.48
0.03,0.46,0.88,0.67,1.66,0.56,32.53
0.02,0.46,0.88,0.58,0.64,0.66,32.48
0.03,0.45,0.87,1.02,0.87,0.67,32.48
0.03,0.44,0.88,-0.06,2.11,0.26,32.44
0.02,0.43,0.88,-1.39,1.6,0.0,32.48
0.02,0.43,0.89,-1.57,0.73,0.18,32.53
0.03,0.43,0.88,-0.14,0.63,0.0,32.44
0.04,0.44,0.88,0.35,0.81,0.18,32.48
0.03,0.45,0.88,-0.23,0.75,0.26,32.58
0.03,0.44,0.88,-0.5,0.82,0.67,32.44
0.03,0.44,0.88,-0.24,1.47,1.22,32.48
0.02,0.44,0.87,0.32,1.88,1.39,32.53
0.03,0.43,0.88,0.53,2.4,1.85,32.58
0.03,0.43,0.88,0.34,2.37,1.74,32.58
0.03,0.44,0.88,0.52,1.8,1.66,32.53
0.03,0.44,0.88,0.87,1.73,1.04,32.39
0.03,0.44,0.88,0.87,1.88,1.1,32.48
0.03,0.44,0.87,1.01,1.97,1.33,32.53
0.03,0.45,0.87,0.55,2.2,1.44,32.48
0.03,0.45,0.88,0.37,1.91,1.42,32.48
0.03,0.44,0.88,0.53,1.53,0.82,32.53
0.02,0.43,0.88,0.31,1.92,1.04,32.58
0.03,0.44,0.88,0.76,0.81,0.24,32.44
0.03,0.44,0.88,0.63,1.21,0.55,32.53
0.03,0.44,0.88,1.39,1.18,0.52,32.48
0.03,0.44,0.88,1.04,1.25,0.76,32.62
0.03,0.44,0.88,0.85,1.27,0.76,32.48
0.02,0.44,0.88,1.21,1.6,1.16,32.48
0.02,0.44,0.88,1.28,1.83,1.63,32.53
0.02,0.44,0.88,1.1,1.82,1.62,32.48
0.02,0.45,0.88,1.13,1.83,2.02,32.48
0.02,0.44,0.88,1.21,2.09,2.12,32.53
0.02,0.44,0.88,1.25,2.06,2.23,32.48
0.02,0.44,0.88,1.39,2.09,2.53,32.44
0.02,0.44,0.87,1.44,2.18,2.15,32.44
0.02,0.45,0.88,1.37,1.98,1.83,32.67
0.02,0.44,0.88,1.36,1.92,1.56,32.53
0.03,0.44,0.88,1.21,1.92,1.85,32.48
0.03,0.45,0.88,0.81,1.97,1.86,32.48
0.02,0.45,0.87,0.95,1.59,1.34,32.62
0.03,0.45,0.87,0.64,1.36,0.81,32.48
0.02,0.45,0.88,0.81,0.92,0.7,32.58
0.03,0.45,0.88,0.67,1.08,0.92,32.53
0.03,0.44,0.88,0.55,1.21,0.76,32.39
0.02,0.44,0.88,0.7,1.27,0.76,32.53
0.02,0.44,0.88,0.37,1.39,1.31,32.44
0.03,0.45,0.88,0.66,1.08,1.5,32.48
0.03,0.45,0.88,0.87,0.72,1.16,32.44
0.02,0.45,0.89,1.47,0.9,0.87,32.44
0.02,0.45,0.88,1.68,1.77,0.89,32.48
0.02,0.44,0.87,1.04,2.66,1.57,32.53
0.02,0.43,0.88,0.52,2.27,2.18,32.58
0.03,0.44,0.88,0.95,1.57,2.11,32.48
0.02,0.44,0.88,0.4,0.26,1.77,32.44
0.02,0.45,0.87,1.62,-0.79,1.4,32.58
0.02,0.46,0.87,2.38,0.03,1.83,32.48
-0.0,0.45,0.89,0.85,1.62,2.79,32.44
0.0,0.45,0.88,0.5,2.11,4.18,32.39
0.03,0.43,0.87,0.4,2.98,4.44,32.44
0.03,0.43,0.88,0.43,2.89,3.5,32.53
0.03,0.44,0.88,0.32,0.95,2.43,32.48
0.04,0.46,0.88,0.64,-0.75,1.82,32.53
0.03,0.46,0.88,1.37,-0.58,1.4,32.53
0.03,0.47,0.87,1.37,0.72,1.21,32.58
0.03,0.46,0.87,0.38,1.57,1.48,32.48
0.02,0.45,0.87,-0.37,1.62,1.56,32.48
0.02,0.44,0.88,-0.14,1.28,1.04,32.48
0.02,0.43,0.89,0.4,0.82,0.44,32.53
0.03,0.44,0.87,0.64,0.82,0.05,32.58
0.02,0.44,0.88,0.27,0.84,0.24,32.48
0.02,0.45,0.87,0.73,0.92,0.61,32.53
0.03,0.45,0.88,0.55,1.19,0.93,32.58
0.03,0.44,0.88,0.72,1.4,1.27,32.44
0.02,0.45,0.88,0.99,1.31,1.73,32.53
0.02,0.45,0.88,1.13,1.44,2.0,32.58
0.03,0.45,0.88,1.18,1.45,2.09,32.48
0.03,0.45,0.87,1.36,1.82,2.09,32.44
0.03,0.44,0.88,0.61,1.47,1.59,32.58
0.03,0.43,0.87,1.57,1.22,1.13,32.53
0.02,0.45,0.88,0.87,0.49,0.7,32.53
0.01,0.45,0.88,0.29,-0.18,1.05,32.48
0.02,0.46,0.88,0.98,0.55,1.91,32.53
0.03,0.44,0.87,0.24,2.08,1.65,32.58
0.02,0.44,0.86,-1.04,1.62,0.92,32.67
0.02,0.44,0.88,-1.79,-0.08,0.41,32.53
0.02,0.44,0.88,-1.19,-1.18,0.38,32.48
0.03,0.45,0.88,-0.17,-0.9,0.5,32.58
0.04,0.45,0.87,-0.14,-0.29,0.75,32.53
0.03,0.45,0.87,-0.73,0.08,0.81,32.58
0.03,0.44,0.89,-1.11,0.0,0.63,32.53
0.02,0.43,0.87,-1.22,-0.37,0.29,32.44
0.02,0.45,0.88,-1.63,-1.07,-0.03,32.48
0.02,0.45,0.88,-2.37,-1.85,-0.41,32.53
0.01,0.46,0.88,-2.93,-3.71,-1.16,32.53
0.01,0.45,0.88,-2.56,-3.97,-1.79,32.48
0.01,0.46,0.87,-1.86,-3.6,-1.59,32.44
0.01,0.46,0.88,-2.4,-3.22,-1.13,32.48
0.03,0.46,0.88,-2.9,-3.3,0.08,32.58
0.03,0.45,0.89,-2.06,-3.42,1.39,32.44
0.03,0.47,0.87,-1.62,-3.53,2.17,32.58
0.03,0.47,0.87,-1.59,-3.88,2.03,32.48
0.03,0.44,0.89,-1.5,-3.88,1.6,32.44
0.03,0.43,0.88,-1.63,-3.57,2.23,32.48
0.02,0.42,0.88,-1.28,-2.73,3.18,32.48
0.04,0.42,0.88,-1.44,-2.14,4.4,32.44
0.04,0.43,0.88,-0.49,-1.86,4.34,32.48
0.05,0.43,0.87,0.73,-1.62,4.38,32.48
0.05,0.44,0.88,0.53,-1.11,3.94,32.53
0.05,0.43,0.88,-0.02,-1.6,3.53,32.39
0.05,0.43,0.88,-0.58,-1.27,3.59,32.48
0.05,0.43,0.87,-1.01,-0.79,3.36,32.53
0.04,0.43,0.87,-1.02,0.18,3.28,32.48
0.04,0.44,0.88,-1.24,0.63,2.61,32.53
0.04,0.44,0.88,-1.33,-0.03,1.44,32.53
0.04,0.44,0.88,-1.05,-0.14,0.52,32.48
0.05,0.44,0.88,-1.44,-0.66,-0.26,32.44
0.05,0.44,0.88,-1.59,-0.5,-0.82,32.39
0.04,0.43,0.88,-1.65,0.0,-1.19,32.48
0.04,0.44,0.88,-1.63,0.58,-1.51,32.53
0.03,0.43,0.89,-1.18,0.35,-2.08,32.48
0.04,0.43,0.89,-0.81,0.6,-2.09,32.58
0.04,0.43,0.88,-0.5,0.63,-2.32,32.53
0.03,0.43,0.88,-0.12,1.1,-2.6,32.48
0.03,0.44,0.89,0.2,1.79,-2.67,32.48
0.02,0.44,0.89,0.31,1.86,-2.31,32.53
0.03,0.44,0.88,0.34,1.54,-1.56,32.58
0.03,0.43,0.88,0.34,1.27,-1.1,32.53
0.04,0.44,0.88,0.41,0.43,-1.01,32.53
0.04,0.45,0.88,0.93,-0.11,-1.08,32.48
0.03,0.45,0.88,1.63,-0.15,-0.9,32.53
0.01,0.44,0.87,0.84,0.17,-0.17,32.62
0.02,0.43,0.88,0.41,1.4,1.85,32.48
0.04,0.43,0.88,0.46,2.4,2.7,32.53
0.05,0.42,0.89,0.38,2.73,2.58,32.48
0.04,0.43,0.88,0.9,2.03,1.74,32.58
0.04,0.43,0.88,1.18,0.47,1.27,32.44
0.04,0.45,0.88,0.75,-0.78,0.96,32.48
0.03,0.46,0.88,0.61,0.41,1.18,32.48
0.03,0.46,0.88,0.53,1.97,1.54,32.44
0.03,0.45,0.89,0.12,2.55,1.74,32.48
0.04,0.44,0.89,-0.35,2.17,1.1,32.53
0.03,0.43,0.88,0.0,1.57,0.26,32.53
0.03,0.44,0.88,0.32,0.72,-0.67,32.39
0.02,0.44,0.89,0.02,0.29,-1.04,32.48
0.02,0.44,0.88,-0.4,-0.32,-0.79,32.53
0.02,0.44,0.88,-0.7,-0.02,-0.38,32.58
0.03,0.44,0.89,-0.72,0.66,0.03,32.53
0.03,0.44,0.88,-0.75,0.96,0.56,32.44
0.04,0.44,0.88,-0.9,0.41,0.34,32.58
0.04,0.44,0.88,-0.76,0.14,0.46,32.53
0.04,0.43,0.88,-0.21,0.53,0.78,32.53
0.05,0.43,0.87,-0.67,0.58,0.78,32.48
0.04,0.43,0.88,0.12,0.89,0.46,32.44
0.03,0.44,0.89,-0.08,0.24,0.49,32.48
0.02,0.44,0.88,-0.26,-0.6,0.79,32.39
0.04,0.44,0.88,0.53,-0.12,0.95,32.53
0.03,0.44,0.88,0.17,1.05,0.6,32.48
0.02,0.42,0.89,-1.07,0.92,0.26,32.48
0.02,0.43,0.89,-1.73,-0.17,0.35,32.53
0.03,0.44,0.89,-0.75,-0.6,0.44,32.48
0.03,0.44,0.89,0.38,-0.26,0.18,32.67
0.04,0.44,0.88,0.43,-0.24,0.29,32.53
0.04,0.44,0.88,-0.09,-0.12,0.31,32.58
0.03,0.44,0.88,-0.35,0.27,0.34,32.53
0.03,0.43,0.88,0.38,0.98,0.87,32.44
0.03,0.42,0.89,0.61,1.5,1.44,32.48
0.03,0.43,0.9,0.26,1.53,1.63,32.39
0.04,0.43,0.88,0.2,1.48,1.56,32.53
0.03,0.43,0.89,0.82,1.04,1.36,32.48
0.03,0.44,0.89,1.22,0.98,1.3,32.53
0.03,0.43,0.88,1.1,1.13,1.37,32.62
0.03,0.44,0.88,0.7,1.19,1.62,32.48
0.03,0.44,0.88,0.58,1.33,1.65,32.44
0.04,0.43,0.88,0.6,1.31,1.66,32.48
0.03,0.43,0.88,0.79,1.01,1.76,32.48
0.04,0.44,0.88,0.75,1.04,1.16,32.53
0.04,0.44,0.88,0.75,0.56,0.85,32.58
0.04,0.44,0.88,1.08,0.61,0.5,32.48
0.04,0.44,0.88,1.27,0.56,0.73,32.44
0.03,0.44,0.88,0.89,0.49,0.82,32.48
0.03,0.44,0.89,0.85,0.72,0.84,32.53
0.03,0.43,0.88,0.93,0.73,1.05,32.62
0.02,0.43,0.88,0.92,1.08,1.18,32.48
0.03,0.44,0.88,0.9,1.27,1.37,32.44
0.03,0.44,0.88,0.9,1.18,1.68,32.53
