acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.04,0.48,0.87,1.56,-0.43,-1.33,32.53
0.04,0.48,0.87,2.76,-0.11,-1.57,32.48
0.04,0.49,0.87,3.39,0.05,-1.94,32.58
0.04,0.48,0.87,3.3,-0.61,-1.83,32.53
0.04,0.48,0.85,2.99,-0.89,-1.85,32.58
0.04,0.47,0.87,2.58,-0.66,-0.89,32.53
0.04,0.47,0.86,3.15,0.26,0.08,32.53
0.04,0.46,0.87,2.14,1.27,0.21,32.58
0.04,0.47,0.87,2.69,1.39,0.41,32.44
0.03,0.49,0.87,2.24,0.35,0.23,32.58
0.03,0.49,0.86,1.95,-0.82,0.41,32.58
0.03,0.49,0.85,1.65,-0.41,0.17,32.44
0.04,0.47,0.85,0.46,0.6,0.2,32.48
0.04,0.47,0.86,-0.93,0.06,0.4,32.39
0.03,0.47,0.85,-2.06,0.05,0.4,32.53
0.03,0.47,0.87,-1.39,-0.27,0.5,32.58
0.05,0.48,0.85,-0.37,-1.92,0.0,32.44
0.05,0.48,0.86,0.4,-1.8,0.2,32.53
0.05,0.48,0.85,-0.11,-0.63,0.6,32.48
0.05,0.48,0.86,-0.93,0.15,1.05,32.53
0.04,0.47,0.85,-0.6,0.81,1.21,32.53
0.03,0.48,0.87,-0.58,0.38,0.82,32.48
0.04,0.47,0.87,-0.47,-0.38,0.24,32.53
0.04,0.47,0.87,-0.05,-0.41,0.26,32.58
0.04,0.47,0.87,0.29,0.2,0.55,32.58
0.04,0.48,0.85,0.02,0.67,0.93,32.62
0.04,0.47,0.86,-0.47,0.44,1.11,32.48
0.04,0.47,0.87,-0.43,-0.43,0.87,32.58
0.04,0.47,0.86,-0.17,-0.82,0.7,32.53
0.05,0.47,0.86,0.27,-0.47,0.85,32.48
0.04,0.48,0.85,-0.2,-0.15,0.72,32.53
0.04,0.48,0.87,-0.46,-0.41,0.9,32.53
0.05,0.47,0.86,-0.29,-0.03,1.39,32.48
0.05,0.47,0.86,0.24,0.24,1.28,32.53
0.05,0.47,0.87,0.73,0.09,1.24,32.62
0.04,0.48,0.87,0.47,-0.23,1.22,32.48
0.04,0.48,0.87,0.37,-0.44,1.1,32.48
0.04,0.48,0.86,0.56,-0.41,1.63,32.44
0.04,0.49,0.86,0.56,0.05,1.63,32.48
0.04,0.47,0.87,0.26,0.69,1.6,32.53
0.04,0.48,0.87,0.47,0.87,1.63,32.58
0.04,0.47,0.87,0.47,0.95,1.76,32.48
0.05,0.47,0.87,0.46,0.64,1.76,32.62
0.04,0.48,0.87,0.4,0.24,1.07,32.58
0.05,0.47,0.86,0.02,0.11,0.64,32.53
0.04,0.48,0.86,-0.05,0.56,0.58,32.53
0.05,0.48,0.86,0.15,0.81,0.81,32.58
0.04,0.48,0.87,0.03,0.76,1.04,32.48
0.04,0.48,0.86,-0.23,0.63,0.78,32.48
0.05,0.48,0.86,-0.05,0.06,0.38,32.48
0.04,0.48,0.86,0.27,-0.23,0.21,32.44
0.05,0.47,0.86,0.31,0.14,0.34,32.58
0.05,0.47,0.86,0.09,0.29,0.46,32.58
0.04,0.48,0.86,-0.31,-0.02,0.38,32.53
0.05,0.46,0.87,-0.24,0.43,0.76,32.58
0.05,0.48,0.86,0.0,0.27,0.69,32.53
0.05,0.46,0.86,0.43,0.27,0.66,32.53
0.05,0.47,0.86,0.44,0.38,0.52,32.48
0.05,0.47,0.86,0.05,0.5,0.93,32.48
0.04,0.47,0.86,0.03,0.72,1.19,32.53
0.04,0.48,0.86,0.15,0.2,0.99,32.48
0.04,0.48,0.87,0.29,0.43,0.67,32.53
0.04,0.48,0.86,1.21,0.4,0.61,32.58
0.05,0.48,0.87,1.44,1.04,0.27,32.58
0.04,0.48,0.86,0.4,1.19,0.6,32.53
0.04,0.48,0.87,-0.43,0.58,1.02,32.48
0.05,0.47,0.87,-0.11,0.27,0.67,32.48
0.04,0.48,0.87,-0.03,0.09,0.63,32.53
0.04,0.48,0.87,0.52,-0.79,0.43,32.58
0.03,0.48,0.86,0.93,-0.99,0.58,32.48
0.03,0.48,0.85,-0.43,-0.4,1.54,32.53
0.03,0.47,0.86,-1.07,1.13,3.02,32.48
0.05,0.46,0.86,-0.55,2.35,3.37,32.62
0.06,0.45,0.85,-0.72,2.78,2.78,32.48
0.05,0.46,0.87,-0.84,1.83,1.68,32.48
0.04,0.46,0.86,0.03,-0.02,1.24,32.44
0.05,0.49,0.87,0.23,-1.24,0.92,32.58
0.06,0.49,0.86,0.35,-0.34,0.93,32.48
0.06,0.49,0.85,-0.08,1.05,1.21,32.53
0.05,0.49,0.86,-0.73,1.5,0.96,32.39
0.05,0.48,0.86,-0.56,1.34,0.5,32.58
0.05,0.47,0.87,-0.46,0.46,-0.27,32.53
0.04,0.46,0.87,0.2,-0.61,-0.41,32.48
0.04,0.47,0.86,-0.32,-1.22,-0.56,32.53
0.03,0.47,0.86,-0.69,-0.24,0.2,32.44
0.04,0.47,0.86,-0.02,0.21,0.6,32.58
0.04,0.47,0.86,0.55,-0.12,0.47,32.53
0.04,0.47,0.86,0.67,0.58,1.13,32.48
0.05,0.47,0.87,0.2,0.96,1.68,32.48
0.05,0.48,0.87,0.21,1.11,1.65,32.53
0.05,0.47,0.86,0.73,1.28,1.83,32.58
0.05,0.47,0.86,0.98,1.57,1.88,32.58
0.05,0.48,0.87,0.06,1.22,1.31,32.44
0.05,0.48,0.87,0.14,1.07,0.4,32.58
0.04,0.48,0.87,0.38,0.69,0.17,32.58
0.03,0.49,0.87,-0.08,0.12,0.37,32.53
0.04,0.48,0.87,0.17,0.73,0.53,32.48
0.05,0.47,0.86,-1.07,1.77,0.12,32.44
0.03,0.47,0.87,-2.49,0.87,-0.58,32.53
0.04,0.46,0.87,-1.91,0.24,-0.31,32.58
0.05,0.47,0.87,-0.41,-0.72,-0.85,32.53
0.05,0.48,0.88,-0.9,1.11,-0.27,32.44
0.05,0.48,0.86,-1.21,1.65,-0.09,32.48
0.04,0.47,0.86,-1.18,0.55,-0.11,32.53
0.05,0.47,0.85,-0.53,0.58,0.29,32.58
0.05,0.46,0.86,-0.29,0.78,0.6,32.58
0.05,0.47,0.86,-0.87,2.34,1.16,32.44
0.05,0.46,0.85,-0.38,2.58,1.25,32.48
0.04,0.47,0.87,-0.11,0.96,0.95,32.48
0.04,0.47,0.86,0.17,0.52,0.49,32.53
0.04,0.46,0.87,0.38,1.25,0.66,32.58
0.04,0.46,0.86,-0.18,2.0,1.02,32.48
0.04,0.47,0.87,-0.5,2.09,0.98,32.53
0.05,0.47,0.86,0.08,1.42,0.79,32.58
0.04,0.47,0.87,0.29,1.28,0.6,32.58
0.05,0.47,0.86,-0.2,0.96,0.58,32.62
0.05,0.47,0.88,-0.08,1.19,0.58,32.48
0.04,0.47,0.87,0.38,1.48,0.37,32.53
0.04,0.47,0.86,0.66,1.21,0.43,32.44
0.04,0.47,0.87,0.79,0.96,0.34,32.58
0.04,0.47,0.87,0.63,0.92,0.26,32.53
0.04,0.47,0.87,0.2,1.04,0.63,32.48
0.04,0.47,0.86,0.35,1.56,0.85,32.39
0.04,0.47,0.87,0.6,1.69,1.04,32.53
0.04,0.47,0.86,0.75,1.79,1.1,32.48
0.04,0.47,0.87,0.6,1.82,1.37,32.48
0.04,0.47,0.87,0.5,1.63,1.4,32.53
0.04,0.47,0.87,0.63,1.77,1.57,32.58
0.04,0.47,0.86,0.87,2.46,1.73,32.48
0.04,0.48,0.86,0.78,2.44,1.65,32.53
0.04,0.48,0.86,0.53,2.35,1.36,32.48
0.04,0.47,0.87,0.41,2.27,1.47,32.53
0.04,0.47,0.87,0.47,1.95,0.92,32.44
0.04,0.48,0.86,0.35,2.11,0.78,32.58
0.04,0.47,0.87,0.4,2.08,0.92,32.44
0.05,0.47,0.86,0.23,2.0,1.08,32.53
0.04,0.47,0.86,0.24,1.56,0.75,32.48
0.04,0.48,0.87,0.38,1.5,0.03,32.48
0.04,0.47,0.87,0.24,1.6,0.21,32.53
0.04,0.47,0.87,-0.12,1.77,0.5,32.48
0.04,0.47,0.87,0.14,1.83,0.66,32.53
0.04,0.47,0.86,0.43,1.77,0.7,32.48
0.04,0.48,0.86,0.06,1.47,0.44,32.58
0.03,0.47,0.86,-0.11,0.84,0.26,32.53
0.04,0.47,0.86,0.44,1.16,0.52,32.48
0.04,0.47,0.85,0.79,2.06,1.25,32.48
0.05,0.46,0.86,0.41,2.26,1.22,32.62
0.03,0.48,0.87,0.03,1.74,1.1,32.48
0.04,0.47,0.87,0.4,1.45,1.28,32.48
0.04,0.46,0.86,1.1,1.44,1.27,32.53
0.05,0.48,0.87,1.33,1.65,1.02,32.48
0.04,0.47,0.86,1.34,1.6,0.61,32.53
0.02,0.46,0.87,1.44,2.14,0.63,32.53
0.03,0.46,0.86,0.82,2.29,1.66,32.48
0.04,0.46,0.87,0.9,1.98,2.09,32.53
0.05,0.47,0.87,1.16,1.31,1.74,32.48
0.04,0.48,0.85,0.53,-0.27,1.57,32.39
0.03,0.48,0.86,2.38,-0.58,1.59,32.53
0.02,0.48,0.86,2.67,0.44,2.41,32.48
0.02,0.48,0.87,1.16,1.68,4.0,32.58
0.03,0.47,0.87,0.64,2.49,4.96,32.53
0.04,0.45,0.87,1.27,3.31,4.95,32.48
0.05,0.45,0.87,1.76,2.85,4.05,32.48
0.05,0.46,0.87,1.63,0.78,3.24,32.53
0.05,0.48,0.87,1.91,-0.61,2.44,32.58
0.04,0.49,0.87,2.37,-0.05,2.23,32.53
0.05,0.5,0.86,2.32,1.05,2.17,32.53
0.05,0.49,0.85,1.45,1.74,2.44,32.39
0.04,0.48,0.86,0.6,1.86,2.18,32.53
0.03,0.47,0.87,0.6,1.08,0.99,32.53
0.03,0.47,0.87,0.76,0.47,0.21,32.48
0.03,0.47,0.87,0.99,0.09,-0.02,32.48
0.03,0.48,0.86,0.75,0.17,0.18,32.48
0.03,0.48,0.86,0.61,0.11,0.53,32.48
0.04,0.48,0.86,0.73,0.9,1.05,32.53
0.04,0.48,0.87,1.08,0.92,1.31,32.48
0.04,0.48,0.87,1.15,1.1,1.63,32.58
0.04,0.48,0.87,1.15,1.08,1.89,32.53
0.04,0.48,0.87,1.13,1.19,1.82,32.58
0.04,0.48,0.85,1.25,1.79,2.06,32.53
0.05,0.48,0.86,1.54,1.98,2.05,32.53
0.05,0.48,0.86,0.78,1.59,1.02,32.48
0.03,0.47,0.86,1.86,1.15,0.4,32.48
0.02,0.49,0.87,0.56,0.21,0.44,32.53
0.03,0.48,0.86,1.13,0.06,1.05,32.58
0.03,0.47,0.85,0.5,1.79,1.68,32.53
