acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.0,0.5,0.84,-3.76,2.29,1.33,32.48
0.0,0.49,0.85,-3.47,0.64,1.25,32.58
0.02,0.49,0.85,-2.12,-0.14,0.98,32.44
0.02,0.51,0.85,-1.4,0.05,0.6,32.48
0.02,0.51,0.83,-1.21,0.73,0.09,32.53
0.02,0.51,0.85,-0.82,1.79,0.49,32.53
0.01,0.5,0.85,-0.67,1.94,0.78,32.58
0.0,0.49,0.84,0.02,1.3,0.69,32.53
0.01,0.49,0.84,0.52,1.76,1.66,32.53
0.02,0.49,0.84,0.31,1.24,1.45,32.48
0.01,0.5,0.84,0.2,0.27,0.93,32.48
0.0,0.51,0.84,0.12,0.52,0.98,32.58
0.02,0.51,0.86,0.23,1.39,1.31,32.48
0.01,0.51,0.84,0.46,0.98,1.33,32.53
0.01,0.5,0.84,0.55,0.72,1.25,32.48
0.01,0.5,0.84,0.26,-0.24,0.75,32.58
0.01,0.5,0.85,0.06,-1.24,0.35,32.53
0.01,0.5,0.84,0.06,-0.85,0.63,32.48
0.02,0.5,0.84,0.08,-0.69,0.46,32.53
0.01,0.51,0.85,0.11,-0.6,0.2,32.53
0.01,0.5,0.85,0.26,-0.46,0.15,32.58
0.01,0.5,0.84,0.76,-0.67,0.38,32.48
0.02,0.5,0.85,0.76,-0.38,0.72,32.48
0.01,0.5,0.84,0.49,-0.12,0.72,32.39
0.01,0.5,0.86,0.81,-0.09,0.92,32.53
0.02,0.5,0.85,1.39,0.11,1.47,32.48
0.01,0.5,0.84,0.66,0.02,1.07,32.58
0.01,0.51,0.85,0.67,-0.17,0.73,32.53
0.02,0.5,0.85,0.93,-0.14,0.85,32.48
0.0,0.49,0.85,0.66,0.58,1.48,32.53
0.0,0.5,0.84,0.23,1.02,1.94,32.44
0.01,0.51,0.86,-0.82,0.96,1.73,32.48
0.0,0.51,0.85,-0.34,0.75,1.59,32.48
0.01,0.51,0.84,0.66,1.33,1.68,32.44
0.02,0.5,0.85,0.85,0.9,1.54,32.58
0.02,0.5,0.84,0.17,0.21,1.63,32.44
0.01,0.5,0.85,-1.05,-0.61,0.9,32.48
0.01,0.5,0.84,-0.92,-0.7,0.81,32.58
0.0,0.5,0.84,0.02,0.41,1.1,32.44
0.02,0.5,0.84,0.32,2.17,1.98,32.58
0.02,0.51,0.84,-0.55,1.98,2.17,32.53
0.02,0.5,0.84,-0.61,1.18,1.79,32.53
0.01,0.49,0.86,-0.18,0.5,1.62,32.48
0.01,0.5,0.85,-0.05,0.58,1.34,32.48
0.01,0.5,0.86,-1.33,0.87,0.37,32.44
-0.01,0.48,0.87,-2.66,0.44,-2.44,32.58
-0.03,0.47,0.87,-4.09,0.2,-3.89,32.53
