acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.05,0.49,0.85,-0.11,0.67,0.76,32.62
0.04,0.48,0.86,-0.41,0.08,0.35,32.53
0.04,0.49,0.87,-0.6,-0.02,-0.03,32.58
0.05,0.48,0.86,0.46,0.05,0.2,32.62
0.05,0.48,0.85,1.13,1.01,0.37,32.53
0.04,0.49,0.85,0.52,1.3,0.38,32.58
0.04,0.48,0.86,-0.32,0.85,0.61,32.58
0.05,0.48,0.86,0.02,-0.2,0.82,32.58
0.05,0.49,0.86,0.4,-0.46,0.89,32.48
0.05,0.5,0.86,0.79,-0.55,0.98,32.53
0.05,0.5,0.85,1.34,-0.89,0.81,32.67
0.03,0.49,0.86,0.53,-0.24,1.45,32.58
0.03,0.49,0.85,-0.34,0.7,2.69,32.53
0.04,0.47,0.85,-0.34,1.25,3.73,32.58
0.06,0.46,0.87,0.02,1.89,3.18,32.53
0.06,0.46,0.86,0.35,1.71,2.0,32.53
0.04,0.48,0.86,0.63,0.27,1.36,32.58
0.05,0.5,0.86,0.15,-1.19,0.89,32.58
0.06,0.5,0.86,-0.03,-0.93,0.96,32.53
0.06,0.51,0.86,0.34,0.29,1.4,32.58
0.06,0.5,0.85,0.06,1.16,1.56,32.53
0.06,0.49,0.85,-0.34,1.28,1.15,32.48
0.06,0.48,0.87,-0.31,-0.98,-0.08,32.58
0.05,0.47,0.86,-0.52,0.76,-0.35,32.53
0.04,0.47,0.86,0.11,-0.58,-0.23,32.58
0.04,0.47,0.86,0.35,-0.75,0.05,32.48
0.04,0.49,0.86,0.32,-0.99,-0.03,32.53
0.05,0.49,0.86,0.17,-0.12,0.37,32.48
0.06,0.48,0.86,-0.02,0.43,0.9,32.48
0.05,0.48,0.85,0.26,0.18,1.24,32.62
0.06,0.48,0.86,0.49,-0.05,1.36,32.48
0.06,0.49,0.86,0.69,-0.18,1.51,32.53
0.06,0.48,0.86,-0.02,0.15,1.16,32.53
0.06,0.47,0.86,0.76,0.47,0.92,32.58
0.04,0.49,0.86,0.09,-0.29,0.52,32.53
0.04,0.49,0.85,0.14,-1.28,0.47,32.58
0.06,0.49,0.85,0.87,-0.82,0.99,32.58
0.05,0.48,0.85,0.12,1.01,0.64,32.44
0.05,0.48,0.87,-1.33,0.84,0.44,32.58
0.04,0.47,0.85,-1.68,-0.11,0.47,32.58
0.05,0.48,0.87,-0.89,-0.98,-0.11,32.62
0.05,0.49,0.86,0.37,-1.15,0.09,32.58
0.05,0.49,0.86,-0.84,-1.42,-0.58,32.53
0.06,0.48,0.86,-1.08,-0.12,-0.37,32.53
0.06,0.48,0.85,-0.76,1.16,0.44,32.58
0.05,0.48,0.86,-0.29,0.96,0.87,32.53
0.05,0.48,0.85,0.21,0.18,0.7,32.48
0.05,0.48,0.86,0.35,0.02,0.81,32.58
0.05,0.47,0.86,0.24,0.34,1.04,32.53
0.05,0.48,0.86,0.5,0.69,1.05,32.58
0.05,0.48,0.85,0.69,0.53,1.05,32.58
0.05,0.48,0.85,0.4,0.06,1.02,32.62
0.05,0.48,0.86,0.26,0.08,1.15,32.58
0.05,0.48,0.86,0.34,0.21,1.37,32.53
0.06,0.48,0.85,0.38,0.49,1.54,32.53
0.06,0.48,0.85,0.32,0.29,1.22,32.58
0.06,0.48,0.86,0.23,0.43,1.16,32.62
0.06,0.48,0.86,0.55,0.15,1.08,32.53
0.06,0.48,0.86,0.87,-0.31,0.64,32.58
0.05,0.48,0.86,0.93,-0.63,0.47,32.62
0.06,0.48,0.86,0.89,-0.75,0.26,32.48
0.05,0.49,0.85,0.55,-0.55,0.35,32.58
0.05,0.48,0.87,0.44,-0.58,0.61,32.53
0.05,0.49,0.86,0.55,-0.18,0.53,32.58
0.06,0.48,0.85,0.56,-0.17,0.55,32.58
0.05,0.49,0.86,0.64,-0.11,0.6,32.62
0.05,0.48,0.86,0.72,0.03,0.75,32.58
0.05,0.48,0.86,0.78,0.43,1.11,32.62
0.05,0.48,0.85,0.53,0.85,1.25,32.62
0.05,0.48,0.85,0.18,0.89,1.02,32.48
