acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.04,0.47,0.85,-0.41,1.33,1.37,32.44
0.04,0.47,0.87,-0.52,0.73,0.41,32.53
0.04,0.46,0.86,0.15,0.14,-0.43,32.58
0.03,0.46,0.87,0.67,-0.41,-0.61,32.53
0.03,0.47,0.86,0.35,-0.5,-0.38,32.48
0.03,0.47,0.87,0.05,-0.17,-0.09,32.58
0.03,0.48,0.87,-0.26,0.47,0.4,32.53
0.04,0.47,0.87,0.41,0.63,0.52,32.48
0.04,0.48,0.87,0.76,0.23,0.92,32.48
0.05,0.47,0.87,0.67,0.24,1.1,32.53
0.04,0.47,0.87,0.76,0.29,1.39,32.58
0.04,0.47,0.86,0.69,0.85,1.47,32.58
0.04,0.47,0.88,0.96,1.59,1.53,32.44
0.04,0.47,0.86,0.46,1.15,0.96,32.48
0.04,0.47,0.86,1.13,0.72,0.38,32.53
0.03,0.48,0.87,0.27,-0.09,-0.02,32.53
0.02,0.48,0.87,0.12,-0.55,0.63,32.58
0.03,0.48,0.86,0.06,0.63,0.93,32.48
0.03,0.46,0.86,-1.1,2.09,0.7,32.53
0.03,0.46,0.87,-2.32,0.96,-0.23,32.58
0.04,0.46,0.86,-1.79,-0.41,-0.35,32.44
0.04,0.47,0.87,-0.5,-0.44,-0.26,32.48
0.04,0.48,0.87,0.11,-0.29,-0.06,32.48
0.05,0.48,0.87,-0.44,-0.12,-0.02,32.44
0.04,0.48,0.86,-0.92,0.55,0.09,32.58
0.04,0.46,0.86,-0.5,-1.19,0.09,32.48
0.03,0.46,0.86,-0.92,0.96,0.9,32.53
0.04,0.45,0.87,0.24,2.14,1.4,32.39
0.04,0.47,0.86,0.03,-0.2,0.7,32.48
0.03,0.47,0.86,-0.06,-0.69,0.26,32.53
0.04,0.46,0.86,0.27,0.56,0.09,32.48
0.04,0.47,0.87,0.09,1.28,0.67,32.62
0.04,0.47,0.86,-0.15,0.92,0.52,32.53
0.03,0.47,0.87,-0.31,0.4,0.09,32.48
0.04,0.47,0.87,-0.29,-0.63,-0.18,32.44
0.03,0.47,0.86,0.11,-0.37,0.2,32.53
0.05,0.47,0.86,0.2,0.4,0.81,32.48
0.05,0.47,0.87,0.09,0.49,0.64,32.53
0.04,0.47,0.87,0.15,0.38,0.52,32.58
0.04,0.47,0.87,0.47,-0.12,0.24,32.58
0.04,0.47,0.87,0.63,-0.4,0.4,32.44
0.04,0.47,0.87,0.84,0.08,0.89,32.48
0.03,0.47,0.87,0.37,0.35,1.07,32.39
0.03,0.47,0.87,0.29,0.55,0.95,32.44
0.03,0.47,0.87,0.6,0.29,0.89,32.58
0.04,0.47,0.87,0.79,0.38,0.96,32.48
0.04,0.46,0.87,0.5,0.4,1.11,32.44
0.04,0.47,0.86,0.38,0.64,1.18,32.58
0.04,0.47,0.87,0.76,0.82,1.45,32.39
0.04,0.47,0.86,0.63,0.78,1.47,32.53
0.05,0.48,0.87,0.69,0.69,1.27,32.48
0.04,0.48,0.87,0.67,0.6,1.33,32.39
0.04,0.47,0.86,0.43,0.67,0.98,32.44
0.03,0.47,0.87,0.35,0.6,1.01,32.48
0.04,0.47,0.87,0.38,0.31,1.08,32.44
0.05,0.47,0.86,0.24,0.2,0.95,32.53
0.04,0.47,0.87,0.37,-0.26,0.7,32.48
0.04,0.47,0.87,0.05,-0.05,0.26,32.53
0.04,0.47,0.87,-0.14,-0.38,0.11,32.53
0.04,0.47,0.86,0.15,0.37,0.58,32.48
0.05,0.46,0.87,0.26,0.4,0.85,32.62
0.04,0.47,0.87,0.24,0.32,0.99,32.44
0.03,0.47,0.86,-0.11,0.05,0.66,32.48
0.04,0.47,0.86,0.05,-0.35,0.34,32.53
0.04,0.47,0.87,0.2,-0.03,0.52,32.48
