acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.07,0.21,1.02,15.79,25.94,-2.87
0.07,0.21,1.01,15.74,25.83,-2.92
0.07,0.21,1.00,15.83,25.77,-2.64
0.07,0.21,1.01,15.80,25.77,-2.64
0.07,0.21,1.00,16.09,25.79,-2.55
0.07,0.21,1.02,16.12,25.65,-2.79
0.07,0.22,1.01,15.74,25.76,-2.84
0.07,0.22,1.02,16.09,25.76,-2.81
0.07,0.21,1.01,15.74,25.97,-2.85
0.07,0.21,1.01,16.05,25.83,-2.72
0.07,0.22,1.02,15.91,25.83,-2.79
0.08,0.22,1.00,15.74,25.82,-2.63
0.07,0.22,1.00,15.91,25.60,-2.99
0.08,0.22,1.01,15.92,25.82,-2.56
0.08,0.22,1.02,15.91,25.85,-2.89
0.08,0.21,1.01,15.76,25.66,-2.85
0.08,0.21,1.02,15.76,25.85,-2.95
0.08,0.21,1.02,15.82,25.73,-2.90
0.08,0.22,1.00,15.95,25.79,-2.64
0.08,0.21,1.01,15.92,25.65,-2.99
0.08,0.21,1.01,15.77,25.73,-2.90
0.09,0.21,1.01,15.60,25.89,-2.81
0.08,0.21,1.00,15.80,25.80,-2.73
0.08,0.21,1.00,15.83,25.59,-2.46
0.09,0.21,1.02,15.95,25.80,-2.61
0.09,0.21,1.01,15.83,25.71,-2.99
0.08,0.22,1.00,15.76,25.98,-2.63
0.08,0.21,1.01,16.03,25.85,-2.90
0.08,0.21,1.00,15.71,25.69,-2.67
0.08,0.21,1.00,15.88,25.97,-2.84
0.08,0.22,1.00,15.85,25.77,-2.81
0.08,0.22,1.01,15.83,25.74,-2.84
0.08,0.21,1.01,16.11,25.57,-2.84
0.08,0.21,1.01,15.85,25.86,-2.84
0.08,0.21,1.03,16.14,25.86,-2.70
0.09,0.21,1.01,15.79,25.97,-2.60
0.08,0.21,1.01,15.83,25.79,-2.85
0.08,0.21,1.01,15.97,25.59,-2.89
0.08,0.21,1.01,15.88,25.92,-3.02
0.08,0.21,1.01,16.00,25.86,-2.67
0.08,0.21,1.02,15.95,25.79,-2.84
0.08,0.20,1.01,16.02,25.97,-2.87
0.08,0.20,1.01,16.03,25.86,-2.46
0.08,0.21,1.00,15.92,25.77,-2.82
0.08,0.20,1.01,15.97,25.92,-2.64
0.09,0.21,1.01,15.76,25.82,-2.92
0.09,0.21,1.01,15.94,25.94,-2.75
0.08,0.21,1.01,15.71,25.62,-2.58
0.09,0.22,1.01,15.94,25.79,-2.69
0.07,0.22,1.01,15.80,25.60,-2.85
0.08,0.21,1.01,15.71,25.82,-2.70
0.07,0.21,1.00,15.82,25.86,-2.90
0.08,0.21,1.01,15.89,25.76,-2.85
0.08,0.21,1.01,15.83,25.80,-2.55
0.08,0.21,1.01,15.71,25.95,-2.73
0.07,0.21,1.00,15.80,25.82,-3.01
0.08,0.21,1.01,15.82,25.65,-2.75
0.07,0.21,1.02,15.94,25.68,-2.75
0.06,0.21,1.01,15.89,25.74,-2.66
0.07,0.21,1.02,16.05,25.80,-2.79
0.07,0.22,1.01,15.98,26.00,-2.92
0.07,0.22,1.01,15.88,25.76,-2.66
0.07,0.22,1.01,15.77,25.60,-2.89
0.08,0.21,1.01,15.88,25.68,-3.01
0.07,0.22,1.00,15.85,25.89,-2.61
0.08,0.22,1.01,15.80,25.98,-2.64
0.08,0.20,1.01,15.82,25.66,-3.07
0.09,0.22,1.00,15.91,26.00,-2.82
0.09,0.21,1.00,15.63,25.85,-2.67
0.08,0.21,1.02,15.98,25.85,-2.72
0.09,0.21,1.01,15.83,25.60,-2.87
0.09,0.21,1.01,15.91,25.79,-2.75
0.09,0.21,1.01,15.88,25.85,-2.69
0.09,0.21,1.01,15.76,26.03,-2.81
0.08,0.21,1.00,15.76,25.63,-2.72
