acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.06,0.20,1.00,15.95,25.79,-2.78
0.05,0.20,1.02,15.88,25.94,-2.69
0.06,0.20,1.02,15.94,25.85,-2.81
0.06,0.19,1.01,16.11,25.91,-2.56
0.06,0.20,1.01,15.77,25.82,-3.19
0.06,0.20,1.01,15.79,25.69,-2.67
0.05,0.20,1.02,15.59,25.86,-2.85
0.06,0.20,1.01,15.83,25.80,-2.79
0.05,0.20,1.02,15.83,25.76,-2.90
0.05,0.20,1.02,15.94,25.74,-2.79
0.05,0.21,1.02,15.79,25.73,-2.72
0.05,0.20,1.01,16.12,25.85,-2.92
0.06,0.20,1.01,15.83,25.69,-2.60
0.06,0.21,1.01,16.02,25.77,-2.64
0.06,0.20,1.01,15.76,25.79,-2.79
0.07,0.20,1.01,15.85,25.44,-2.72
0.06,0.20,1.01,15.88,25.98,-3.02
0.07,0.21,1.01,15.95,25.86,-2.75
0.06,0.20,1.01,15.80,25.79,-2.84
0.06,0.20,1.01,15.65,25.80,-2.90
0.06,0.20,1.00,15.92,25.59,-2.78
0.05,0.20,1.00,15.92,25.73,-2.49
0.06,0.20,1.00,15.76,25.94,-2.49
0.05,0.20,1.00,15.83,25.76,-2.78
0.05,0.20,1.01,15.88,25.94,-2.89
0.05,0.20,1.01,15.89,25.82,-2.70
0.05,0.20,1.01,15.94,25.74,-2.79
0.05,0.20,1.00,16.11,25.86,-2.60
0.05,0.20,1.01,15.83,25.68,-2.76
0.05,0.19,1.00,15.83,25.82,-2.75
0.05,0.20,1.00,15.69,25.79,-2.79
0.05,0.20,1.01,15.95,25.91,-2.87
0.05,0.20,1.01,15.98,25.85,-2.79
0.05,0.20,1.01,15.83,25.80,-2.66
0.06,0.20,1.01,15.77,25.69,-2.81
0.05,0.20,1.01,15.86,25.80,-2.66
0.05,0.20,1.02,16.02,26.17,-2.72
0.06,0.19,1.01,15.85,25.62,-2.76
0.06,0.20,1.02,15.86,25.76,-2.76
0.06,0.20,1.01,15.89,25.57,-2.92
0.07,0.21,1.00,16.11,25.97,-2.47
0.07,0.20,1.01,15.53,26.03,-3.02
0.07,0.20,1.01,15.88,25.85,-2.70
0.07,0.20,1.01,15.98,25.80,-2.58
0.07,0.20,1.01,15.86,25.69,-2.64
0.07,0.20,1.01,15.97,26.03,-2.78
0.07,0.19,1.00,15.80,25.86,-2.70
0.06,0.20,1.01,16.03,25.83,-2.73
0.06,0.19,1.01,16.02,25.88,-2.99
0.05,0.20,1.02,15.95,25.95,-2.66
0.04,0.20,1.01,15.85,25.88,-3.02
0.04,0.20,1.01,16.02,25.83,-2.72
0.04,0.19,1.01,15.94,25.62,-2.84
0.05,0.20,1.02,15.85,25.77,-2.85
0.05,0.20,1.02,15.94,25.94,-2.96
0.05,0.20,1.02,15.82,25.91,-2.95
0.05,0.20,1.02,15.82,25.76,-2.79
0.05,0.20,1.01,15.80,25.77,-3.02
0.05,0.20,1.01,15.94,25.73,-2.72
0.06,0.20,1.01,15.66,25.97,-2.87
0.05,0.20,1.01,15.97,25.82,-2.84
0.06,0.21,1.01,15.86,25.88,-2.64
0.05,0.21,1.01,16.00,25.83,-2.87
0.05,0.20,1.01,15.91,25.76,-2.66
