acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.05,0.19,1.02,15.88,26.00,-3.15
0.05,0.20,1.00,16.00,26.35,-3.27
0.05,0.20,1.01,15.85,25.92,-3.66
0.05,0.20,1.02,16.05,25.92,-3.15
0.05,0.20,1.01,15.94,26.15,-2.98
0.06,0.20,1.01,15.82,25.62,-3.69
0.05,0.20,1.01,15.98,26.52,-3.25
0.05,0.20,1.02,15.82,25.82,-3.56
0.05,0.20,1.01,16.05,25.92,-3.27
0.05,0.20,1.01,15.76,25.89,-3.21
0.05,0.20,1.01,15.89,26.11,-3.24
0.05,0.20,1.02,15.89,26.34,-2.98
0.05,0.20,1.01,15.74,26.24,-3.69
0.05,0.20,1.01,15.77,26.08,-3.31
0.06,0.20,1.01,15.94,26.35,-2.72
0.06,0.20,1.01,15.80,26.17,-3.33
0.05,0.20,1.01,15.83,26.37,-3.62
0.05,0.20,1.01,15.91,26.06,-3.28
0.06,0.20,1.01,15.82,26.17,-3.27
0.05,0.20,1.01,16.00,25.77,-3.33
0.06,0.20,1.00,16.03,26.23,-3.57
0.05,0.20,1.02,15.94,26.12,-3.36
0.05,0.20,1.01,15.86,26.26,-3.42
0.05,0.20,1.02,16.00,26.11,-3.27
0.06,0.19,1.01,15.95,26.17,-3.42
0.06,0.20,1.01,15.85,26.09,-3.22
0.05,0.20,1.01,15.83,26.35,-3.73
0.06,0.20,1.01,15.83,26.06,-3.16
0.05,0.20,1.01,15.83,26.18,-3.31
0.05,0.20,1.01,15.73,26.03,-3.15
0.05,0.20,1.01,15.69,25.89,-3.73
0.06,0.20,1.01,16.02,26.09,-3.45
0.05,0.20,1.01,15.95,26.08,-2.78
0.05,0.20,1.02,15.71,26.15,-3.34
0.06,0.20,1.02,15.91,26.18,-3.22
0.06,0.20,1.03,15.94,25.79,-3.30
0.05,0.20,1.01,15.83,26.12,-3.24
0.05,0.19,1.01,15.66,26.23,-3.15
0.05,0.19,1.01,16.14,25.71,-3.24
0.05,0.19,1.02,15.73,26.12,-3.13
0.05,0.19,1.01,16.08,26.27,-3.18
0.05,0.20,1.01,15.86,26.12,-3.08
0.05,0.19,1.01,15.79,26.05,-3.56
0.05,0.20,1.01,16.02,25.83,-3.37
0.05,0.19,1.02,15.82,26.46,-3.22
0.06,0.19,1.02,15.98,25.82,-3.33
0.05,0.20,1.01,15.88,26.12,-3.15
0.06,0.20,1.02,15.80,26.06,-3.48
0.05,0.20,1.01,15.98,26.35,-3.11
0.06,0.20,1.01,15.85,26.37,-3.13
0.05,0.20,1.01,15.82,26.21,-3.10
0.06,0.20,1.00,15.94,26.03,-3.11
0.05,0.20,1.01,15.83,26.06,-3.25
0.06,0.19,1.01,15.80,26.08,-3.30
0.05,0.20,1.01,15.82,25.92,-3.25
0.06,0.19,1.02,15.89,25.98,-3.21
0.05,0.20,1.01,15.69,26.27,-2.89
0.06,0.20,1.02,15.92,26.15,-3.42
0.06,0.20,1.01,15.88,25.95,-3.40
0.05,0.19,1.01,15.92,25.82,-3.02
0.06,0.20,1.01,15.92,26.26,-3.18
0.05,0.20,1.01,15.74,25.97,-3.27
0.06,0.20,1.01,15.94,26.09,-3.39
0.05,0.20,1.01,15.68,26.26,-3.30
0.05,0.20,1.01,15.91,26.11,-3.50
0.06,0.20,1.01,15.98,26.14,-3.04
0.06,0.20,1.01,15.73,26.18,-3.50
0.06,0.20,1.02,15.77,25.80,-2.98
0.06,0.20,1.01,15.92,25.77,-3.33
0.05,0.20,1.01,15.98,26.26,-3.33
0.06,0.20,1.01,15.80,25.97,-3.56
0.06,0.20,1.01,15.83,25.92,-2.93
0.05,0.19,1.01,15.86,26.02,-3.22
0.05,0.20,1.01,15.91,26.17,-3.50
0.06,0.20,1.01,15.97,25.91,-2.99
0.06,0.20,1.01,15.80,25.86,-3.57
0.05,0.19,1.02,16.00,25.97,-3.19
0.05,0.20,1.01,15.94,25.98,-3.15
0.06,0.19,1.02,15.66,26.31,-3.24
0.06,0.20,1.01,15.98,26.21,-3.22
0.06,0.19,1.02,15.80,26.38,-3.36
0.06,0.19,1.01,15.76,26.15,-3.50
0.06,0.20,1.01,15.89,26.05,-3.56
0.06,0.20,1.01,16.12,25.76,-3.21
0.06,0.20,1.01,15.97,25.79,-3.15
0.06,0.20,1.01,15.82,26.11,-3.25
0.06,0.20,1.01,16.12,26.17,-3.02
0.06,0.20,1.02,16.03,25.89,-3.22
0.06,0.20,1.02,15.95,26.11,-3.42
0.06,0.20,1.01,15.88,26.05,-3.42
0.05,0.21,1.02,15.82,26.38,-3.05
0.05,0.20,1.01,15.98,26.02,-3.21
0.06,0.20,1.03,15.85,26.17,-3.40
0.06,0.20,1.01,15.86,26.21,-3.15
0.06,0.20,1.01,15.83,26.12,-3.51
0.06,0.20,1.01,16.00,26.24,-3.44
0.07,0.20,1.02,15.92,25.59,-3.33
0.07,0.21,1.01,15.88,25.82,-2.99
0.07,0.20,1.02,15.92,25.97,-3.10
0.07,0.20,1.01,15.86,26.03,-3.30
0.06,0.21,1.02,15.94,25.98,-3.40
0.07,0.21,1.00,15.71,26.24,-3.31
0.06,0.21,1.01,15.95,25.98,-3.11
0.06,0.20,1.00,16.09,25.92,-3.62
0.06,0.19,1.00,15.80,26.43,-3.28
0.06,0.20,1.00,15.86,25.94,-3.37
0.05,0.19,1.01,15.92,26.12,-3.60
0.05,0.19,1.01,15.97,26.52,-3.31
0.05,0.19,1.02,16.02,25.89,-3.21
0.05,0.19,1.01,15.95,25.73,-3.05
0.05,0.19,1.01,15.86,25.88,-3.07
0.05,0.20,1.01,15.82,26.21,-3.39
0.05,0.20,1.02,15.95,26.37,-3.13
0.05,0.21,1.02,15.77,25.94,-3.34
0.05,0.20,1.02,15.92,26.38,-3.51
0.05,0.20,1.02,15.98,26.11,-3.01
0.06,0.20,1.01,15.86,26.46,-3.22
0.05,0.20,1.01,16.09,26.00,-3.28
0.06,0.19,1.02,15.88,25.83,-3.21
0.06,0.20,1.02,15.91,25.80,-3.25
0.07,0.20,1.01,15.89,26.26,-3.53
0.06,0.20,1.01,15.71,26.18,-3.39
0.08,0.19,1.01,15.89,26.06,-3.33
0.08,0.20,1.01,15.85,26.23,-2.79
0.07,0.20,1.01,15.89,25.88,-3.24
0.07,0.19,1.01,15.92,26.02,-3.19
0.07,0.20,1.02,15.79,26.17,-3.10
0.07,0.20,1.00,16.03,26.09,-3.53
0.07,0.20,1.02,15.88,26.17,-3.02
0.06,0.20,1.01,16.02,25.98,-3.45
0.05,0.19,1.01,15.83,25.97,-3.48
0.05,0.19,1.01,15.91,26.15,-3.25
0.05,0.19,1.01,15.94,26.17,-3.13
0.05,0.19,1.01,15.89,26.06,-3.42
0.05,0.19,1.02,15.97,26.35,-3.40
0.05,0.19,1.02,15.89,26.38,-3.48
0.06,0.20,1.01,15.91,25.91,-3.34
0.05,0.20,1.01,15.76,25.91,-3.27
0.05,0.20,1.02,15.97,26.31,-3.36
0.06,0.20,1.01,15.68,26.37,-3.24
0.05,0.20,1.01,15.89,26.21,-3.18
0.06,0.20,1.01,15.91,26.06,-3.51
0.05,0.20,1.01,15.82,26.24,-3.44
0.06,0.20,1.01,16.00,26.35,-3.24
0.06,0.20,1.02,15.80,25.83,-3.45
0.06,0.20,1.02,15.91,26.17,-2.99
0.06,0.20,1.02,15.94,26.02,-3.44
0.06,0.19,1.01,15.98,25.92,-3.34
0.05,0.21,1.02,15.88,26.23,-3.44
0.06,0.20,1.02,15.89,26.20,-3.31
0.06,0.21,1.01,15.91,26.18,-3.02
0.06,0.20,1.02,15.82,26.27,-3.62
0.07,0.20,1.01,15.97,25.91,-3.36
0.06,0.20,1.01,15.80,25.92,-3.21
0.06,0.20,1.01,15.85,26.12,-3.21
0.06,0.19,1.01,16.05,26.26,-3.40
0.06,0.19,1.01,15.88,26.17,-3.24
0.07,0.19,1.01,15.92,26.60,-3.34
0.07,0.19,1.01,15.65,26.00,-3.19
0.06,0.19,1.01,15.88,25.88,-3.33
0.06,0.19,1.02,15.77,26.18,-2.98
0.06,0.20,1.02,15.74,26.11,-3.24
0.06,0.19,1.01,16.03,26.12,-3.33
0.06,0.20,1.01,15.83,26.17,-3.33
0.06,0.19,1.02,15.97,25.98,-3.40
0.06,0.20,1.01,15.86,25.80,-3.11
0.06,0.19,1.02,15.76,25.86,-3.19
0.06,0.19,1.02,15.82,26.31,-3.34
0.06,0.19,1.01,16.08,25.91,-3.48
0.06,0.19,1.01,15.68,26.09,-3.04
0.06,0.19,1.01,15.82,26.11,-2.98
0.06,0.19,1.01,15.79,26.05,-3.25
0.06,0.20,1.01,15.98,26.02,-3.42
0.06,0.20,1.01,15.71,25.95,-3.40
0.06,0.19,1.01,15.86,25.97,-3.48
0.06,0.19,1.00,15.91,26.03,-2.96
0.06,0.20,1.01,15.94,26.27,-3.05
0.06,0.19,1.01,15.86,26.26,-3.13
0.07,0.19,1.02,15.74,25.95,-3.19
0.06,0.19,1.02,15.74,26.35,-3.59
0.06,0.19,1.01,15.77,25.89,-3.57
0.06,0.20,1.02,15.98,26.08,-2.92
