acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.05,0.18,1.01,15.79,25.94,-2.73
0.05,0.19,1.01,15.97,25.77,-2.61
0.05,0.18,1.02,16.12,25.76,-2.76
0.05,0.18,1.02,15.98,25.82,-2.69
0.05,0.18,1.02,16.02,25.80,-2.69
0.05,0.19,1.02,15.92,25.83,-2.84
0.06,0.18,1.01,15.95,25.62,-2.81
0.05,0.18,1.01,15.92,25.66,-2.81
0.05,0.18,1.01,15.82,25.76,-2.89
0.05,0.18,1.01,15.88,25.76,-2.64
0.06,0.18,1.02,15.91,25.85,-2.98
0.05,0.18,1.02,15.79,25.89,-2.64
0.05,0.18,1.02,15.86,26.02,-2.64
0.05,0.18,1.02,15.95,25.91,-2.81
0.05,0.19,1.02,16.03,25.98,-2.58
0.05,0.18,1.01,15.85,25.65,-2.85
0.06,0.18,1.02,15.94,25.86,-2.90
0.04,0.18,1.02,15.74,25.63,-2.73
0.05,0.18,1.03,16.03,25.94,-3.04
0.05,0.18,1.02,15.88,25.66,-2.66
0.05,0.17,1.02,16.03,25.76,-2.73
0.05,0.18,1.02,16.00,25.73,-2.73
0.05,0.18,1.02,15.80,25.76,-2.89
0.05,0.17,1.02,16.09,25.71,-2.58
0.05,0.17,1.02,15.82,25.82,-2.84
0.05,0.18,1.02,15.77,25.68,-2.98
0.05,0.19,1.02,15.92,25.83,-2.75
0.05,0.19,1.02,15.85,25.95,-2.61
0.05,0.18,1.02,15.94,25.80,-2.69
0.05,0.19,1.02,15.88,25.73,-2.82
0.05,0.19,1.02,15.83,25.74,-2.93
0.05,0.19,1.02,15.98,25.76,-2.81
0.05,0.18,1.02,15.83,25.88,-2.78
0.05,0.18,1.02,15.71,25.88,-2.72
0.05,0.17,1.00,16.02,25.76,-2.85
0.04,0.18,1.02,15.94,25.83,-2.82
0.05,0.18,1.01,15.94,25.73,-2.79
0.04,0.18,1.02,15.74,25.63,-2.87
0.04,0.18,1.03,15.82,25.69,-2.78
0.03,0.18,1.02,15.89,25.83,-2.58
0.04,0.18,1.02,15.68,25.53,-2.60
0.04,0.18,1.01,15.82,25.89,-2.99
0.04,0.19,1.01,15.73,25.59,-2.67
0.04,0.19,1.01,15.82,25.86,-2.87
0.04,0.18,1.01,15.98,25.73,-2.44
0.05,0.19,1.01,15.97,25.86,-2.82
0.05,0.19,1.02,15.97,25.62,-2.87
0.05,0.18,1.02,15.83,25.85,-2.95
0.06,0.18,1.02,15.91,25.77,-2.89
0.06,0.18,1.01,16.03,25.83,-2.67
0.06,0.18,1.02,15.98,25.73,-2.66
0.06,0.18,1.02,15.98,25.60,-2.93
0.07,0.18,1.01,15.66,25.88,-2.75
0.06,0.18,1.02,15.89,26.02,-2.63
0.05,0.19,1.02,15.88,25.80,-2.79
0.05,0.18,1.03,15.68,25.80,-2.66
0.05,0.18,1.02,15.88,25.71,-2.64
0.05,0.18,1.02,15.89,25.71,-2.87
0.04,0.18,1.02,16.02,25.79,-2.98
0.04,0.18,1.02,15.63,25.86,-2.99
0.05,0.18,1.02,15.82,25.80,-2.64
0.05,0.18,1.01,15.97,25.89,-2.75
0.05,0.18,1.01,15.94,25.79,-2.73
0.04,0.19,1.02,15.89,25.79,-2.79
0.05,0.17,1.01,16.08,25.57,-2.69
0.04,0.17,1.01,15.74,26.08,-2.61
0.05,0.18,1.02,15.86,25.92,-2.70
0.05,0.18,1.01,15.85,25.76,-2.85
0.05,0.18,1.01,15.85,25.80,-2.76
0.05,0.18,1.01,15.74,25.65,-2.79
0.05,0.18,1.02,15.79,25.71,-3.08
0.04,0.18,1.02,15.79,25.82,-2.52
0.04,0.18,1.02,16.05,25.69,-2.82
