acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.07,0.20,1.02,16.27,25.34,-2.15
0.06,0.20,1.01,16.14,25.50,-2.00
0.06,0.20,1.01,16.09,25.31,-2.20
0.07,0.20,1.02,15.79,25.65,-1.86
0.07,0.20,1.01,16.05,25.62,-2.26
0.07,0.20,1.00,16.27,25.48,-1.68
0.07,0.20,1.01,16.26,25.86,-2.03
0.07,0.20,1.01,15.98,25.86,-2.05
0.06,0.20,1.01,16.14,25.65,-2.29
0.06,0.20,1.00,16.40,25.42,-1.66
0.06,0.19,1.00,15.80,25.24,-2.05
0.05,0.19,1.00,16.14,25.47,-2.17
0.06,0.19,1.01,15.92,25.42,-2.49
0.06,0.19,1.01,16.38,25.50,-2.23
0.06,0.19,1.01,16.52,25.56,-1.82
0.06,0.20,1.02,16.06,25.59,-2.38
0.05,0.20,1.01,16.09,25.21,-1.95
0.05,0.19,1.02,15.97,25.53,-2.49
0.05,0.19,1.01,15.88,25.50,-2.15
0.04,0.20,1.01,16.14,25.42,-2.27
0.05,0.20,1.01,16.64,25.40,-2.17
0.05,0.20,1.01,16.18,25.56,-2.15
0.05,0.20,1.02,16.21,25.53,-1.82
0.05,0.19,1.02,15.86,25.66,-1.95
0.05,0.19,1.02,16.14,25.56,-2.26
0.06,0.20,1.01,16.15,25.13,-2.08
0.06,0.20,1.02,16.20,25.63,-2.20
0.07,0.20,1.02,16.17,25.82,-1.94
0.07,0.19,1.02,16.03,25.42,-2.35
0.08,0.19,1.02,16.47,25.28,-2.08
0.09,0.19,1.01,15.94,25.34,-2.27
0.09,0.19,1.01,16.56,25.07,-2.32
0.09,0.18,1.00,16.43,25.30,-2.00
0.09,0.18,1.00,16.02,25.53,-2.38
0.08,0.19,1.01,15.86,25.36,-2.43
0.07,0.19,1.01,16.05,25.28,-2.32
0.07,0.20,1.01,16.32,25.47,-2.37
0.07,0.19,1.01,16.23,25.56,-2.00
0.06,0.18,1.01,15.80,25.54,-2.18
0.05,0.19,1.01,15.94,25.31,-2.05
0.05,0.20,1.02,15.94,25.42,-1.92
0.05,0.19,1.02,16.14,25.57,-2.29
0.05,0.19,1.00,16.05,25.69,-2.37
0.05,0.20,1.02,16.21,25.39,-2.03
0.05,0.20,1.01,16.12,25.24,-2.52
0.06,0.20,1.02,16.05,25.48,-2.20
0.06,0.20,1.01,16.20,25.69,-2.44
0.06,0.20,1.01,15.95,25.34,-1.91
0.06,0.20,1.02,16.05,25.56,-2.37
0.06,0.20,1.01,16.06,25.63,-2.06
0.07,0.20,1.01,15.77,25.18,-2.47
0.06,0.20,1.01,15.62,25.56,-2.37
0.06,0.19,1.01,16.06,25.53,-2.09
0.06,0.20,1.01,15.95,25.73,-2.12
0.06,0.20,1.01,16.24,25.48,-2.34
0.06,0.20,1.01,15.91,25.68,-2.40
0.07,0.20,1.01,16.18,25.36,-1.94
0.07,0.20,1.01,16.21,25.18,-1.79
0.06,0.19,1.01,16.23,25.65,-2.14
0.06,0.19,1.01,16.26,25.50,-1.74
0.07,0.20,1.01,16.26,25.21,-2.63
0.06,0.19,1.02,16.24,25.65,-2.09
0.07,0.19,1.01,15.98,25.31,-1.66
0.07,0.19,1.01,16.15,25.71,-2.21
0.07,0.20,1.02,16.08,25.50,-2.27
0.06,0.20,1.01,16.05,25.66,-1.94
0.06,0.19,1.01,16.03,25.47,-2.18
0.07,0.19,1.00,15.94,25.60,-2.14
0.06,0.19,1.01,16.46,25.88,-2.14
0.07,0.20,1.01,15.89,25.21,-2.18
0.07,0.20,1.01,16.18,25.45,-2.35
0.07,0.20,1.01,16.29,25.62,-2.08
0.07,0.19,1.01,16.00,25.18,-2.05
0.07,0.19,1.02,15.98,25.53,-2.03
0.07,0.19,1.01,16.38,25.44,-2.47
0.07,0.19,1.02,15.77,25.47,-1.82
0.07,0.19,1.01,16.06,25.37,-2.29
0.07,0.19,1.02,15.65,25.59,-2.44
0.06,0.19,1.02,16.11,25.33,-2.34
0.06,0.19,1.01,16.05,25.39,-1.92
0.06,0.19,1.01,16.31,25.34,-2.17
0.06,0.19,1.00,15.95,25.68,-2.24
0.07,0.19,1.01,15.74,25.33,-1.89
0.07,0.19,1.02,16.05,25.45,-2.60
0.06,0.20,1.02,15.89,25.86,-2.34
0.06,0.19,1.01,16.20,25.13,-2.67
0.06,0.20,1.01,16.09,25.31,-2.06
0.06,0.20,1.01,16.20,25.73,-1.94
0.06,0.20,1.01,16.12,25.05,-1.73
0.06,0.20,1.02,16.32,25.69,-2.44
0.07,0.20,1.02,15.77,25.69,-2.32
0.06,0.19,1.02,16.03,25.66,-1.94
0.06,0.19,1.01,16.06,25.36,-1.97
0.06,0.20,1.01,16.11,25.59,-2.44
0.06,0.20,1.01,16.17,25.11,-2.11
0.06,0.20,1.01,16.15,25.42,-2.32
0.06,0.19,1.02,16.00,24.99,-2.47
0.06,0.20,1.01,16.15,25.68,-2.24
0.05,0.20,1.02,16.23,25.33,-2.17
0.05,0.20,1.01,16.17,25.66,-2.12
0.05,0.20,1.01,16.05,25.40,-2.20
0.05,0.20,1.01,16.26,25.36,-2.47
0.06,0.20,1.01,16.35,25.45,-2.44
0.06,0.20,1.01,16.18,25.37,-2.12
0.06,0.19,1.02,16.14,25.69,-2.43
0.06,0.19,1.00,15.92,25.57,-2.11
0.07,0.20,1.02,16.26,25.48,-2.17
0.07,0.19,1.02,16.23,25.68,-2.34
0.07,0.20,1.01,16.11,25.11,-2.34
0.07,0.19,1.02,16.24,25.30,-2.56
0.07,0.20,1.01,15.85,25.40,-1.97
0.07,0.20,1.01,15.95,25.51,-1.86
0.07,0.19,1.01,15.83,25.82,-2.23
0.06,0.20,1.01,16.37,25.53,-2.15
0.06,0.19,1.02,16.34,25.42,-2.09
0.06,0.19,1.01,15.89,25.40,-2.02
0.05,0.19,1.01,15.83,25.73,-2.38
0.05,0.19,1.01,15.91,25.18,-2.44
0.05,0.19,1.01,16.29,25.44,-2.15
0.06,0.20,1.01,16.26,25.73,-2.47
0.06,0.20,1.01,16.21,25.37,-1.92
0.06,0.19,1.01,16.00,25.27,-2.14
0.06,0.19,1.01,16.06,25.45,-2.15
0.06,0.19,1.02,16.26,25.28,-2.37
0.05,0.19,1.02,16.21,25.15,-1.86
0.06,0.19,1.01,15.97,25.27,-2.17
0.06,0.19,1.02,16.00,25.39,-1.92
0.06,0.19,1.01,16.55,25.48,-2.40
0.06,0.19,1.01,15.92,25.47,-2.08
0.06,0.20,1.01,15.95,25.36,-1.88
0.06,0.19,1.01,16.11,25.50,-1.83
0.06,0.20,1.01,15.98,25.80,-2.12
0.06,0.19,1.02,16.26,25.47,-2.02
0.06,0.19,1.01,15.94,25.71,-2.37
0.06,0.19,1.02,16.02,25.30,-2.15
0.05,0.20,1.01,15.69,25.66,-2.18
0.06,0.20,1.01,16.31,25.44,-1.86
0.06,0.20,1.02,16.29,25.59,-2.12
0.06,0.20,1.01,15.57,25.39,-2.05
0.06,0.20,1.01,16.09,25.88,-2.00
0.06,0.20,1.02,16.11,25.28,-2.05
0.06,0.20,1.02,15.79,25.48,-2.03
0.06,0.20,1.02,16.53,25.83,-1.91
0.06,0.20,1.02,15.92,25.63,-1.89
0.06,0.20,1.01,16.11,25.22,-2.12
0.06,0.20,1.01,16.20,25.94,-2.34
0.06,0.20,1.02,16.02,25.80,-2.47
0.06,0.20,1.01,16.35,25.34,-2.12
0.06,0.20,1.01,15.98,25.42,-2.11
0.07,0.19,1.01,15.89,25.25,-2.20
0.06,0.20,1.02,15.88,25.05,-2.18
0.06,0.20,1.01,16.17,25.45,-2.02
0.06,0.19,1.01,16.05,25.62,-2.24
0.05,0.20,1.02,16.11,25.36,-2.12
0.06,0.20,1.02,16.11,25.04,-1.97
0.06,0.20,1.01,15.86,25.56,-2.67
0.06,0.20,1.01,15.92,25.47,-1.73
0.06,0.19,1.01,16.29,25.18,-2.00
0.06,0.19,1.01,15.56,25.28,-2.12
0.06,0.19,1.02,16.14,25.57,-2.12
0.06,0.19,1.00,15.68,25.19,-2.27
0.06,0.19,1.01,16.20,25.62,-2.14
0.06,0.20,1.00,16.23,25.19,-1.98
0.06,0.19,1.01,16.06,26.17,-2.35
0.06,0.20,1.01,15.77,25.36,-2.27
0.05,0.19,1.01,15.76,25.21,-2.17
0.06,0.20,1.01,16.37,25.37,-1.85
0.06,0.19,1.02,16.18,25.39,-2.63
0.06,0.19,1.00,15.73,25.91,-1.92
0.06,0.19,1.01,16.09,25.16,-2.11
0.06,0.20,1.02,15.94,25.45,-2.17
0.06,0.20,1.00,16.26,25.53,-2.24
0.06,0.20,1.01,16.52,25.36,-1.68
0.05,0.20,1.01,15.97,25.77,-2.32
0.06,0.20,1.01,16.41,25.16,-2.00
0.06,0.20,1.01,16.14,25.27,-2.02
0.06,0.20,1.01,16.05,25.44,-2.41
0.06,0.20,1.01,16.05,25.73,-2.29
0.06,0.21,1.01,15.91,25.39,-2.32
0.06,0.20,1.01,16.18,25.18,-2.03
0.06,0.19,1.01,15.92,25.37,-2.26
0.06,0.20,1.01,16.23,25.69,-1.95
0.05,0.20,1.01,16.02,25.13,-2.23
0.07,0.20,1.00,16.29,25.62,-2.50
0.06,0.20,1.00,15.95,25.11,-2.17
0.06,0.20,1.01,15.94,25.30,-1.80
0.06,0.19,1.02,16.06,25.31,-2.56
0.06,0.20,1.00,16.06,25.48,-1.66
0.06,0.19,1.01,16.14,25.86,-2.31
0.06,0.20,1.02,16.24,25.47,-2.14
0.06,0.20,1.01,15.92,25.07,-1.97
0.06,0.20,1.01,16.12,25.60,-2.00
0.07,0.20,1.01,16.09,25.36,-2.18
0.06,0.20,1.02,16.11,25.21,-2.35
0.06,0.20,1.00,16.47,24.98,-2.53
0.06,0.20,1.01,15.83,25.27,-2.05
0.07,0.20,1.01,15.37,26.46,-1.83
