acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.04,0.19,1.01,16.08,25.69,-3.24
0.03,0.19,1.02,15.74,25.91,-3.24
0.04,0.19,1.02,15.69,25.73,-3.50
0.05,0.19,1.02,15.79,25.62,-3.36
0.05,0.20,1.02,15.80,25.86,-3.21
0.05,0.19,1.02,15.79,25.51,-3.31
0.05,0.19,1.02,15.98,25.74,-3.28
0.06,0.19,1.01,15.91,25.68,-3.42
0.06,0.19,1.01,15.95,25.73,-2.84
0.05,0.19,1.01,16.00,25.59,-3.18
0.06,0.19,1.00,15.71,25.54,-3.16
0.05,0.19,1.02,15.83,25.82,-3.16
0.06,0.18,1.01,15.91,25.85,-3.33
0.04,0.18,1.02,15.95,25.95,-3.18
0.04,0.18,1.02,15.73,25.56,-3.11
0.03,0.18,1.01,15.92,25.77,-3.50
0.04,0.18,1.02,15.98,25.95,-3.51
0.03,0.18,1.01,15.88,25.71,-3.36
0.03,0.18,1.01,15.89,25.97,-3.25
0.03,0.19,1.01,15.79,25.69,-3.39
0.03,0.19,1.02,15.73,25.74,-3.42
0.04,0.19,1.02,16.02,25.68,-3.10
0.03,0.19,1.03,15.77,26.09,-3.30
0.04,0.20,1.02,15.66,25.63,-3.47
0.04,0.19,1.01,15.79,25.76,-3.47
0.03,0.19,1.01,15.89,25.97,-2.99
0.04,0.20,1.01,15.77,25.79,-3.62
0.04,0.19,1.01,15.77,25.73,-3.24
0.04,0.20,1.00,15.82,25.69,-3.37
0.04,0.20,1.02,15.88,25.57,-3.11
0.04,0.20,1.02,15.65,26.02,-2.95
0.04,0.20,1.01,15.88,25.80,-3.40
0.05,0.19,1.01,15.92,25.71,-3.33
0.04,0.19,1.01,15.94,25.83,-3.60
0.05,0.19,1.01,15.97,25.73,-3.37
0.04,0.19,1.01,15.97,25.86,-3.56
0.04,0.19,1.01,15.85,25.91,-3.21
0.05,0.19,1.02,15.77,25.66,-3.36
0.05,0.18,1.01,15.71,25.74,-3.30
0.06,0.19,1.02,16.00,25.73,-3.36
0.05,0.19,1.02,15.80,25.83,-3.16
0.05,0.19,1.01,15.83,25.76,-3.27
0.05,0.18,1.01,15.88,25.86,-3.31
0.05,0.18,1.01,15.76,25.76,-3.15
0.05,0.19,1.01,15.94,25.80,-3.25
0.04,0.18,1.01,15.82,25.80,-3.34
0.06,0.19,1.01,16.03,25.59,-3.51
0.05,0.19,1.01,15.89,25.71,-3.18
0.04,0.19,1.02,15.82,25.95,-3.60
0.05,0.19,1.02,15.89,25.83,-3.34
