acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.05,0.20,1.01,15.77,25.88,-2.89
0.06,0.20,1.01,15.66,25.53,-2.89
0.06,0.20,1.00,16.11,25.83,-2.90
0.06,0.20,1.00,15.91,25.74,-2.41
0.06,0.19,1.01,15.73,25.76,-3.01
0.06,0.19,1.01,15.66,25.76,-2.60
0.06,0.19,1.01,16.17,25.83,-2.76
0.07,0.19,1.00,16.29,25.80,-2.87
0.07,0.18,1.01,15.82,25.88,-2.69
0.06,0.19,1.02,15.94,25.83,-2.64
0.06,0.19,1.01,15.94,25.94,-2.99
0.06,0.19,1.01,16.00,25.63,-2.78
0.06,0.19,1.01,15.83,25.69,-2.82
0.06,0.20,1.02,15.82,25.76,-2.81
0.06,0.20,1.01,15.69,25.71,-2.93
0.07,0.20,1.01,15.94,25.74,-2.73
0.06,0.20,1.01,15.89,25.56,-2.64
0.06,0.20,1.02,15.89,25.92,-2.89
0.06,0.20,1.02,15.91,25.48,-2.76
0.07,0.20,1.01,16.11,25.85,-2.56
0.06,0.20,1.00,15.91,25.66,-2.82
0.06,0.19,1.01,15.63,25.97,-2.93
0.06,0.19,1.01,16.08,25.68,-2.89
0.06,0.18,1.01,15.69,25.76,-2.69
0.06,0.19,1.01,15.91,25.83,-2.75
0.07,0.19,1.03,15.95,25.80,-2.72
0.07,0.19,1.02,15.85,25.66,-2.89
0.06,0.19,1.02,15.92,25.77,-2.96
0.06,0.19,1.02,15.74,25.80,-2.93
0.06,0.19,1.02,15.91,25.97,-2.49
0.06,0.20,1.02,15.88,25.60,-2.82
0.06,0.20,1.01,15.82,25.80,-2.84
0.05,0.19,1.02,15.91,25.80,-2.89
0.06,0.19,1.01,15.86,26.00,-2.66
0.06,0.18,1.00,15.71,25.68,-2.82
0.06,0.19,1.00,15.82,25.79,-2.66
0.06,0.19,1.01,15.73,25.66,-2.61
0.06,0.19,1.02,16.02,25.73,-2.76
0.07,0.18,1.01,15.82,25.89,-2.92
0.07,0.19,1.01,15.76,25.77,-2.73
0.07,0.19,1.01,15.76,25.85,-2.73
0.07,0.19,1.02,15.91,25.57,-2.55
0.07,0.20,1.02,15.82,25.82,-2.61
0.06,0.20,1.02,15.80,25.74,-2.52
0.07,0.19,1.02,15.95,25.71,-2.76
0.06,0.19,1.02,15.82,25.94,-2.82
