acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.06,0.20,1.01,15.80,25.80,-2.98
0.06,0.20,1.01,15.91,25.59,-2.87
0.06,0.19,1.01,15.76,25.76,-2.69
0.05,0.20,1.01,16.05,25.89,-2.70
0.05,0.20,1.02,15.77,25.76,-2.63
0.04,0.20,1.01,15.85,25.91,-2.56
0.04,0.20,1.01,15.85,25.85,-2.67
0.04,0.20,1.00,15.98,25.68,-2.75
0.04,0.20,1.02,15.98,25.69,-2.82
0.05,0.20,1.00,15.94,25.59,-2.64
0.05,0.20,1.02,15.98,25.77,-2.70
0.05,0.20,1.01,15.76,25.65,-2.63
0.04,0.20,1.02,16.02,25.82,-2.70
0.05,0.20,1.01,16.00,25.77,-2.85
0.05,0.20,1.01,15.80,25.77,-2.75
0.05,0.21,1.01,15.91,25.66,-2.84
0.05,0.21,1.01,15.74,25.86,-2.73
0.04,0.21,1.00,15.97,25.63,-2.84
0.05,0.21,1.01,16.03,25.74,-2.92
0.04,0.21,1.02,15.97,25.89,-2.67
0.05,0.20,1.01,15.77,25.91,-2.75
0.05,0.21,1.01,15.94,25.73,-3.04
0.05,0.21,1.01,15.82,25.76,-2.73
0.06,0.21,1.01,15.98,25.80,-2.63
0.06,0.20,1.01,15.97,25.88,-2.69
0.05,0.20,1.01,15.86,25.65,-2.70
0.06,0.20,1.01,15.82,25.59,-2.85
0.06,0.20,1.01,15.68,25.86,-2.55
0.06,0.20,1.01,15.79,25.80,-2.84
0.06,0.20,1.01,15.98,25.65,-2.85
0.06,0.20,1.02,15.82,25.86,-2.76
0.06,0.20,1.02,15.68,25.98,-2.92
0.06,0.20,1.02,15.74,25.80,-2.81
0.06,0.20,1.00,15.94,25.83,-2.87
0.06,0.20,1.01,15.95,25.66,-2.84
0.06,0.20,1.01,16.03,25.83,-2.66
0.05,0.21,1.01,15.83,25.74,-2.44
0.06,0.21,1.01,15.83,25.68,-2.90
0.05,0.21,1.02,15.88,25.97,-3.08
0.05,0.21,1.01,15.89,25.98,-2.75
0.06,0.21,1.01,15.79,25.73,-2.79
0.05,0.20,1.02,15.85,25.63,-2.70
0.06,0.20,1.02,15.89,25.65,-2.49
0.06,0.21,1.01,15.85,25.89,-2.85
0.06,0.21,1.02,15.86,25.83,-2.67
0.05,0.20,1.01,15.91,25.86,-2.82
0.06,0.20,1.02,15.88,25.68,-3.01
0.06,0.20,1.01,15.85,25.79,-2.73
0.06,0.19,1.01,16.03,25.68,-2.75
0.05,0.20,1.01,15.73,25.94,-2.72
0.05,0.21,1.01,15.88,25.82,-2.67
0.06,0.20,1.01,15.77,25.82,-2.84
0.06,0.21,1.01,15.88,25.76,-2.89
0.06,0.20,1.01,16.06,25.95,-2.72
0.06,0.20,1.01,15.86,25.92,-2.72
0.06,0.20,1.00,15.86,25.77,-2.99
0.06,0.20,1.01,15.83,25.80,-2.41
0.05,0.19,1.01,15.94,25.66,-2.78
0.05,0.19,1.01,15.85,25.73,-2.79
0.05,0.20,1.01,15.89,25.80,-2.89
0.05,0.20,1.01,15.66,25.89,-2.73
0.05,0.20,1.01,15.79,25.65,-2.72
0.05,0.21,1.01,15.73,25.65,-2.67
0.06,0.21,1.02,15.91,25.69,-3.02
0.05,0.21,1.01,16.00,25.65,-2.56
0.05,0.21,1.00,15.77,25.66,-2.70
0.05,0.21,1.02,15.89,25.76,-3.08
0.05,0.21,1.02,15.86,25.71,-2.78
0.05,0.20,1.01,15.77,25.62,-2.93
0.06,0.21,1.01,15.88,25.73,-2.73
0.07,0.21,1.01,15.92,25.88,-2.61
